ticker,52W High,52W Low,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
BEPC,,-0.484,,0.0741,0.2792,,,,1.421,0.583,192000000000.0,,,,,7370000000.0,0.2792,0.027200000000000002,,0.2522,,0.1542,0.4953,,0.057999999999999996,,,0.068,,,,2220000000.0,0.207,0.588,0.0115,72330000000.0,115010000000.0,,7.279414,12.31,,21.54,64.11,,0.39215684,60.34,40.34,64.11,1.74,,,,,,59.64,0.0291,61.5,,59.64,60.195,60.34,52.27353,60.34,,,0.434,,,,-0.484,50.0776,2.04,,,1.32,1.4,0.76,1.74,0.0273,1.67,,,1761.0,,,0.73,,48.22,38.14,,3.31,,63.43,63.73,1.4,71.47,2.0,0.37,1.25,55.0,
BIGC,,,4080000000.0,0.09119999999999999,0.057300000000000004,,0.594,,-0.145,0.33299999999999996,,0.214,0.0,,,6090000000.0,0.057300000000000004,,,-0.0118,,0.17620000000000002,0.2784,,0.19,,,-0.4314,,,,128770000000.00002,0.10859999999999999,0.44880000000000003,0.2585,30070000000.0,65890000000.0,,48.51038,46.713,,-189.515,162.5,,0.17157888,86.23,63.772,95.1899,,,,,,,84.67,,92.97,,84.67,84.27,86.23,89.551765,86.23,,0.2131,,,,,,87.384285,8.77,,,0.39,1.5,,,,,-0.29,,690.0,,,,,253.6,,,50.02,,91.11,97.76,1.5,58.9,3.0,0.4,1.98,100.0,
BKE,-0.048,1.111,,0.0806,0.2329,-0.0888,0.08990000000000001,-0.087,0.08800000000000001,0.06,95900000000.0,0.057999999999999996,-0.0011,0.667,-0.0591,1130000000.0,0.23,0.051699999999999996,0.5602,0.156,0.43119999999999997,0.1159,-0.09960000000000001,0.21239999999999998,0.252,0.11199999999999999,0.24,-0.1465,0.14800000000000002,0.27899999999999997,0.11599999999999999,826600000000.0,0.1106,0.9728,0.2516,28880000000.0,48710000000.0,11.6,1.3867788,1.332,11.848826,7.598,28.52,8.505,0.07835257,21.75,11.76,23.57,1.2,0.55,0.41551998,1.958,1.251393,-1.31,21.47,0.056599997,23.16,,21.47,21.69,21.75,19.92,21.75,0.7274,0.33240002,1.55,0.28059998,0.025617141,4.64,1.118,16.583044,1.01,1.29,8.5,5.7,2.4,0.0,1.2,0.051,1.96,0.46,,2800.0,11.77,,0.0,2.77,4.13,12.01,23.21,1.39,,23.81,23.53,1.7,67.53,3.0,0.52,12.77,14.0,
BLUE,0.11900000000000001,0.9,,0.0864,-0.1438,,-0.177,-0.508,-0.34,13.959000000000001,-653500000000.0,0.005,-0.013300000000000001,,0.0922,3870000000.0,-0.0435,,0.2943,-0.0464,-0.127,0.0038,-0.36060000000000003,-0.36869999999999997,-0.634,-0.36,-0.47,-0.4353,,,,239700000000.0,0.0187,0.44060000000000005,0.0935,65900000000.00001,66220000000.0,-4.723064,15.504351,8.623,,-3.143,99.36,25.41,-0.41783136,52.06,38.95,56.36,,,0.0061799996,-11.534,2.194537,0.16,51.65,,56.85,-11.88,51.65,52.06,52.06,56.69,52.06,1.0996,0.1355,,,,,,58.34884,2.59,2.28,27.86,22.44,8.2,0.0,,,-11.76,-3.01,,1167.0,,,0.0,2.07,2.57,,,16.59,,57.73,57.6,8.2,53.57,1.8,0.6,8.85,,
BTAI,,-0.9520000000000001,,0.08310000000000001,0.36460000000000004,,0.013999999999999999,,-0.53,,-53600000000.0,0.001,0.0,0.415,0.3141,1090000000.0,0.0942,,1.4225,0.1463,-0.0248,0.1493,2.3361,6.7364999999999995,,-0.907,-1.145,-0.31829999999999997,,,,,0.0941,11.9628,0.1819,12660000000.0,20290000000.0,-14.335294,,,,-17.503,71.5,2.623,5.9659443,45.41,3.76,49.249,,,0.48511,-2.936,1.626404,0.18,,,48.83,-3.4,,45.41,45.41,43.030884,45.41,0.28522,0.18190001,,,,,,42.364857,3.12,,2.63,2.93,4.2,0.0,,,-2.87,-0.81,,31.0,,,0.0,18.26,16.38,,,,,47.56,48.02,4.2,56.49,1.5,0.39,3.3,,
CCXI,,2.119,,0.1017,0.18969999999999998,,-0.9179999999999999,0.021,-0.28,5.861000000000001,-29800000000.0,0.042,-0.39880000000000004,0.773,0.2057,4170000000.0,0.1226,,0.35979999999999995,0.22920000000000001,0.006,0.1056,0.49560000000000004,7.2612,-0.68,-0.10300000000000001,-0.196,-0.096,-0.415,,-0.392,76100000000.0,0.1419,7.737100000000001,0.10039999999999999,52440000000.0,63280000000.0,-42.25,53.564743,42.685,,-104.948,65.43,6.121,6.304762,54.53,7.03,59.64,,,0.28927,-0.496,1.675675,,53.69,,,-1.4,53.69,54.31,54.53,52.15353,54.53,0.67078,0.11350001,,,,,,53.10529,2.72,1.71,6.65,7.16,9.0,0.06,,,-0.55,-0.31,,82.0,,,0.06,8.91,8.27,,,54.85,,59.06,59.27,9.0,65.93,1.5,1.02,9.13,76.75,
CMA,0.099,-0.585,1540000000.0,0.0636,-0.0436,,0.78,0.2,0.106,-0.297,604000000000.0,0.004,-0.0017000000000000001,0.818,-0.0207,5630000000.0,0.0635,0.065,0.4429,0.0344,0.20370000000000002,0.0851,-0.41700000000000004,-0.3455,0.179,0.008,0.08199999999999999,-0.4303,0.611,0.647,0.243,2490000000.0,0.0697,0.7228,0.0333,137610000000.0,139000000000.0,12.230994,2.3006337,-0.247,9.954783,,73.43,53.272,-0.3857566,40.01,24.28,41.89,2.72,2.7,0.00993,4.202,1.799779,-0.61,39.33,0.0692,41.82,3.42,39.33,39.92,40.01,39.396767,40.01,0.87224,0.0379,0.68,0.65059996,0.06864988,2.73,-0.621,36.318695,1.7,1.86,53.29,100.01,,0.4,2.72,0.0642,4.16,0.8,,7467.0,12.37,,0.4,0.79,0.42,10.18,6.11,2.29,,43.1,42.34,,59.16,3.0,0.8,2.96,40.98,
CNST,,0.132,,0.08109999999999999,-0.2698,,-0.168,,0.11699999999999999,,-100600000000.0,0.001,-0.7028,0.9953,0.2284,1170000000.0,0.0279,,-0.24760000000000001,0.1011,-0.2212,0.19329999999999997,-0.5007,1.8372,,-0.285,-0.34299999999999997,-0.6046,,,,,0.11320000000000001,2.1957,0.1492,25450000000.0,42590000000.0,-7.3730407,,,,-5.527,59.49,9.936,1.6864197,21.94,7.6,23.64,,,0.021459999,-2.767,2.896,,21.755,,23.55,-3.19,21.755,21.86,21.94,21.557648,21.94,0.9953,0.117,,,,,,30.022392,1.6,,11.08,10.43,19.2,0.06,,,-2.4,-0.68,,106.0,,,0.06,2.06,2.19,,,,,22.75,22.87,19.2,54.46,2.1,0.4,6.93,,
CVET,,6.352,1020000000.0,0.065,0.6884,,0.0873,,-0.065,0.017,-975000000000.0,0.002,-0.30879999999999996,,-0.0298,2940000000.0,0.1703,,2.8125999999999998,0.1366,0.37560000000000004,0.0681,0.9727,1.3673,-0.405,-0.285,-0.77,0.0204,-0.245,,-0.237,4120000000.0,0.1909,5.4376,0.0897,100310000000.0,112000000000.0,33.384617,0.8047037,0.906,,36.229,26.07,11.325,1.1849868,24.78,4.045,26.07,,,0.01214,-8.78,,0.67,24.45,,26.2,0.78,24.45,24.5,24.78,22.289118,24.78,1.01129,0.1005,,,,,,16.823914,1.4,,11.39,3.66,2.1,0.88,,,-8.72,0.17,,5100.0,32.78,,0.86,2.26,7.03,,25.97,0.71,,26.41,25.73,1.4,63.49,2.4,0.47,8.79,20.0,
CYRX,0.539,-0.8690000000000001,,0.075,0.8288,,0.7290000000000001,0.258,-0.621,0.106,-23200000000.0,0.002,0.0,0.941,0.0932,1830000000.0,0.1336,,1.9061000000000001,-0.1164,0.46490000000000004,-0.0194,1.952,2.2765,-0.14,-0.14,-0.18899999999999997,-0.2011,-0.596,,-0.61,38000000000.0,-0.0095,2.9185000000000003,0.1562,38270000000.0,38280000000.0,-373.76926,50.468086,43.748,,-86.972,60.82,3.284,2.325975,45.51,12.4,49.35,,,0.01314,-0.627,1.307225,,45.2,,48.62,-0.13,45.2,45.51,45.51,47.49912,45.51,0.7839,0.1778,,,,,,30.598188,3.37,1.28,3.31,5.52,23.0,0.88,,,-0.63,-0.13,,105.0,,,0.88,14.82,8.88,,,48.66,,48.9,49.06,22.9,55.65,1.5,0.44,6.93,52.17,
CYTK,-0.106,-0.228,1030000000.0,0.19260000000000002,0.5854,0.15,0.135,-0.38799999999999996,-0.08199999999999999,-0.493,-140400000000.0,0.008,-0.34659999999999996,0.8490000000000001,0.038900000000000004,1910000000.0,0.2563,,1.2961,0.2348,0.0987,0.2789,1.6965000000000001,1.4328,-0.835,-0.581,3.633,-0.0202,,,,18700000000.0,0.2811,2.7036000000000002,0.1026,69940000000.0,70500000000.0,-14.376884,107.955025,86.507,,-14.856,30.14,-1.303,1.0806592,26.33,7.73,30.14,,,0.073699996,-2.373,1.479867,-0.66,23.99,,29.5,-1.99,23.99,26.33,26.33,22.982353,26.33,0.89824,0.1205,,,,,,20.452608,2.49,1.38,-1.31,3.19,9.6,,,,-2.37,-0.56,,156.0,,,,,4.78,,,54.45,,16.0,15.26,9.6,32.84,1.9,5.56,5.04,40.25,
DCPH,,-1.14,,0.073,0.0436,0.21,0.14400000000000002,,-0.589,-0.716,-263500000000.0,0.005,-0.5734,0.765,0.0424,3170000000.0,0.165,,0.3151,0.2562,0.0118,0.113,-0.1075,0.6158,-0.36700000000000005,-0.392,-0.431,-0.2188,,,,7200000000.0,0.11410000000000001,0.7707999999999999,0.09519999999999999,39760000000.0,55920000000.0,-12.427294,437.88187,325.083,,-8.568,71.11,11.05,0.5339259,52.54,31.37,55.78,,,0.30216,-5.148,1.731372,-0.48,51.77,,,-4.47,51.77,51.83,52.54,47.754116,52.54,0.67095,0.0954,,,,,,50.517754,2.68,,11.08,10.71,12.3,0.0,,,-5.15,-1.3,,255.0,,,0.0,4.82,4.99,,,423.3,,55.17,53.46,12.3,55.44,1.9,0.81,10.36,73.0,
DY,0.106,0.22699999999999998,,0.06709999999999999,0.4631,0.2,0.158,-0.053,-0.068,-0.068,18700000000.0,0.035,-0.1856,0.9756999999999999,-0.0356,1770000000.0,0.1416,,1.0341,-0.0076,0.5329,0.0484,0.2416,0.2718,0.055999999999999994,0.006999999999999999,0.02,-0.10369999999999999,0.023,0.0,0.005,3260000000.0,0.0611,3.7826999999999997,0.0722,30450000000.0,31750000000.0,17.957056,0.5717449,0.755,106.43636,7.978,65.31,27.444,0.18667531,55.62,12.24,58.97,,,0.045819998,0.55,1.845559,0.92,54.86,,58.25,3.26,54.86,55.28,55.62,54.384117,55.62,0.97569,0.0828,,,,,0.238,40.391666,3.11,1.91,27.52,0.74,3.2,0.79,,,0.57,1.05,,15230.0,20.54,,0.76,2.43,89.95,117.94,7.45,0.62,5.9,64.28,66.99,3.0,73.13,1.9,1.45,5.77,65.0,
EDIT,,0.381,,0.0765,0.0348,,-0.278,-0.46799999999999997,-0.146,3.6519999999999997,-132000000000.0,0.001,-0.2813,0.815,0.2168,1890000000.0,-0.1061,,0.3649,-0.0877,-0.0942,0.0,-0.0159,0.3379,-0.537,-0.264,-0.466,-0.2708,,,,32600000000.0,-0.045599999999999995,1.0798999999999999,0.15990000000000001,60920000000.0,62270000000.0,-9.049689,55.654057,33.792,,-7.405,39.96,6.911,0.26850986,27.26,14.01,29.5,,,0.024130002,-2.491,2.078595,,27.07,,29.25,-3.22,27.07,27.45,27.26,32.52559,27.26,0.75778,0.1566,,,,,,28.75471,2.0,2.08,7.71,9.24,9.0,0.0,,,-2.5,-0.61,,208.0,,,0.0,4.29,3.58,,,65.77,,30.71,33.09,9.0,57.58,2.5,1.26,11.11,41.88,
EIDX,,-0.9470000000000001,,0.4158,0.5297999999999999,0.28,-0.12300000000000001,,0.446,,-63700000000.0,0.011000000000000001,-0.0709,0.326,-0.010700000000000001,2840000000.0,0.6631,,0.6748999999999999,0.82,0.4779,0.45740000000000003,0.2809,0.7986,-0.21600000000000003,-0.32799999999999996,-0.386,0.10439999999999999,,,,26700000000.0,0.5390999999999999,1.5893000000000002,0.1514,12460000000.0,38290000000.0,-23.636658,106.22885,69.281,,-29.839,74.75,3.872,0.33367574,67.62,28.39,74.75,,,0.66331,-1.696,-0.410963,-0.67,51.92,,74.47,-3.11,51.92,67.505,67.62,45.10794,67.62,0.32455003,0.1713,,,,,,45.808914,3.77,,3.9,4.52,11.6,0.11,,,-1.68,-0.71,,64.0,,,0.11,18.92,16.33,,,106.93,,73.13,73.79,11.6,79.65,2.2,2.23,12.92,59.38,
EWBC,0.10300000000000001,-0.32,,0.0608,-0.0446,0.08,0.0604,0.139,-0.044000000000000004,-0.16,603800000000.0,0.001,0.0,0.9390000000000001,0.027000000000000003,4930000000.0,0.003,0.030899999999999997,0.4003,-0.0326,0.0437,0.091,-0.2688,-0.157,0.23199999999999998,0.013000000000000001,0.122,-0.3136,0.774,0.264,0.337,1790000000.0,0.0584,0.5792,0.0256,140440000000.0,141490000000.0,9.470745,3.7250712,0.762,8.545717,,51.88,35.249,-0.19708204,34.06,22.55,35.64,1.1,1.1,0.0071799997,4.167,1.966354,1.16,33.57,0.0328,35.6,3.76,33.57,34.06,34.06,35.065884,34.06,0.94277,0.029000001,0.275,0.2644,0.03276735,1.98,-0.339,33.99449,1.34,2.03,35.25,51.82,,0.32,1.1,0.0296,4.16,0.93,,3300.0,9.9,,0.32,1.06,0.72,8.95,9.37,2.87,1.12,37.47,37.2,,62.64,2.3,0.97,4.81,40.78,
EXPI,1.361,4.191,,0.1589,1.9425,0.1,0.915,,0.608,0.325,7400000000.0,0.5720000000000001,-0.0191,0.156,0.2545,3630000000.0,0.4175,,5.7483,0.2992,2.0239,0.2104,3.4731,5.203200000000001,-0.17,0.064,0.128,0.08800000000000001,0.006999999999999999,0.0,0.006,1180000000.0,0.23550000000000001,6.7849,0.046,29180000000.0,67760000000.00001,107.82979,2.9405613,2.487,448.49557,262.29,52.49,1.143,4.300606,44.75,6.51,52.49,,,0.60153,0.113,3.286265,18.26,43.73,,50.67,0.47,43.73,44.29,44.75,40.85809,44.75,0.12109999,0.0469,,,,,,20.141848,3.85,3.54,1.16,0.89,1.8,0.03,,,0.1,0.07,,634.0,124.71,,0.02,50.85,66.35,595.86,59.43,3.57,59.59,54.04,58.99,1.8,77.12,1.3,1.05,1.33,32.0,
FATE,,0.017,,0.0998,0.4106,,-0.139,-0.026000000000000002,-0.215,0.9640000000000001,-116500000000.0,0.003,4.7806999999999995,0.9468000000000001,0.1451,3880000000.0,0.19519999999999998,,0.6890999999999999,0.2933,0.1165,0.034300000000000004,1.1405,1.7687,-0.41100000000000003,-0.28800000000000003,-0.386,-0.0079,,,,13200000000.0,0.149,2.3272,0.17670000000000002,73150000000.0,79310000000.0,-24.35465,275.36865,216.147,,-24.462,42.22,5.462,1.5546613,38.39,12.59,,,,0.02066,-1.565,1.565361,,38.09,,42.1,-1.72,38.09,38.09,38.39,35.950294,38.39,0.94682,0.2078,,,,,,31.871593,2.3,1.81,5.98,5.76,11.9,0.0,,,-1.57,-0.36,,178.0,,,0.0,8.03,8.33,,,336.76,,44.98,48.01,11.9,73.47,1.7,0.93,16.01,39.5,
FGEN,0.133,-1.754,,0.061399999999999996,0.0908,,0.737,0.225,0.136,-0.7759999999999999,-311200000000.0,0.018000000000000002,-0.0203,0.745,0.0294,3930000000.0,0.022799999999999997,,0.2228,0.0433,0.0535,0.0207,0.0235,0.1942,-0.153,-0.368,-0.634,-0.14859999999999998,,,,108400000000.0,0.0236,0.9381999999999999,0.0832,82980000000.0,89450000000.0,-61.83099,36.58,28.905,,-10.527,51.56,4.387,0.12117112,41.9,22.65,44.3,,,0.08270001,-3.537,1.616105,,41.36,,43.9,-0.71,41.36,41.82,41.9,42.921764,41.9,0.74702,0.0875,,,,,,39.51674,2.05,1.67,4.43,7.66,9.4,0.16,,,-3.54,-0.79,,531.0,,,0.13,11.02,6.37,,338.71,40.31,,46.62,48.82,9.3,66.9,2.0,1.01,10.28,62.75,
FLGT,0.91,7.327999999999999,,0.1754,1.3277,0.4445,0.6667000000000001,0.17300000000000001,0.93,1.06,2500000000.0,0.073,-0.0872,0.304,0.0393,1060000000.0,0.31980000000000003,,4.2846,0.45990000000000003,1.5533000000000001,0.2065,2.6419,3.0817,-0.006,0.03,0.033,-0.10460000000000001,0.043,0.0,0.057999999999999996,43800000000.0,0.34119999999999995,6.011900000000001,0.12990000000000002,11910000000.0,21750000000.0,22.37143,24.05717,19.536,378.87097,213.413,52.47,3.991,2.2548862,40.59,6.7,47.16,,,0.58151,0.124,1.700355,0.73,39.97,,46.95,2.1,39.97,40.55,40.59,36.737648,40.59,0.58884996,0.12640001,,,,,9.033,22.78953,3.09,1.7,4.0,0.93,6.3,0.0,,,0.11,0.55,,139.0,20.95,,0.0,11.0,47.31,385.96,,22.57,8.68,44.87,44.0,6.3,59.33,1.7,0.68,1.62,56.25,
FSLR,-0.02,2.969,1930000000.0,0.0634,0.3419,0.25989999999999996,0.2231,-0.179,-1.865,0.098,98800000000.0,0.134,-0.37729999999999997,0.69,0.048,7730000000.0,0.0327,,0.9456,-0.0138,0.345,0.09380000000000001,0.2777,0.2054,-0.027999999999999997,0.013999999999999999,0.019,-0.1267,-0.008,0.0,0.032,3120000000.0,0.069,1.5113999999999999,0.1009,93310000000.0,105930000000.0,20.428572,2.4278746,2.007,76.38889,11.075,81.87,49.328,0.1804775,68.55,28.47,71.78,,,0.28372,0.936,1.552123,0.92,67.24,,71.96,3.5,67.24,68.4,68.55,70.70588,68.55,0.66943,0.11350001,,,,,,54.41413,3.65,1.4,49.34,14.31,3.7,0.09,,,0.92,0.61,,6600.0,22.5,,0.07,1.6,5.51,85.29,,2.73,3.28,77.12,78.81,3.0,66.37,2.3,1.51,4.74,68.74,
GBT,,0.147,,0.084,-0.0754,0.37,0.625,-0.332,-0.34299999999999997,,-286400000000.0,0.018000000000000002,-0.1298,,0.0022,3860000000.0,0.0132,,0.0765,0.0225,-0.0764,0.1522,-0.2227,0.2857,-0.431,-0.384,-0.508,-0.2942,,,,47700000000.0,0.1202,0.5467,0.1649,54430000000.0,61120000000.0,-47.899227,79.44107,65.288,,-10.416,87.54,8.084,0.24726474,56.81,39.95,63.05,,,0.02479,-4.726,1.745261,-0.46,,,61.82,-1.29,,56.81,56.81,58.496616,56.81,1.0183799,0.1691,,,,,,64.83192,2.94,1.77,8.11,8.67,8.6,0.15,,,-4.73,-0.74,,352.0,,,0.15,7.69,7.2,,,81.56,,61.55,62.36,8.2,61.4,1.8,0.94,12.34,,
HEES,0.043,-0.611,,0.0675,0.1361,0.11900000000000001,0.2218,0.091,0.134,-0.166,22200000000.0,0.08,0.0012,0.703,-0.0559,774560000000.0,0.16079999999999997,0.0473,0.6108,0.122,0.3265,0.1765,-0.3042,-0.16210000000000002,0.10300000000000001,0.012,0.079,-0.38549999999999995,0.073,1.777,0.018000000000000002,1270000000.0,0.1589,1.5504,0.034300000000000004,31680000000.0,36030000000.0,15.716216,0.6601498,1.556,37.698544,10.36,37.85,7.357,-0.20619309,21.96,9.12,23.34,1.1,1.1,0.11670999,0.617,2.40375,1.4,21.79,0.0505,23.29,1.48,21.79,21.96,21.96,20.280588,21.96,0.77029,0.0343,0.275,1.7742,0.05048187,4.78,-0.61,17.459421,1.08,2.43,7.27,0.19,,3.87,1.1,0.0481,0.61,0.31,,2432.0,15.43,,3.87,3.15,120.88,37.37,2.85,0.6,3.14,23.57,22.87,,60.24,2.5,1.05,3.93,24.5,
HIBB,0.053,1.39,,0.08900000000000001,1.1437,0.07200000000000001,-0.2789,-0.11900000000000001,0.009000000000000001,-0.259,45200000000.0,0.006999999999999999,-0.2238,0.95,-0.109,749100000000.0,0.5453,,3.3106,0.47609999999999997,1.1298000000000001,0.2579,0.7325,1.1678,0.08199999999999999,0.044000000000000004,0.10099999999999999,0.081,0.034,0.0,0.026000000000000002,1300000000.0,0.26539999999999997,5.6276,0.2749,16329999999.999998,16540000000.0,15.980264,0.6182483,0.595,25.13192,6.21,49.18,20.895,1.0194659,45.04,7.33,49.18,,,0.0152199995,1.933,1.655819,1.47,44.61,,48.5,3.04,44.61,44.91,45.04,34.561764,45.04,1.4889901,0.3824,,,,,,22.327318,2.86,1.77,20.91,14.12,1.7,0.01,,,2.64,0.41,,3500.0,18.22,,0.01,2.65,3.92,21.02,4.94,0.66,2.92,51.11,55.4,1.0,81.03,2.6,1.64,7.64,39.5,
HMSY,0.07200000000000001,-0.778,,0.12390000000000001,-0.0281,0.0919,0.0959,0.439,0.53,-0.152,57800000000.0,0.01,-0.036000000000000004,,0.0141,2380000000.0,-0.028300000000000002,,0.09820000000000001,-0.0253,-0.1562,0.1576,-0.0747,-0.1946,0.078,0.047,0.067,-0.2165,0.107,0.0,0.09300000000000001,624300000000.0,0.09759999999999999,0.5054,0.0209,87050000000.0,88240000000.0,20.749998,3.8833919,3.561,42.73011,20.643,34.96,10.058,-0.28971148,,18.2,27.845,,,0.01661,0.641,0.813568,2.15,24.37,,27.88,1.32,24.37,26.62,,26.545294,,1.01127,0.028299998,,,,,-0.773,28.767174,1.03,0.73,10.09,2.22,4.6,0.0,,,0.66,0.3,,3100.0,21.75,,0.27,2.86,12.96,43.93,22.67,4.01,4.78,29.0,28.82,4.6,66.95,2.0,0.76,3.11,34.67,
HWC,0.102,-2.347,,0.07440000000000001,-0.1772,0.08,3.5,0.121,0.0,-0.05,-71700000000.0,0.008,-0.0034999999999999996,0.759,-0.0281,1770000000.0,0.069,0.0512,0.0766,0.056600000000000004,0.1206,0.10189999999999999,-0.5194,-0.4302,0.21100000000000002,-0.002,-0.021,-0.5252,0.812,,-0.064,1110000000.0,0.0955,0.4728,0.018000000000000002,85480000000.0,86300000000.0,7.532143,2.7186825,3.81,,,44.42,38.407,-0.46570498,19.88,14.32,21.16,1.08,1.08,0.00904,-0.824,1.565912,-2.13,19.63,0.055,,2.8,19.63,19.865,19.88,19.64147,19.88,0.79082,0.020499999,0.27,,0.055017833,2.92,,19.973478,0.96,1.63,38.43,15.43,,0.12,1.08,0.049,-0.84,0.72,,4136.0,7.86,,0.12,0.57,1.43,,11.94,1.66,,22.44,22.03,,64.35,2.4,0.69,3.09,24.2,
IMVT,,0.561,,0.0611,0.7444,,-0.19399999999999998,,0.065,,-58400000000.0,0.649,0.0066,0.324,1.1075,3480000000.0,0.2061,,1.7815,0.0382,0.5082,0.06309999999999999,1.431,2.801,,-0.363,-0.39799999999999996,-0.059000000000000004,,,,,0.0553,3.6258999999999997,0.0556,27820000000.0,70820000000.0,,,,,-37.936,,,2.564706,36.56,8.34,39.78,,,0.73181,,,,36.36,,38.57,,36.36,36.56,36.56,35.211178,36.56,0.21096,0.038900003,,,,,,25.005072,2.58,,3.78,3.11,14.6,0.0,,,-1.02,-0.33,,51.0,,,0.0,11.16,13.56,,,,,40.33,42.18,14.6,67.07,1.7,0.84,3.24,45.43,
ITCI,,-0.413,1830000000.0,0.092,0.1861,,0.212,-0.201,0.055999999999999994,,-186600000000.0,0.006,-0.0761,0.687,0.0195,2200000000.0,0.1475,,0.6796,0.42700000000000005,0.0704,-0.0125,-0.2422,2.1863,,-0.513,-0.606,-0.4031,,,,3100000000.0,-0.0495,2.4483,0.1117,60350000000.0,66430000000.00001,-9.18728,673.0501,399.882,,-6.369,43.56,5.683,1.9762499,24.28,7.63,26.48,,,0.06066,-3.084,1.63872,,23.81,,26.1,-2.83,23.81,24.28,24.28,23.762205,24.28,0.69587,0.0958,,,,,,21.142246,1.92,1.61,5.71,4.81,10.4,0.0,,,-3.05,-1.0,,330.0,,,0.0,4.76,5.65,,,742.96,,27.06,27.16,10.3,56.08,1.5,0.27,3.69,,
JELD,0.040999999999999995,-0.391,,0.11779999999999999,0.44020000000000004,0.111,0.2325,0.188,-0.508,-0.534,47700000000.0,0.006999999999999999,0.0146,0.956,-0.0126,2600000000.0,0.20929999999999999,,1.8426,0.2641,0.7044,0.174,0.1183,0.365,0.059000000000000004,0.013999999999999999,0.06,-0.0302,0.04,0.0,0.012,4130000000.0,0.2082,3.3201,0.0216,66370000000.00001,100510000000.0,15.676647,0.637183,0.938,55.70213,11.898,27.32,8.26,0.24112344,,6.06,27.32,,,0.010369999,0.47,2.705158,1.54,23.42,,26.2,1.67,23.42,24.82,,21.699705,,0.98469,0.0212,,,,,0.033,16.484203,1.26,2.7,8.26,4.61,1.9,2.12,,,0.47,0.43,,23300.0,15.49,,2.04,3.13,5.61,54.93,12.65,0.62,4.95,26.74,25.87,1.3,63.91,2.8,0.84,2.31,22.4,
JOE,-0.289,0.892,,0.1454,0.23120000000000002,,,-0.363,-0.073,0.017,33100000000.0,0.0286,0.0,0.99,-0.009899999999999999,1410000000.0,0.1294,,0.4437,0.0818,0.2968,0.1674,0.2274,0.4326,0.028999999999999998,0.035,0.062,0.0371,0.25,0.0,0.24600000000000002,130199999999.99998,0.15789999999999998,0.5882999999999999,0.1096,57220000000.0,58900000000.0,221.27274,11.010218,10.826,45.074074,32.367,24.49,8.952,0.24706566,22.63,15.32,24.49,,,0.028570002,0.54,1.172642,,21.25,,24.79,0.11,21.25,22.5,22.63,21.674118,22.63,0.99017996,0.2907,0.16,,,,0.851,19.53,0.93,1.21,8.95,1.83,,0.57,,,0.56,,,55.0,,,0.57,2.96,14.46,47.49,60.33,11.77,,26.12,26.5,,80.06,,1.61,35.98,,
KMT,-0.066,-1.2590000000000001,,0.0688,0.1325,,0.6238,0.49700000000000005,-1.054,-0.37200000000000005,-12600000000.0,0.005,-0.07519999999999999,,0.0281,2570000000.0,0.0758,0.025099999999999997,0.4495,0.0554,0.1425,0.0764,-0.13720000000000002,0.0696,0.004,-0.002,-0.004,-0.1782,0.012,,-0.003,1890000000.0,0.0482,1.2026999999999999,0.0611,82800000000.0,83120000000.0,17.782124,1.4054749,1.616,,10.973,38.73,14.832,0.018119693,30.35,14.45,31.89,0.8,0.8,0.0059100003,-0.07,2.268615,-1.52,29.78,0.0277,31.66,1.79,29.78,30.21,30.35,30.01794,30.35,1.0576,0.0785,0.2,,0.026863666,2.52,,26.647898,1.36,2.3,14.8,7.53,1.6,0.89,0.8,0.023399999999999997,-0.15,0.07,,9000.0,19.06,,0.48,2.31,4.53,,,1.46,,33.92,34.14,1.0,66.0,2.7,0.82,7.56,31.33,
