ticker,52W High,52W Low,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
SILK,0.035699999999999996,2.1856999999999998,,0.08289999999999999,0.18600000000000003,,0.43799999999999994,,-0.8340000000000001,0.721,-36600000000.0,0.019,-0.9397,,0.1085,2240000000.0,-0.48100000000000004,,1.4133000000000002,0.275,0.7609999999999999,0.14800000000000002,0.6441,0.8340000000000001,-0.525,-0.248,-0.43,-0.24,0.1451,0.5803,0.2896,69700000000.0,0.013000000000000001,,0.056900000000000006,32509999999.999996,32680000000.0,67.29,,66.69,3.781,67.31,62.4,-59.815,28.071,54.356174,67.31,20.84,-0.63,-105.38095,0.033010002,1.1791201,62.42,-0.55,61.31,17.558847,32.086166,-0.52509,67.31,62.4,62.42,61.31,62.42,0.055,0.0683,6.64,,,-1.161,,42.248734,2.97,,3.89,4.68,15.5,0.35,,,-1.16,-0.29,,224.0,,,0.35,17.08,14.18,,,32.11,,66.8,66.44,14.5,56.28,2.0,0.47,5.22,61.0,
SIX,-0.5869,1.744,2620000000.0,0.0919,-2.725,-0.045700000000000005,1.288,0.223,-0.348,0.914,-52800000000.0,0.015,-0.0006,0.826,0.056900000000000006,2069999999.9999998,0.139,,0.6468,0.1655,0.0174,0.08349999999999999,-0.4677,-0.5679,-0.053,-0.018000000000000002,0.066,0.217,0.1305,-0.0765,0.1938,1000000000.0,-0.96,0.048,0.1175,76160000000.0,84700000000.0,24.01,2.273132,,-11.454,24.04,21.99,18.709,4.95,20.110882,55.58,8.75,-0.78,-30.782053,0.065749995,0.79967004,22.22,1.14,21.99,,2.0273767,-0.05256,24.04,21.99,22.22,21.99,22.22,0.10560001,0.1175,3.91,1.9,0.08640291,-0.624,,19.465725,1.24,2.3,-11.46,3.63,1.2,,,,-0.63,-1.0,,2450.0,,,,,5.94,,,1.75,,21.66,21.59,1.1,51.71,2.4,0.43,3.6,22.36,
SLG,-0.5065,0.353,1400000000.0,0.063,-0.617,-0.1084,-1.4080000000000001,-0.018000000000000002,0.162,0.638,221800000000.0,0.0046,-0.22920000000000001,,-0.0519,3510000000.0,0.293,1.3230000000000002,-0.096,-0.0104,-0.0758,-0.0329,-0.48229999999999995,-0.41969999999999996,0.18600000000000003,0.017,0.043,0.038,0.0021,-0.24239999999999998,-0.0083,1190000000.0,-0.18899999999999997,-0.04,0.11800000000000001,71750000000.0,75690000000.0,48.39,1.521739,,66.482,47.87,45.07,15.956,8.721,47.759117,96.39,35.16,-0.49,-97.08163,0.00456,1.08055,45.42,-3.46,44.75,0.715532,3.0047686,0.21322,47.87,45.07,45.42,44.75,45.42,0.115600005,0.1658,7.55,2.915,0.065139666,2.796,17.01359,50.173115,2.48,1.53,64.71,14.47,,1.28,3.54,0.0688,2.83,-0.22,,1033.0,,,1.28,0.79,3.56,18.19,,3.03,,52.99,51.44,,57.71,2.9,0.84,7.56,58.86,
SNBR,-0.21789999999999998,2.1244,,0.0652,-4.226,-0.04,0.1808,0.165,0.46299999999999997,0.62,78700000000.0,0.034,-0.048,,-0.0409,1310000000.0,0.067,0.0,0.7223999999999999,0.0385,0.20120000000000002,0.053899999999999997,-0.0311,0.0775,0.047,0.09300000000000001,-0.489,1.305,0.0269,0.1482,0.0207,1670000000.0,-0.2,0.08,0.1189,26500000000.0,27920000000.0,47.54,2.225195,47.38,-5.88,47.72,44.965,10.409,1.084,46.40059,,15.27,3.13,15.24281,0.043520004,1.19151,45.5,-4.17,44.79,,0.7904397,0.047,47.72,44.965,45.5,44.79,45.5,0.11359999,0.19399999,10.78,,,2.716,17.566273,37.552753,2.55,2.32,-5.84,0.06,0.3,,,,2.67,0.93,,4395.0,17.69,,,,864.49,20.79,9.25,0.88,,54.19,55.5,0.1,68.81,3.2,0.86,7.24,45.5,
SWTX,-0.1267,1.5546,,0.11599999999999999,-0.133,,-0.251,,-1.766,,-68200000000.0,0.1558,0.0,0.8170000000000001,0.056299999999999996,1850000000.0,,,1.1272,0.006500000000000001,-0.0207,0.047,0.12960000000000002,0.9213,,-0.21,-0.217,,0.0087,0.2238,0.0467,,,,0.0697,32799999999.999996,41950000000.0,43.73,,,7.802,44.78,39.73,-20.251,,43.078823,49.79,17.02,-1.63,-26.674847,0.15584,0.76443,39.73,,38.96,5.57293,,,44.78,39.73,39.73,38.96,39.73,0.0531,0.24040002,15.64,,,-13.84,,36.833622,4.08,,6.93,6.76,30.8,0.0,,,-1.6,-0.48,,56.0,,,0.0,8.22,8.44,,,,,51.98,56.99,30.8,72.44,2.0,5.05,8.87,54.4,
TPTX,0.0095,1.5778999999999999,,0.135,-0.41100000000000003,,-0.003,,-2.577,,-133699999999.99998,0.025,-0.0969,0.9329999999999999,0.2288,3430000000.0,,,1.5203,0.2859,0.2341,0.11560000000000001,0.2956,0.7945,,-0.27,-0.27899999999999997,,0.1157,0.38409999999999994,0.2257,,,,0.1027,30830000000.0,38600000000.0,81.04,,71.5,16.857,81.71,72.52,-21.367,,67.325584,81.71,31.304,-3.91,-20.639385,0.06306,0.88183,72.52,,71.1,4.7873282,,,81.71,72.52,72.52,71.1,72.52,0.075100005,0.10609999,10.59,,,-3.738,,58.099964,4.87,,18.41,16.94,62.8,0.0,,,-3.72,-0.55,,109.0,,,0.0,6.07,6.6,,,,,98.87,111.81,62.8,83.15,1.4,1.93,10.12,85.44,
TPX,-0.07440000000000001,3.2236000000000002,,0.0839,-0.424,0.22899999999999998,0.2089,0.145,0.703,0.431,203100000000.0,0.008,-0.5644,0.9740000000000001,-0.0051,4760000000.0,0.114,0.0,1.3608000000000002,0.0641,0.39020000000000005,0.12369999999999999,0.0673,0.1838,0.064,0.064,0.701,0.142,0.08070000000000001,0.2786,0.1437,3180000000.0,-0.08,0.008,0.0297,50860000000.0,51600000000.0,94.75,2.12263,,4.664,93.65,88.45,13.264,1.992,84.79588,100.39,,6.57,14.143074,0.01464,0.96389,88.53,0.68,85.73,19.922813,1.5068213,0.063590005,93.65,88.45,88.53,85.73,88.53,0.0293,0.0321,3.21,,,3.738,24.858213,65.651596,3.82,2.13,4.84,2.91,0.9,7.02,,,3.74,2.19,,7400.0,12.97,,6.0,18.62,31.03,24.13,13.37,1.43,1.05,89.1,90.14,0.7,54.34,2.0,0.57,2.2,113.75,
VIR,-0.5751,1.7355,1320000000.0,0.12300000000000001,0.526,,-0.21,,-4.433,,-220500000000.0,0.040999999999999995,-0.0933,0.44799999999999995,0.42229999999999995,4040000000.0,,,-0.3035,-0.3958,-0.10550000000000001,0.1155,1.5344,,,-0.423,-0.8109999999999999,-0.419,-0.2119,-0.0048,-0.3013,75100000000.0,31.725,,0.0315,109080000000.0,114980000000.0,33.89,,,-23.942,33.36,30.51,-15.087,40.89,44.451176,,11.65,-1.89,-16.862434,0.14543,0.63778996,30.59,,28.38,,53.92549,-2.93641,33.36,30.51,30.59,28.38,30.59,0.027,0.053600002,4.14,,,-14.642,,39.201305,3.06,,4.9,4.17,10.5,0.0,,,-6.17,-0.59,,253.0,,,0.0,8.34,9.81,,,72.13,,41.7,40.89,10.5,56.53,2.6,0.72,4.46,51.67,
VSLR,0.005,9.224,2960000000.0,0.061900000000000004,0.982,,3.4,-0.195,-5.351,0.268,-93500000000.0,0.017,-0.8589,0.97,0.027999999999999997,4099999999.9999995,-0.498,,5.1733,0.2645,2.3071,0.2066,3.4642,3.2927,-0.235,-0.031,-0.525,-0.2,0.1467,1.7587000000000002,0.37200000000000005,378500000000.0,0.172,0.6829999999999999,0.0758,121140000000.0,124840000000.0,33.5,1.85117,32.25,1.088,32.67,30.56,-58.398,14.869,26.26147,32.67,3.17,0.12,270.08334,0.04519,0.98111,30.9,29.51,30.52,29.7886,10.748212,-0.23481001,32.67,30.56,30.9,30.52,30.9,0.0732,0.2622,3.85,,,-0.721,,13.168261,2.62,1.65,1.09,2.56,2.0,13.39,,,-0.76,0.12,,2998.0,371.38,,13.19,39.52,16.85,,,14.96,,43.08,43.08,2.0,72.55,2.5,2.94,3.52,20.38,0.0
WKHS,0.0641,18.8175,29810000000.0,0.1,-4.282,,0.8240000000000001,-0.036000000000000004,0.217,,-137400000000.0,0.044000000000000004,-0.30920000000000003,0.22699999999999998,0.5028,2590000000.0,,,16.727899999999998,0.7132999999999999,5.1462,0.3222,7.5724,7.3526,,-3.0810000000000004,3.3160000000000003,-1.0290000000000001,0.4201,2.8511,0.5214,200000000.0,15.692,0.162,0.2158,96820000000.0,105140000000.0,25.9,2.818283,25.88,-0.789,26.23,22.84,-145.52,14095.564,17.4875,26.23,1.315,-0.29,-89.86207,0.20582001,0.22794001,23.81,,23.69,,14962.362,,26.23,22.84,23.81,23.69,23.81,0.19870001,0.206,1.2,,,-1.968,,8.374239,2.67,3.18,-0.94,0.23,0.3,,,,-1.87,-0.1,,81.0,,,,,114.06,,,14941.68,,23.77,26.77,0.3,58.35,1.8,1.54,1.02,25.5,
WYND,-0.3574,1.4847,1110000000.0,0.08349999999999999,-2.5180000000000002,-0.0967,4.5,0.049,0.9740000000000001,0.46799999999999997,-8000000000.0,0.021,-0.0472,0.912,-0.0031,2940000000.0,0.073,,0.35479999999999995,0.1449,0.0719,0.0859,-0.3395,-0.2859,0.002,0.001,-0.006999999999999999,0.12300000000000001,0.1463,-0.022400000000000003,0.1631,2990000000.0,-0.67,-0.052000000000000005,0.0245,83040000000.0,85400000000.0,34.5,1.95039,32.09,-12.367,34.31,31.71,18.214,2.756,29.228823,53.13,13.74,3.5,9.754286,0.02799,0.94037,31.79,3.29,31.21,,0.97437984,0.0016699999,34.31,31.71,31.79,31.21,31.79,0.0239,0.0242,2.12,1.9,0.060877923,0.052,656.53845,28.212318,1.47,1.86,-12.37,12.51,3.9,,1.2,0.0374,-0.27,0.38,,22500.0,9.22,,,,2.56,,51.88,0.9,,33.06,32.09,3.0,52.36,1.7,0.94,2.16,40.0,
XLRN,-0.1061,1.633,,0.0953,-0.011000000000000001,,0.07400000000000001,-0.079,0.081,,-138300000000.0,0.002,-0.049400000000000006,0.8029999999999999,-0.0104,5850000000.0,,,0.3629,0.0662,0.0409,0.0959,0.8672,1.2551,,-0.281,-0.316,-0.303,0.0712,0.1585,0.013000000000000001,87600000000.0,0.43700000000000006,0.38299999999999995,0.059800000000000006,52530000000.0,53860000000.0,,0.710702,98.25,7.784,99.95,91.7,-35.786,57.594,95.805885,110.75,37.6,-2.26,-43.80531,0.13502,0.90094,91.7,,90.39,12.718397,70.477036,-1.5784199,99.95,91.7,91.7,90.39,91.7,0.052399997,0.0699,6.3,,,-2.595,,94.56877,4.4,0.47,7.83,6.05,12.0,0.0,,,-2.6,-0.56,,237.0,,,0.0,15.2,19.67,,,87.51,,114.19,118.98,12.0,68.36,1.9,0.58,6.87,128.85,
XPEL,-0.068,2.764,,0.1802,0.322,,0.3333,0.33299999999999996,0.604,0.336,14700000000.0,0.066,-0.0564,0.196,0.1313,797780000000.0,0.131,0.0,1.784,-0.0102,0.6784,0.1977,0.927,1.5947,0.106,0.257,0.42100000000000004,0.39399999999999996,0.0989,0.8107,0.3664,139300000000.0,0.18899999999999997,0.344,0.059500000000000004,14860000000.0,27610000000.0,28.26,1.20457,28.17,1.095,28.6,23.99,31.94,4.647,23.288824,30.29,7.5,0.49,57.612244,0.41393003,0.14067,24.64,,23.92,25.78082,5.5955577,0.10551,28.6,23.99,24.64,23.92,24.64,0.032,0.0535,2.59,,,0.404,69.876236,15.681413,1.78,1.29,1.43,0.92,2.6,0.19,,,0.53,0.17,,230.0,38.9,,0.12,19.59,30.56,52.65,44.05,5.66,,26.25,28.01,1.8,60.01,2.0,1.11,3.67,32.5,
ZUMZ,-0.12890000000000001,1.3671,,0.0928,1.814,0.15,0.2036,0.122,0.809,0.33799999999999997,45000000000.0,0.012,-0.0227,0.8240000000000001,0.006999999999999999,699920000000.0,,,0.6709999999999999,0.2696,0.15539999999999998,0.1389,-0.1002,-0.0393,,,,0.132,0.2052,0.1837,0.2218,959000000000.0,0.096,0.05,0.0729,20910000000.0,22520000000.0,31.77,1.714604,31.1,18.469,31.33,29.224,7.324,0.773,25.077942,35.68,13.13,2.8,11.1,0.17149,0.82126,29.2243,0.81,28.44,1.6828198,0.8061967,0.06255,31.33,29.224,29.2243,28.44,29.2243,0.06,0.0866,4.95,,,2.406,12.9177065,23.42971,1.42,1.56,18.92,11.93,2.3,0.0,,,2.39,0.77,,2575.0,11.17,,0.0,1.65,2.62,13.08,6.71,0.8,0.87,31.02,31.29,1.6,66.78,2.2,0.77,3.82,32.8,
CZR,-0.217,8.201,7140000000.0,0.1054,-5.632000000000001,0.275,0.784,0.32799999999999996,-0.153,0.49200000000000005,-251800000000.0,0.055999999999999994,0.0,0.774,0.5149,9020000000.0,0.217,0.0,3.0195999999999996,0.40369999999999995,0.4409,0.11199999999999999,-0.0713,0.2807,0.044000000000000004,0.013999999999999999,0.076,0.077,0.1898,0.3738,0.3556,1850000000.0,-0.256,0.475,0.08689999999999999,160640000000.0,160830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,2.92,20.19,4.92,3.2,2.26,,,-3.2,-2.2,,18600.0,,,2.26,2.59,10.63,,,5.66,,54.74,52.35,3.2,49.26,1.8,0.66,1.93,67.64,
ADPT,-0.0622,2.025,1020000000.0,0.0794,-0.905,0.039,-0.038,,-0.42,0.763,-99500000000.0,0.013999999999999999,-0.6616,0.746,0.042,6080000000.0,,,1.5514,0.16920000000000002,0.0527,0.26789999999999997,0.5357999999999999,0.10640000000000001,,-0.11199999999999999,-0.17800000000000002,-0.129,0.131,0.3457,0.1322,92200000000.0,-0.05,,0.0371,82040000000.0,127380000000.0,46.02,,45.01,4.133,46.47,42.58,-46.74,53.581,39.74,,15.19,-1.09,-42.155964,0.0547,0.73437,42.58,-10.39,42.57,11.117832,67.701775,-1.07957,46.47,42.58,42.58,42.57,42.58,0.0224,0.0381,4.06,,,-0.79,,36.02145,2.26,,4.16,4.1,6.4,0.0,,,-0.79,-0.28,,453.0,,,0.0,12.53,12.71,,,78.59,,50.78,52.12,6.3,72.15,1.7,0.71,3.89,51.8,
AHCO,-0.0791,2.0537,,0.0781,1.879,0.37,0.07519999999999999,,2.182,0.49700000000000005,-3200000000.0,0.001,0.0,0.19699999999999998,-0.4484,2080000000.0,,,0.7928000000000001,0.0383,0.4325,0.1045,1.1749,1.3503999999999998,,,,0.066,0.09970000000000001,0.47009999999999996,0.14279999999999998,709500000000.0,0.8690000000000001,,0.0408,27720000000.0,44510000000.0,23.88,,23.84,,24.9,22.3,12.748,2.256,21.728,25.93,7.82,,,0.36812,0.51445997,22.3,0.79,22.15,,2.8375726,-0.00456,24.9,22.3,22.3,22.15,22.3,0.0134000005,0.05,3.05,,,,,17.94558,1.42,,0.19,1.32,1.0,55.06,,,-0.07,0.13,,3060.0,31.56,,52.14,137.53,19.78,,,3.08,,26.16,26.13,0.9,67.6,1.3,1.13,1.36,26.92,
APPS,-0.0301,7.2385,3740000000.0,0.1328,6.228,0.5,0.2527,0.17600000000000002,3.87,0.406,25900000000.0,0.035,-0.019299999999999998,0.629,0.1332,2590000000.0,0.125,0.0,5.7143,0.1586,1.7513999999999998,0.221,3.0210000000000004,3.2162,0.153,0.17300000000000001,0.377,0.243,0.1352,1.8624,0.4752,167200000000.0,0.9279999999999999,0.375,0.035699999999999996,83870000000.0,87390000000.0,29.36,2.215161,29.35,1.019,28.91,25.4,94.885,12.724,22.289143,29.56,3.48,0.58,49.431038,0.03965,0.58217996,25.79,1.09,25.31,28.135426,15.020426,0.15349,28.91,25.4,25.79,25.31,25.79,0.0341,0.0355,0.55,,,0.281,102.02847,11.256812,2.5,2.15,1.02,0.21,0.8,0.22,,,0.28,0.11,,207.0,61.43,,0.2,35.72,174.69,128.27,123.27,19.54,2.57,35.81,36.43,0.8,69.05,1.4,0.51,0.73,25.86,
BLFS,0.0581,2.7558,,0.0679,-5.059,0.1,-0.4096,0.22699999999999998,0.945,0.615,3000000000.0,0.019,1.0925,0.489,0.19329999999999997,877460000000.0,0.24100000000000002,0.0,1.8954,0.4946,0.6225,0.2565,0.7108,0.34299999999999997,0.081,0.031,0.040999999999999995,0.263,0.27940000000000004,0.759,0.3508,37000000000.0,0.478,0.34600000000000003,0.066,19040000000.0,23290000000.0,27.71,1.695652,,4.074,27.7,26.1,255.684,19.787,20.939142,27.7,7.37,0.17,162.82353,0.2702,0.58073,26.25,8.12,25.92,6.794306,23.952309,0.51862997,27.7,26.1,26.25,25.92,26.25,0.039300002,0.0517,4.76,,,0.58,47.72414,15.813913,1.43,1.53,4.54,,6.2,0.0,,,0.13,-0.02,,151.0,204.37,,0.0,6.39,,218.2,222.17,25.82,21.82,28.58,29.02,4.7,65.67,2.1,0.55,3.87,32.83,
CRNC,-0.0097,4.0843,,0.07139999999999999,,0.15,0.10099999999999999,,-0.20800000000000002,0.66,68300000000.0,0.02,-0.0028000000000000004,0.8934000000000001,0.1514,2190000000.0,0.031,0.0,2.6722,0.0935,0.4274,0.1524,1.5590000000000002,,0.212,0.042,0.071,0.094,0.08470000000000001,0.94,0.22820000000000001,321700000000.0,-0.036000000000000004,,0.1477,36100000000.0,36510000000.0,59.99,,56.51,,58.9959,54.25,35.244,6.386,50.67543,58.9959,11.39,,,0.00226,0.89338994,54.25,2.59,54.05,,6.610073,0.21242,58.9959,54.25,54.25,54.05,54.25,0.1452,0.16209999,6.65,,,,,33.840145,3.47,,25.71,3.52,1.2,0.29,,,1.87,0.34,,1400.0,35.7,,0.28,2.09,15.26,28.78,,6.3,1.92,52.1,53.76,1.2,54.26,2.0,0.51,7.38,54.81,
CZR,-0.16620000000000001,8.7973,7190000000.0,0.06480000000000001,-5.632000000000001,0.275,0.784,0.32799999999999996,-0.153,0.49200000000000005,-251800000000.0,0.055999999999999994,0.0,0.774,0.5149,9610000000.0,0.217,0.0,4.845400000000001,0.4274,0.4459,0.18100000000000002,-0.0111,0.36119999999999997,0.044000000000000004,0.013999999999999999,0.076,0.077,0.2481,0.46259999999999996,0.4335,1850000000.0,-0.256,0.475,0.08689999999999999,160640000000.0,160830000000.0,59.3,2.944258,,16.4,59.41,55.41,25.688,5.84,42.105,70.74,3.22,-1.43,-41.244755,,,55.47,-0.29,55.39,3.5963416,5.1141706,-0.13575,59.41,55.41,55.47,55.39,55.47,0.0868,0.1066,2.81,,,-3.218,,20.827644,3.39,2.92,20.19,4.92,3.2,2.26,,,-3.2,-2.2,,18600.0,,,2.26,2.59,10.63,,,5.66,,54.74,52.35,3.2,49.26,1.8,0.66,1.93,67.64,
EXLS,-0.15960000000000002,0.6507999999999999,,0.0858,-0.327,0.0695,0.1734,0.151,0.2,0.327,71200000000.0,0.001,-0.075,0.992,0.036699999999999997,2330000000.0,0.085,0.0,0.2762,-0.0116,0.0579,0.0679,-0.0348,-0.008,0.073,0.059000000000000004,0.107,0.068,0.0444,0.0414,0.0464,976700000000.0,-0.086,0.147,0.0229,33119999999.999996,34490000000.0,66.98,1.089186,,19.84,69.16,66.73,15.998,2.144,64.928856,79.78,40.61,3.23,20.755419,0.03366,0.95763,67.05,3.29,61.74,3.3790324,2.3457725,0.07294,69.16,66.73,67.05,61.74,67.05,0.0222,0.031,7.23,,,2.061,32.527897,60.82435,2.08,0.99,19.74,9.88,2.9,0.35,,,2.06,0.88,,31700.0,20.11,,0.32,3.55,7.1,34.1,17.05,2.44,5.29,69.17,70.08,2.9,65.73,2.7,0.81,5.15,73.43,
GCO,-0.5199,3.6310000000000002,,0.061500000000000006,,0.1,2.316,-0.012,0.452,0.461,-99100000000.0,0.057999999999999996,-0.0297,0.991,-0.0693,359090000000.0,,,0.7315,0.3247,0.0767,0.2273,-0.467,-0.39130000000000004,,,,0.099,0.2937,-0.0315,0.3862,1890000000.0,-0.196,-0.051,0.1456,13480000000.0,14180000000.0,25.53,1.660535,25.44,30.67,25.72,23.75,23.735,0.55,18.589428,53.2,5.52,3.62,7.055249,0.05786,1.1073899,24.22,-0.87,24.06,0.8327356,0.20312072,-0.052699998,25.72,23.75,24.22,24.06,24.22,0.1337,0.19780001,6.76,,,-6.996,,18.81797,1.49,1.59,32.43,20.73,1.6,0.46,,,-7.08,-0.13,,22050.0,6.0,,0.4,0.67,1.05,,,0.17,,21.96,21.69,0.8,46.97,2.2,0.69,5.48,29.4,
INSM,-0.065,1.7022,,0.0764,0.213,,0.26,-0.10400000000000001,0.287,0.795,-241900000000.0,0.008,-0.0682,0.9828,0.1588,3360000000.0,,,1.1077,0.2273,0.1589,0.15560000000000002,0.36810000000000004,0.7132,,-0.315,-0.8220000000000001,-0.382,0.16449999999999998,0.3212,0.1807,163900000000.0,0.41700000000000004,,0.12269999999999999,94680000000.0,96630000000.0,34.34,2.656633,32.66,3.996,33.29,29.94,-12.442,16.071,27.938,34.94,12.09,-1.94,-16.840204,0.0125899995,0.98282,30.71,,30.35,8.175675,20.222168,-1.47539,33.29,29.94,30.71,30.35,30.71,0.1145,0.1535,16.19,,,-2.651,,24.508986,1.52,2.59,4.19,6.09,9.0,0.9,,,-2.65,-0.61,,435.0,,,0.9,8.6,5.92,,,23.19,,35.53,36.05,8.5,66.88,1.9,1.12,14.82,46.25,
MRTX,0.0278,1.3883,,0.0817,-0.49700000000000005,,-0.07400000000000001,-0.11900000000000001,-0.787,,-296200000000.0,0.075,-0.17300000000000001,,0.0043,7080000000.0,,,1.1562999999999999,0.1362,0.4631,0.15789999999999998,0.2234,0.8219,,-0.52,-0.57,,0.09880000000000001,0.4961,0.2003,1800000000.0,,,0.1176,40850000000.0,43830000000.0,157.91,1.801003,158.18,13.601,161.365,144.01,-17.137,2940.926,136.22658,161.365,66.01,-8.82,-17.87415,0.09319,1.00546,148.01,,145.74,11.591059,3942.6394,,161.365,144.01,148.01,145.74,148.01,0.1078,0.1233,13.75,,,-7.161,,107.04688,8.15,1.97,13.8,13.83,11.3,0.0,,,-7.13,-1.97,,111.0,,,0.0,13.28,13.26,,,4755.62,,184.67,183.3,11.3,72.67,2.0,0.77,11.58,153.87,
NTLA,-0.12869999999999998,1.4259,,0.06480000000000001,-0.083,0.3,-0.23600000000000002,-0.506,-0.063,,-116100000000.0,0.009000000000000001,-0.0755,0.83,0.2173,1290000000.0,,,0.9231,0.1197,0.0555,0.2748,0.5181,0.5212,,-0.312,-0.406,,0.1032,0.32789999999999997,0.08289999999999999,50700000000.0,0.46799999999999997,,0.2223,48950000000.0,53370000000.0,22.79,1.679824,21.69,5.987,22.87,20.87,-6.234,14.148,19.908285,25.56,9.18,-3.04,-7.3256583,0.19017,0.76405,21.04,-0.26,20.915,3.719726,25.786072,-2.28872,22.87,20.87,21.04,20.915,21.04,0.18530001,0.2592,15.62,,,-2.301,,17.631159,1.89,1.68,6.59,6.97,7.5,0.0,,,-2.3,-0.58,,270.0,,,0.0,3.99,3.77,,,32.52,,22.94,26.31,7.5,67.18,2.1,2.37,14.11,30.41,
NVTA,0.0481,4.261,3130000000.0,0.1101,-1.4069999999999998,0.08,0.506,-0.12300000000000001,-0.374,0.34700000000000003,-420500000000.0,0.016,-0.1441,0.914,0.32380000000000003,5190000000.0,,,3.0010000000000003,0.2995,1.2026999999999999,0.2904,1.4184999999999999,0.7903,,-0.505,-1.069,-0.34600000000000003,0.1591,0.8095,0.204,233200000000.0,-0.136,1.6680000000000001,0.1979,106700000000.0,129020000000.00002,39.5,2.250836,39.2,3.536,39.94,35.48,-12.999,17.97,32.246857,39.94,7.415,-1.59,-24.53459,0.03338,0.76773,35.51,-1.27,35.14,11.032239,22.082165,-1.80308,39.94,35.48,35.51,35.14,35.51,0.1599,0.1607,8.58,,,-4.018,,22.591885,3.05,2.13,3.6,3.08,3.7,0.6,,,-3.89,-0.66,,1500.0,,,0.6,14.81,17.32,,,31.35,,52.83,53.31,3.6,76.89,2.0,0.99,8.29,36.25,
RVNC,0.1209,1.8795,,0.1396,-0.292,0.11599999999999999,0.16899999999999998,-0.025,0.069,0.9570000000000001,-209300000000.0,0.015,0.0,0.8340000000000001,0.0226,2180000000.0,,,1.2174,0.3895,0.5356000000000001,0.2297,1.0615999999999999,1.5026,,-0.47200000000000003,-0.89,-0.7290000000000001,0.2192,0.5761999999999999,0.30260000000000004,500000000.0,,0.015,0.1001,54330000000.0,65930000000.00001,33.75,1.727982,33.46,4.462,33.67,28.7422,-7.698,3178.46,26.11057,33.67,11.62,-3.49,-9.587392,0.014479999,0.95682,29.39,-0.57,29.36,7.4988794,4483.6606,,33.67,28.7422,29.39,29.36,29.39,0.0825,0.093,12.15,,,-4.247,,21.5596,1.64,1.64,4.71,7.32,10.5,0.68,,,-4.22,-1.04,,193.0,,,0.68,5.86,3.77,,,3724.59,,27.75,27.61,10.5,53.52,1.8,0.45,7.99,35.5,
SGMS,-0.0417,7.0612,1370000000.0,0.14679999999999999,-1.581,,1.088,0.128,0.639,0.595,-391000000000.0,0.013000000000000001,0.0,0.609,0.0024,2910000000.0,0.057999999999999996,,4.1373,0.4778,0.922,0.614,0.1318,0.2666,-0.131,-0.05,0.165,0.069,0.4796,0.6433,0.6108,2980000000.0,-0.36200000000000004,0.13699999999999998,0.1253,56010000000.0,95000000000.0,30.29,2.446488,30.4,-27.295,30.54,26.7,13.326,3.49,19.926,31.63,3.76,0.41,73.92683,0.40765,0.60796,27.12,0.08,26.43,,0.96261287,-0.13112001,30.54,26.7,27.12,26.43,27.12,0.074099995,0.123500004,9.95,,,-4.182,,14.786087,2.51,2.19,-27.29,8.46,1.8,,,,-4.14,-0.77,,9800.0,78.07,,,,3.97,,14.86,1.05,,34.88,33.57,1.6,58.94,2.5,1.19,3.12,26.89,
SHLL,-0.19039999999999999,3.9989,6690000000.0,0.098,-3.7910000000000004,,,,,,-700000000.0,,,0.36700000000000005,-0.41490000000000005,1440000000.0,,,3.716,0.9423,3.665,-0.109,3.7538,,,-0.003,-0.003,,0.1575,2.0824000000000003,0.6149,,,,0.10679999999999999,23060000000.0,29130000000.0,47.52,,47.35,0.172,49.9,44.7901,,,32.085712,58.66,9.5,,,,0.77089995,45.44,,43.25,276.10464,,,49.9,44.7901,45.44,43.25,45.44,0.0846,0.1317,0.45,,,-0.023,,17.863638,6.63,,0.17,,,,,,-0.02,,,,,,,261.1,,,,,,44.91,44.91,,51.38,,1.3,0.51,,0.0
