,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,forwardPE,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Inst Own,Dividend %,Avg Volume
,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,dividendRate,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,dividendYield,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,pegRatio,shortPercentOfFloat,regularMarketPrice,earningsQuarterlyGrowth,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Dividend %,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,Avg Volume,SMA20,SMA50,SMA200
JBL,32.31,33.35,30.108345,0.009904054,1.28,35.14,32.31,33.729713,0.32,33.35,0.32,1.205128,32.56,134.94118,0.19522513,32.56,34.38,44.2,9.505526,1.21,17.63,34.41,0.0099,35.14,0.272,0.0014599999,4.981,-0.08625561,3.62,10.841,0.0221,0.91483,0.255,0.08708286,3.1740615,0.08568,4.15,1.12,0.0227,33.35,,5110000000.0,0.065,0.004,150720000000.0,0.0437,0.3982,-0.0246,137660000000.0,0.0034999999999999996,38900000000.0,0.9309999999999999,0.0241,0.0872,26540000000.0,0.321,-0.005699999999999999,0.341,0.003,-0.0288,0.115,0.022000000000000002,-0.1674,1.685,0.111,-0.22149999999999997,0.009300000000000001,0.099,0.077,0.9518000000000001,0.033,0.017,-2.21,0.001,1.291,1100000000.0,0.0437,0.018000000000000002,0.042300000000000004
MEI,23.99,26.22,29.049496,0.018340975,0.1443,27.77,23.99,28.938286,0.44,26.22,0.44,1.21962,25.62,9.028872,1.0933912,25.62,27.63,41.7,9.457045,1.18,21.76,27.61,0.0183,27.77,1.125,0.12259,5.822,-0.3038305,2.91,21.684,0.0198,0.95711,3.048,0.08708286,1.2691386,0.029979998,3.7,0.76,0.0271,26.22,-0.269,1060000000.0,0.1471,0.027000000000000003,37840000000.0,-0.0051,0.2025,0.0,36420000000.0,-0.0536,115800000000.0,0.977,0.0204,-0.11230000000000001,944600000000.0,0.415,0.009300000000000001,-0.0115,0.087,-0.1911,0.15,0.149,-0.3006,0.048,0.107,-0.34,0.016,0.03,0.267,0.2647,-0.293,0.129,-0.278,0.12300000000000001,0.14300000000000002,,-0.0125,-0.051,-0.1202
OMI,13.79,19.19,9.935971,0.00072516315,,22.16,13.79,15.750857,0.01,19.19,0.01,0.613712,19.1,,0.153961,19.1,20.28,22.16,15.503817,4.96,3.63,20.2,0.0007,22.16,0.277,-0.01245,12.031,1.4320986,1.31,6.2,0.1195,0.93654996,-1.723,0.08708286,3.2758064,0.02558,3.96,-1.56,0.1454,19.19,,1320000000.0,0.4728,0.031,61130000000.0,0.38630000000000003,0.2134,0.0466,60830000000.0,0.1843,-12000000000.0,0.9329999999999999,0.1253,1.7558,8199999999.999999,0.943,0.044199999999999996,2.6595,-0.03,2.6398,-0.087,-0.237,2.9284,-0.187,0.040999999999999995,0.1501,0.0005,-0.005,0.115,4.595,-0.239,0.01,1.016,-0.013000000000000001,,2650000000.0,0.28850000000000003,0.3454,1.3232
OSH,42.2,42.41,44.03706,,,45.45,42.2,44.03706,,42.41,,,42.22,,14.910709,42.22,47.99,53.58,,,34.98,41.32,,45.45,1.725,-0.16389999,-12.585,0.055000067,,,0.002,,,0.08708286,,,0.55,,0.0057,42.41,,765690000000.0,0.0692,0.09300000000000001,240880000000.0,0.1311,0.22,0.0032,66760000000.00001,0.0126,-156300000000.0,,0.0072,,728900000000.0,-0.156,,,,,,,0.128,,0.396,-0.15789999999999998,,,-0.01,0.2899,0.7190000000000001,-0.14300000000000002,-0.436,-0.188,,,0.0226,0.0246,0.0246
SGMS,30.45,30.18,15.5605755,,,33.78,30.45,22.686857,,30.18,,2.446488,29.54,,1.0410573,29.54,33.41,35.03,93.65714,,3.76,32.8,,33.78,3.929,-0.13112001,15.001,0.43632078,0.35,-27.295,0.074099995,0.60796,-4.182,0.08708286,,0.40765,9.95,0.1,0.123500004,30.18,,2910000000.0,0.0765,0.013000000000000001,95000000000.0,0.0626,1.088,-0.8905,56000000000.0,0.6472,-391000000000.0,0.609,0.1253,1.2299,2980000000.0,0.639,0.0026,2.0953999999999997,-0.05,0.46270000000000006,,0.165,0.22399999999999998,0.128,0.069,-0.0643,,0.13699999999999998,0.595,7.7181,-0.36200000000000004,0.057999999999999996,-1.581,-0.131,,1780000000.0,0.3331,0.5624,0.7611
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,regularMarketDayLow,dayLow,ask,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,beta,fiftyTwoWeekHigh,pegRatio,priceToSalesTrailing12Months,enterpriseToRevenue,payoutRatio,dividendRate,fiveYearAvgDividendYield,dividendYield,profitMargins,earningsQuarterlyGrowth,trailingAnnualDividendYield,trailingAnnualDividendRate,trailingPE,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,52W High,52W Low,EPS Q/Q,SMA20,SMA50,SMA200,EPS next 5Y,Sales,EPS past 5Y,Sales Q/Q,ROI,Dividend %,Sales past 5Y,Gross Margin,Oper. Margin,Profit Margin,Payout,Avg Volume
ALLO,34.78,34.88,34.963642,37.09,34.78,35.525715,34.88,34.88,34.88,37.1,-14.632411,17.43,31.51,37.09,-17.105,0.27633023,-2.53,8.356,0.077199996,0.57578,-2.107,0.09615803,4.4303493,0.38799998,17.81,0.1294,34.88,,,,,,,,,,,,,,,5050000000.0,0.0644,0.032,115380000000.0,-0.0258,-0.166,-0.2511,68940000000.0,0.0669,-227200000000.0,0.642,0.1559,-0.1383,-0.049,0.20199999999999999,0.8584,-0.27,0.3726,-0.301,0.4249,-0.32689999999999997,1.1239,-0.27899999999999997,0.0641,0.009899999999999999,0.1525,,,,,,,,,,,,
APLS,28.83,29.06,30.350037,30.92,28.83,29.506857,29.06,28.87,28.87,,-4.7928348,16.85,25.5,30.92,-4.384,0.1801064,-6.42,3.07,0.1363,0.69478995,-6.793,0.09615803,10.022801,0.21841998,16.67,0.20899999,29.06,1.145083,45.04,-1.45,,,,,,,,,,,,2280000000.0,0.0673,0.024,75550000000.0,-0.0564,0.09300000000000001,-0.0095,59040000000.0,0.10640000000000001,-470500000000.0,0.826,0.1745,0.0223,-1.089,0.1166,0.17170000000000002,-0.779,0.2534,-2.8310000000000004,0.0049,-0.31679999999999997,0.8261,-0.397,0.018500000000000003,0.044500000000000005,-0.0452,0.027999999999999997,,,,,,,,,,,
ARCT,37.49,37.12,38.63214,40.825,37.49,47.750572,37.12,37.12,37.12,40.5,93.23256,8.51,,40.825,-20.172,2.5978887,0.43,4.533,0.0631,0.30923998,-2.519,0.09615803,8.844032,0.29925,2.34,0.0796,37.12,3.100927,66.24,,86.877815,70.996,,,,,,,,,,949330000000.0,0.0694,0.22399999999999998,18790000000.0,-0.145,1.2009999999999998,-0.0007000000000000001,18790000000.0,-0.29469999999999996,-38500000000.0,0.529,0.0819,-0.09300000000000001,0.005,2.01,1.5341,-0.39299999999999996,2.4353,-0.894,2.6881,-0.3948,3.7108999999999996,-7.3,-0.058600000000000006,-0.20129999999999998,0.3054,,11300000000.0,0.337,-0.775,,,,,,,,
AVNT,25.11,26.89,23.683357,27.1189,25.11,26.528856,26.89,25.93,25.93,,,8.69,26.8,27.1189,7.451,-0.22928178,,,0.0201,0.82385004,,0.09615803,,0.01089,,0.0229,26.89,1.818283,37.33,5.37,0.9141967,0.84,0.7868,0.81,1.89,0.0323,0.21006,-0.458,,,,2500000000.0,0.0689,0.008,91400000000.0,-0.0147,0.3531,0.0,90470000000.0,0.0327,86100000000.0,0.902,0.0199,0.0655,-0.08900000000000001,-0.0467,0.5285,0.158,-0.1672,0.47700000000000004,-0.2705,-0.281,2.0904,-0.161,0.0042,0.0285,0.0177,0.032,2680000000.0,0.031,-0.18600000000000003,0.054000000000000006,0.0302,-0.057,0.237,0.057999999999999996,0.21,0.11,
BAND,163.16,164.44,115.82818,174.501,163.16,152.49757,164.44,162.9558,162.9558,177.7,871.14996,42.61,,174.501,-3357.458,1.5020704,0.2,12.955,0.1267,0.98277,-1.044,0.09615803,13.448861,0.055180002,10.51,0.16440001,164.44,0.788868,175.538,,15.724237,13.879,,,,,-0.09212,,,,,4090000000.0,0.0678,0.011000000000000001,23970000000.0,0.1264,1.2874,-0.6165999999999999,19450000000.0,0.11810000000000001,-24700000000.0,0.9828,0.1574,0.40090000000000003,-0.877,0.018000000000000002,1.5831,-0.05,1.6506999999999998,-0.084,1.7202000000000002,-0.0075,3.0888999999999998,-7.062,0.132,0.1685,0.7179000000000001,,267800000000.0,,0.35200000000000004,0.0,,,0.461,-0.042,-0.092,,
CDNA,30.88,30.87,29.5555,32.86,30.88,33.248714,30.87,30.84,30.84,33.1,546.1667,13.04,,32.86,-58.766,0.4145671,0.06,5.337,0.1144,0.97010005,-0.44,0.09615803,6.140154,0.02495,10.88,0.1297,30.87,0.983277,37.545,-9.65,10.710333,8.808,,,,,-0.12663001,,0.05103627,1.576,,1570000000.0,0.061200000000000004,0.022000000000000002,48960000000.0,-0.037000000000000005,1.375,-0.19210000000000002,48050000000.0,-0.039,-19000000000.0,0.9701000000000001,0.1166,0.04,0.603,0.1249,0.49979999999999997,-0.095,0.5094,-0.136,0.5192,-0.1272,1.5130000000000001,0.212,-0.0134,-0.0192,0.18489999999999998,0.2,149800000000.0,-0.523,0.327,-0.228,,0.36,0.655,-0.193,-0.127,,
CHDN,148.42,153.58,127.971214,170.746,148.42,169.17429,153.58,,,180.31,28.476511,52.9,,170.746,57.213,0.2164576,5.96,8.246,0.0647,0.74775004,-3.113,0.09615803,20.5821,0.119569995,9.66,0.084,153.58,1.262541,183.34,8.9,6.80849,7.14,,0.58,0.64,0.0039,-0.1204,,0.0039145667,0.581,,6840000000.0,0.1435,0.013000000000000001,39500000000.0,0.0721,3.2914,-0.1079,34760000000.0,-0.0131,-18100000000.0,0.7659999999999999,0.07339999999999999,0.3479,-0.168,0.015300000000000001,0.8044,-0.043,0.38409999999999994,-0.272,0.237,-0.07429999999999999,2.2083,-1.225,0.0095,0.0661,0.2834,0.12,1020000000.0,0.331,-0.612,0.084,0.0034000000000000002,0.10400000000000001,0.231,0.019,-0.12,,
CVET,21.5,21.5,16.000036,23.085,21.5,22.109571,21.5,21.36,21.36,22.98,29.45513,4.045,,23.085,32.998,0.82900894,0.78,11.325,0.0749,1.01129,-8.78,0.09615803,2.0286977,0.01214,5.96,0.112399995,21.5,,25.21,0.59,0.7099872,0.826,,,,,-0.23706,,,,,2590000000.0,0.06860000000000001,0.002,112000000000.0,0.0706,0.0873,-0.24309999999999998,100330000000.0,-0.0431,-975000000000.0,,0.0842,0.2907,-0.065,-0.0302,1.8827,-0.285,0.9470000000000001,-0.77,0.7404999999999999,-0.08869999999999999,4.6799,6.352,0.06860000000000001,0.0507,0.5219,,4120000000.0,,0.017,-0.405,,,0.185,-0.245,-0.237,,1230000000.0
CYTK,21.95,21.81,19.822144,24.47,21.95,22.79457,21.81,21.61,21.61,24.3,-11.758794,7.73,23.23,24.47,-13.534,0.92206657,-1.99,-1.303,0.105900005,0.89824,-2.373,0.09615803,,0.073699996,8.86,0.12529999,21.81,1.458751,29.2,-0.64,88.29596,78.809,,,,,,,,,,1650000000.0,0.0661,0.008,70500000000.0,0.0731,0.135,-0.3186,66330000000.0,-0.022099999999999998,-140400000000.0,0.8490000000000001,0.1125,-0.015600000000000001,-0.08199999999999999,0.036699999999999997,0.9915,-0.581,1.0026000000000002,3.633,1.2055,-0.1986,2.0291,-0.228,0.0304,0.0182,0.325,0.15,18700000000.0,-0.38799999999999996,-0.493,-0.835,,-0.106,,,,,
CZR,52.87,54.85,22.282036,57.61,52.87,47.452713,54.85,54.26,54.26,57.1,-38.56081,5.99,57.01,57.61,26.741,3.5854292,-1.48,16.4,0.0868,,-3.218,0.09615803,3.4798782,,2.81,0.1066,54.85,2.944258,70.74,-0.28,4.948554,6.079,,,,,-0.13575,,,,,9050000000.0,0.0794,0.055999999999999994,160830000000.0,0.0155,0.738,0.0,160640000000.0,0.2409,-251800000000.0,0.774,0.08689999999999999,0.5787,-0.153,0.5366,2.7695,0.013999999999999999,0.44549999999999995,0.076,-0.0431,-0.1932,8.4801,-5.632000000000001,0.0993,0.3063,0.41119999999999995,0.275,1850000000.0,0.32799999999999996,-0.256,0.077,,0.475,0.49200000000000005,0.217,0.044000000000000004,0.0,6350000000.0
DPHC,21.8,23.71,12.266528,,21.8,18.655144,23.71,23.2,23.2,24.3,,9.5,24.06,,,1.2020202,,0.143,0.045100003,0.62176,0.053,0.09615803,167.06293,0.03571,0.37,0.0665,23.71,,31.8,,,,,,,,,,,,450.7547,803660000000.0,0.0959,0.035699999999999996,35000000000.0,-0.1765,,0.0,27000000000.0,0.49310000000000004,1800000000.0,0.7,0.058499999999999996,1.3724,,0.029900000000000003,1.3607,0.006,,0.006999999999999999,1.401,-0.2487,1.5147,-1.348,0.058899999999999994,0.4643,1.0399,,,,,,,,,,,0.0,3000000000.0
EHTH,70.44,73.44,101.977646,75.33,70.44,71.322,73.44,72.902,72.902,,14.018692,52.71,74.3,75.33,15.623,0.023242354,5.35,30.849,0.0991,1.10745,2.921,0.09615803,2.4311972,0.03162,1.98,0.1148,73.44,-0.306577,152.19,0.67,3.4070628,2.937,,,,,0.1374,,,,25.676138,1910000000.0,0.0647,0.046,26360000000.0,-0.051100000000000007,0.2708,-0.0086,24630000000.0,0.1941,77900000000.0,,0.1036,-0.1784,0.012,0.0466,-0.4428,0.09699999999999999,-0.0001,0.12300000000000001,-0.2194,-0.5072,0.4229,0.48700000000000004,0.0652,-0.0158,-0.2768,0.2495,566800000000.0,0.385,0.35,0.12300000000000001,,0.23,0.993,0.172,0.13699999999999998,0.0,1190000000.0
ENPH,69.41,69.79,53.877357,73.9,69.41,71.76171,69.79,69.5506,69.5506,73.4,43.30588,17.18,73.01,73.9,57.667,2.1181493,1.7,2.938,0.0926,0.57295,1.243,0.09615803,25.057863,0.19753,3.43,0.1097,69.79,1.040691,80.47,1.63,12.863279,11.798,,,,,0.23491,,,,59.227676,9090000000.0,0.060700000000000004,0.018000000000000002,125600000000.0,0.0784,0.3814,-0.8695999999999999,114910000000.0,-0.0215,169400000000.0,0.727,0.1015,0.6252,0.27399999999999997,0.218,1.2736,0.20800000000000002,2.1753,0.61,1.8175,-0.0851,3.2851999999999997,-5.636,0.042300000000000004,0.0701,0.5173,0.3538,721200000000.0,0.535,-0.064,0.46,,0.127,0.377,0.185,0.235,0.0,3700000000.0
GRAF,18.51,19.7,14.440286,20.85,18.51,21.487429,19.7,18.91,18.91,20.85,,9.87,20.8,20.85,,0.83630955,,0.285,0.052600004,0.96208,-0.558,0.09615803,71.649124,0.05862,0.73,0.1306,19.7,,32.5,,,,,,,,,,,,,345910000000.0,0.1032,0.058600000000000006,17550000000.0,-0.2161,,-0.7620999999999999,15760000000.0,0.114,-15500000000.0,0.9621,0.04190000000000001,0.3613,-4.396,-0.4188,1.0098,-0.07200000000000001,1.0359,-0.165,1.0039,-0.37170000000000003,1.0689,-3.0439999999999996,-0.1656,0.0361,0.5518,,,,,,,,,,,,1400000000.0
KOD,52.6,54.6039,52.49757,58.4,52.6,50.373142,54.6039,54.0006,54.0006,,-13.137387,13.39,58.2,58.4,-23.722,2.7357953,-4.44,6.972,0.0716,0.84181,-1.881,0.09615803,8.3663225,0.20673999,15.97,0.1325,54.6039,,82.75,-1.6,,,,,,,,,,,,2490000000.0,0.10890000000000001,0.004,44970000000.0,0.0232,-0.675,4.2431,34009999999.999996,0.1441,-78400000000.0,0.863,0.0941,0.1014,-0.114,0.0475,0.2193,-0.24100000000000002,3.1049,-0.301,-0.1893,-0.29510000000000003,3.3562,-0.894,0.134,0.18,0.0346,0.124,,,,,,,,,,,
LMND,47.98,,63.62983,51.03,47.98,56.64686,,,,,,44.11,50.2,51.03,-24.403,-0.3087452,,,0.0727,,,0.09615803,,,3.6,0.1283,,,96.51,,29.223696,29.476,,,,,-1.2302201,,,,,2710000000.0,0.061500000000000006,0.11199999999999999,53140000000.0,-0.078,0.319,0.0,48580000000.0,-0.16690000000000002,-121300000000.0,,0.052199999999999996,,-1.051,,,,,,-0.2662,-0.47229999999999994,0.15460000000000002,0.027999999999999997,-0.0212,-0.16940000000000002,-0.1996,,98600000000.0,,1.7180000000000002,0.595,,,,,,,1940000000.0
NVAX,102.44,107.48,71.084785,117.354,102.44,120.75028,107.48,105.8038,105.8038,,5.2211494,3.54,113.5,117.354,-70.889,17.163122,21.75,3.015,0.1384,0.13891,-2.402,0.09615803,37.665005,0.0036300002,0.98,0.1389,107.48,1.502787,189.4,,138.51549,125.465,,,,,-1.85632,,,,,7420000000.0,0.10859999999999999,0.006999999999999999,58620000000.0,0.048,1.3944999999999999,-0.2954,55240000000.0,-0.0092,-93300000000.0,0.53,0.1535,0.46740000000000004,0.449,1.2303,7.7019,-0.233,18.0857,1.733,27.5327,-0.4004,31.079099999999997,0.823,0.09210000000000002,-0.11220000000000001,1.1944,0.0,50200000000.0,0.055999999999999994,9.441,,,-0.095,,,,,7590000000.0
OSH,45.12,45.1,44.068,48.29,45.12,44.068,45.1,45.1,45.1,49.8,,34.98,,48.29,-13.153,0.12800002,,,0.0034,,,0.09615803,,,2.43,0.0095,45.1,,53.58,,15.954988,1.803,,,,,-0.16389999,,,,,819310000000.0,0.07,0.09300000000000001,240880000000.0,0.1427,0.22,0.0032,66760000000.00001,0.0894,-156300000000.0,,0.0072,,-0.156,,,,,,0.207,-0.0989,0.38020000000000004,-0.436,0.0932,0.0956,0.0956,,728900000000.0,,0.7190000000000001,0.396,,,-0.01,-0.14300000000000002,-0.188,,
OTRK,59.71,61.42,44.602287,,59.71,64.169426,61.42,60.725,60.725,64.99,,8.55,63.11,,-52.944,3.0020108,,,0.1322,0.19644,,0.09615803,,0.59293,2.07,0.2836,61.42,2.586399,83.34,-1.41,22.199387,21.028,,,,,-0.61904997,,,,,983960000000.0,0.0729,0.004,16989999999.999998,-0.0239,0.442,0.0,7250000000.0,0.0104,-31100000000.0,0.251,0.3147,2.0578,-0.755,0.2884,3.5113,-1.291,2.7007999999999996,1.253,2.9276999999999997,-0.23129999999999998,6.4924,-0.086,-0.0668,0.1537,1.2641,0.3,50200000000.0,0.265,1.234,,,0.768,0.4,-0.45299999999999996,-0.619,,
PENN,63.98,62.65,32.236927,70.62,63.98,57.840572,62.65,62.2507,62.2507,69.82,64.082565,3.75,69.72,70.62,31.705,2.5057535,1.09,10.846,0.1074,0.90691,-7.363,0.09615803,6.440162,0.06624,1.73,0.1195,62.65,2.83612,76.62,-0.24,2.4912086,4.938,,,,,-0.21157,,,,,9940000000.0,0.0917,0.005,137630000000.0,-0.0106,1.187,-0.3005,129889999999.99998,0.2659,-871100000000.0,0.904,0.11380000000000001,1.2790000000000001,-0.6,0.2441,4.9346,-0.061,2.6763,-0.534,1.7328000000000001,-0.08839999999999999,17.6267,-4.851,0.1255,0.3679,1.2403,0.4264,4120000000.0,0.166,-0.769,0.061,,0.154,0.44,-0.13,-0.212,,9600000000.0
RUN,60.63,60.65,27.720108,66.57,60.63,52.998856,60.65,60.21,60.21,66.46,105.492065,7.835,66.22,66.57,-221.933,2.7565057,0.63,7.262,0.1258,0.96322,-0.009,0.09615803,9.151749,0.05368,3.41,0.2086,60.65,1.977146,66.57,4663.8,9.904094,12.905,,,,,-4.0000003e-05,,,,,8250000000.0,0.0962,0.043,120280000000.0,0.092,1.6698,-0.1585,89120000000.0,0.3284,0.0,0.934,0.1791,2.577,-0.066,0.0204,5.5028999999999995,0.0,2.9939999999999998,0.0,3.8125,0.014199999999999999,7.4825,-9.094,0.1586,0.35509999999999997,1.7024000000000001,-0.001,851500000000.0,0.18,-0.114,-0.057999999999999996,,0.34,0.22699999999999998,-0.3,0.0,0.0,5040000000.0
SEAS,19.31,19.23,15.899143,20.655,19.31,19.821714,19.23,19.23,19.23,20.77,-28.859156,6.75,20.04,20.655,17.829,-0.2663374,-0.71,0.117,0.0998,1.06182,-1.461,0.09615803,175.1282,0.00913,4.58,0.15439999,19.23,2.330546,36.96,-2.23,1.700183,3.579,,,,,-0.12054,,,,,1620000000.0,0.0611,0.017,78090000000.0,-0.0416,1.205,-0.01,49750000000.0,0.042699999999999995,-113700000000.0,,0.16010000000000002,0.4816,1.1420000000000001,0.0683,0.5011,-0.047,-0.22089999999999999,-0.774,-0.3538,-0.4456,2.0356,-3.6180000000000003,-0.0129,0.10039999999999999,-0.0222,0.022000000000000002,943300000000.0,0.141,-0.956,0.099,,0.003,0.377,-0.011000000000000001,-0.121,,1820000000.0
SGMS,32.78,32.86,15.683572,35.94,32.78,23.072857,32.86,32.435,32.435,35.42,101.2,3.76,34.91,35.94,15.001,0.57520425,0.35,-27.295,0.074099995,0.60796,-4.182,0.09615803,,0.40765,9.95,0.123500004,32.86,2.446488,35.94,0.09,1.1249008,3.929,,,,,-0.13112001,,,,,3140000000.0,0.0805,0.013000000000000001,95000000000.0,0.0746,1.088,-0.8905,56000000000.0,0.7012,-391000000000.0,0.609,0.1253,1.4979,0.639,0.0026,3.247,-0.05,0.6711,0.165,0.3226,0.011000000000000001,8.4202,-1.581,0.40619999999999995,0.662,0.9003,,2980000000.0,0.128,-0.36200000000000004,0.069,,0.13699999999999998,0.595,0.057999999999999996,-0.131,,1790000000.0
SHLL,40.5,43.78,19.866158,45.39,40.5,38.412857,43.78,41.5,41.5,46.45,,9.5,46.4,45.39,,3.0991902,,0.172,0.0846,0.77089995,-0.023,0.09615803,258.0814,,0.45,0.1317,43.78,,58.66,,,,,,,,,,,,,1240000000.0,0.096,,29130000000.0,-0.11220000000000001,,,23060000000.0,0.147,-700000000.0,0.36700000000000005,0.10679999999999999,0.8067,,-0.43560000000000004,3.4169,-0.003,,-0.003,3.4433999999999996,-0.2433,3.6726,-3.7910000000000004,-0.0576,0.3464,1.6274000000000002,,,,,,,,,,,,6360000000.0
SLP,66.04,,50.816284,71.2445,66.04,62.788284,,,,71.5,114.48388,,70.1,71.2445,86.156,0.9412111,0.62,2.619,0.053200003,0.53396,0.51,0.09615803,27.10195,0.2768,3.66,0.0715,,-0.19175,73.58,9.37,35.266037,31.385,0.4706,0.24,1.42,0.0036000002,0.22965,0.016,0.003634161,0.24,139.17648,1390000000.0,0.0748,0.245,17740000000.0,0.095,0.32549999999999996,-0.0291,14780000000.0,0.1808,9200000000.0,0.569,0.0716,0.2133,0.142,0.1416,1.1464,0.18100000000000002,1.0682,0.22399999999999998,1.4417,-0.0353,1.73,-0.002,0.12,0.11230000000000001,0.5505,0.15,40100000000.0,0.209,0.242,0.23,0.0034000000000000002,0.243,0.7440000000000001,0.27899999999999997,0.23,0.46,
SPXC,41.48,41.15,38.871284,44.01,41.48,42.633713,41.15,41.15,41.15,,14.611296,25.5,,44.01,12.416,0.029280424,3.01,12.364,0.0106,0.91593003,2.246,0.09615803,3.5571012,0.01403,2.44,0.0145000005,41.15,1.621516,53.76,1.25,1.2664987,1.406,,,,,0.06592,0.411,,,19.581478,1950000000.0,0.0603,0.009000000000000001,44590000000.0,0.011000000000000001,0.0932,-0.1558,44060000000.0,0.0429,106400000000.0,0.96,0.0108,0.1326,-0.052000000000000005,0.0239,0.4744,0.047,0.0833,0.201,-0.1356,-0.1819,0.7247,0.44,0.051399999999999994,0.0379,0.0416,0.12,1550000000.0,-0.10300000000000001,0.002,0.105,,-0.021,0.308,0.09300000000000001,0.066,0.0,
TWST,66.49,67.43,45.679214,72.75,66.49,65.70943,67.43,66.12,66.12,73.6,-35.960396,18.52,72.7,72.75,-22.634,1.8031197,-2.02,7.82,0.0941,0.74827003,-4.053,0.09615803,9.289002,0.2348,7.98,0.1125,67.43,,72.75,,44.197536,36.725,,,,,-1.9997799,,,,,3100000000.0,0.0925,0.031,41840000000.0,0.0712,0.45799999999999996,-0.33240000000000003,35830000000.0,0.0693,-146800000000.0,0.903,0.1173,0.7829999999999999,-0.465,0.17809999999999998,1.4213,-0.528,1.9831999999999999,-0.6759999999999999,2.459,0.009000000000000001,2.9222,0.268,0.0998,0.1461,0.8219,,73400000000.0,,0.5589999999999999,-0.6829999999999999,,,0.23399999999999999,,,,
VIR,32.28,32.06,38.38357,35.96,32.28,40.384857,32.06,31.96,31.96,35.95,,11.65,,35.96,-17.522,1.3024249,-1.89,-23.942,0.027,0.63778996,-14.642,0.09615803,,0.14543,4.14,0.053600002,32.06,,,,60.761353,47.489,,,,,-2.93641,,,,,4460000000.0,0.1125,0.040999999999999995,114980000000.0,0.0975,-0.054000000000000006,-0.0975,109060000000.0,-0.1775,-220500000000.0,0.44799999999999995,0.0315,-0.07519999999999999,-4.433,0.4336,0.046900000000000004,-0.423,,-0.8109999999999999,1.8557,-0.5212,2.0823,0.526,0.09390000000000001,-0.1663,0.09119999999999999,,75100000000.0,,31.725,-0.419,,,,,,,1340000000.0
VSLR,33.25,33.19,14.560643,36.55,33.25,29.05,33.19,33.072,33.072,,303.58334,3.17,,36.55,-61.951,4.076336,0.12,1.088,0.089899994,0.98111,-0.721,0.09615803,33.483456,0.04519,4.71,0.3223,33.19,1.85117,36.55,31.97,12.081376,15.774,,,,,-0.23481001,,,,,4520000000.0,0.0956,0.016,124840000000.0,0.096,3.4,-0.8684999999999999,121180000000.0,0.3276,-93500000000.0,0.97,0.0758,2.9598,-5.351,0.0286,6.7346,-0.031,4.4454,-0.525,4.0179,0.012199999999999999,10.4921,0.982,0.1592,0.3546,1.8186000000000002,,378500000000.0,-0.195,0.172,-0.2,,0.6829999999999999,0.268,-0.498,-0.235,,3070000000.0
