,Insider Own,Shs Outstand,Perf Week,Market Cap,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Change,EPS next Y,EPS next 5Y,Avg Volume,Sales past 5Y,Dividend %
CODX,0.2421,27580000000.0,0.081,352720000000.0,-0.0171,25080000000.0,0.02,8100000000.0,0.29100000000000004,0.3128,-0.1404,25700000000.0,0.264,1.9474,0.4182,0.514,12.2321,0.562,15.555,-0.226,-3.467,-0.5218,0.654,16.5115,454.449,0.305,6.487,0.314,0.0,0.2339,-0.15259999999999999,0.2863,0.0356,0.42460000000000003,,4310000000.0,,
KRMD,0.034,40360000000.0,0.0039000000000000003,330610000000.0,0.039900000000000005,38980000000.0,-0.25920000000000004,-100000000.0,0.66,0.029500000000000002,-0.1751,26900000000.0,-0.382,0.191,0.1775,-0.002,0.9075,-0.003,0.1685,-0.063,0.040999999999999995,-0.4058,0.634,1.3477000000000001,0.45299999999999996,0.005,,-0.002,,-0.0776,-0.1679,-0.0895,-0.027999999999999997,4.2,,,0.155,
KOD,0.004,44970000000.0,0.162,2570000000.0,2.6163,34009999999.999996,0.21559999999999999,-78400000000.0,0.863,0.0941,-0.115,,-0.114,0.045,0.2663,-0.24100000000000002,2.4219999999999997,-0.301,-0.2076,,,-0.3111,,3.2577,,,-0.894,,,0.1207,0.1582,0.0064,0.045700000000000005,-0.675,0.124,,,
REKR,0.102,22830000000.0,0.24,224670000000.0,-0.005,17920000000.0,0.6884999999999999,-12400000000.0,0.11800000000000001,0.0171,1.1003,13700000000.0,-0.763,3.2242,2.0876,-0.493,2.0512,1.465,1.0288,,-0.774,-0.0064,0.5589999999999999,3.1892,0.929,-0.45799999999999996,0.8079999999999999,,,0.26289999999999997,0.6201,0.9651000000000001,0.07339999999999999,1.1320000000000001,,,0.109,
SHOP,0.004,118740000000.0,-0.0144,110590000000.0,0.0,107700000000.0,-0.10679999999999999,-67400000000.00001,0.684,0.0147,0.0231,2080000000.0,-0.8079999999999999,-0.0028000000000000004,1.6046,-0.018000000000000002,1.7734,-0.02,1.2671,-0.298,-0.055999999999999994,-0.2141,0.535,2.1953,0.973,-0.067,2.145,-0.032,,-0.0932,-0.09820000000000001,0.34130000000000005,0.0351,-0.048499999999999995,,2460000000.0,0.7190000000000001,
PLMR,0.013999999999999999,24340000000.0,-0.0393,2530000000.0,-0.7831999999999999,21500000000.0,-0.0415,43300000000.0,0.8154,0.053099999999999994,0.20829999999999999,146300000000.0,-0.331,0.1353,1.0974,0.094,1.7987,0.158,0.9911,,0.059000000000000004,-0.1751,,1.9716,0.664,0.371,0.539,0.28800000000000003,0.0,-0.0678,0.0204,0.4537,-0.0263,0.22920000000000001,,,,
BTAI,0.001,20290000000.0,0.077,1060000000.0,0.0,12660000000.0,0.1549,-53600000000.0,0.41600000000000004,0.1703,-0.08070000000000001,,-0.53,0.3249,1.8041999999999998,-0.907,3.1121,-1.145,2.3128,,,-0.3231,,11.872300000000001,,,-0.9520000000000001,,,0.1323,0.0278,0.43700000000000006,0.0023,0.011000000000000001,,,,
OTRK,0.004,16989999999.999998,-0.11259999999999999,1150000000.0,0.0,7250000000.0,0.0046,-31100000000.0,0.251,0.3147,1.9750999999999999,50200000000.0,-0.755,0.2434,5.773,-1.291,2.8561,1.253,3.0239,0.265,,-0.2125,0.4,6.676,1.234,-0.45299999999999996,-0.086,-0.619,,-0.0587,0.2612,1.4163,0.12300000000000001,0.442,0.3,,0.768,
ACMR,0.018000000000000002,18060000000.0,0.09759999999999999,1200000000.0,-0.31129999999999997,11230000000.0,-0.2686,18700000000.0,0.377,0.0989,0.2054,111400000000.0,1.69,0.5102,2.3004,0.11,4.1080000000000005,0.22699999999999998,2.948,,0.165,-0.3603,0.467,4.8225,0.183,0.14800000000000002,0.536,0.155,0.0,-0.10949999999999999,-0.1838,0.418,0.0354,0.7012,0.2,,,
GFI,,873850000000.0,0.0171,11990000000.0,,828740000000.0,0.073,246600000000.0,0.42,0.012,0.6101,3340000000.0,1.4609999999999999,-0.026000000000000002,2.2725,0.038,1.6498,0.091,0.9833,0.49700000000000005,0.154,-0.1215,0.28,2.4537999999999998,0.299,0.386,1.3980000000000001,0.07400000000000001,0.349,0.0052,0.0401,0.5811,-0.045899999999999996,0.7646999999999999,,8660000000.0,0.006999999999999999,0.014499999999999999
PRTS,0.040999999999999995,39390000000.0,0.3048,600180000000.0,-0.6624,34690000000.0,-0.14279999999999998,-26100000000.0,0.45,0.057699999999999994,0.4546,339000000000.0,-5.142,0.24309999999999998,7.1742,-0.235,6.4529,-1.247,4.7591,-0.331,-1.263,-0.2293,0.33299999999999996,11.1827,0.613,-0.005,1.7719999999999998,-0.077,,0.027999999999999997,0.0003,1.1009,0.09699999999999999,4.0,0.15,1570000000.0,-0.002,
DRD,0.001,68700000000.0,-0.1375,1050000000.0,0.0,55720000000.0,-0.1634,37600000000.0,0.125,0.028900000000000002,-0.053,247700000000.0,6.497000000000001,0.5025,1.4707,0.021,1.8146,0.033,1.3647,0.242,0.037000000000000005,-0.33630000000000004,0.298,2.9644,0.6829999999999999,0.03,2.29,0.019,0.0,-0.1507,-0.18989999999999999,0.2593,-0.0339,,0.1,,0.08800000000000001,0.053399999999999996
GRVY,0.593,6950000000.0,0.2536,904500000000.0,0.0,2830000000.0,0.48350000000000004,26600000000.0,0.08,0.0031,1.1891,261700000000.0,0.268,-0.0183,4.7692000000000005,0.165,3.1795999999999998,0.254,2.6096,0.313,0.321,0.0015,0.332,5.282,0.132,0.124,0.20600000000000002,0.10099999999999999,0.0,0.3651,0.6829999999999999,1.7724000000000002,0.0506,,,,0.5539999999999999,
ZM,0.002,282850000000.0,0.14550000000000002,125270000000.0,-0.7661,192270000000.0,0.6041,229200000000.0,0.5589999999999999,0.042800000000000005,0.8019,1350000000.0,6.114,0.20879999999999999,2.3606,0.128,4.1847,0.247,5.448099999999999,,0.013999999999999999,-0.08220000000000001,0.733,6.1961,1.4780000000000002,0.16399999999999998,32.566,0.17,0.0,0.22829999999999998,0.47509999999999997,1.5096,0.062,0.1448,0.3846,8500000000.0,,
ELA,0.004,26920000000.0,0.37420000000000003,123280000000.0,0.11939999999999999,7640000000.0,-0.0202,3600000000.0,0.083,0.0292,0.0355,91400000000.0,3.241,2.4361,0.6808,0.13,2.496,0.305,2.237,0.318,0.151,-0.2952,0.22399999999999998,2.9548,-0.019,0.046,-0.04,0.039,0.0,0.1641,0.0667,0.3865,-0.028900000000000002,0.7646999999999999,,,0.03,
BVXV,0.4128,10840000000.0,0.10279999999999999,552530000000.0,0.0,6440000000.0,0.2375,-31600000000.0,0.038,0.0028000000000000004,0.777,,0.004,0.0833,5.85,,6.6937999999999995,2.0709999999999997,3.5716,-0.19,,-0.315,,7.1672,,,0.466,,,0.0975,0.0858,1.2345,0.0384,0.0,,,,
PLUG,0.006999999999999999,401740000000.0,0.158,5300000000.0,-0.742,329430000000.0,-0.0066,-79100000000.0,0.508,0.1649,1.4745,263500000000.0,-0.01,0.2419,3.0843000000000003,-0.102,3.8256,-0.675,3.2911,0.083,-0.14,-0.055099999999999996,0.096,4.8448,0.184,-0.20199999999999999,0.6509999999999999,-0.3,,0.0732,0.2464,1.2597,0.056100000000000004,0.172,0.25,28870000000.0,0.29100000000000004,
VSLR,0.017,124840000000.0,0.0891,4210000000.0,-0.8589,121140000000.0,0.2639,-93500000000.0,0.97,0.0758,2.3884,378500000000.0,-5.351,0.027999999999999997,7.2687,-0.031,3.1917,-0.525,3.5785,-0.195,-0.2,-0.0519,0.268,9.485800000000001,0.172,-0.498,0.982,-0.235,,0.1164,0.3157,1.7098,0.015300000000000001,3.4,,2990000000.0,0.6829999999999999,
XBIT,0.002,28860000000.0,0.1143,644320000000.0,-0.9665,14090000000.0,0.17489999999999997,673500000000.0,0.156,0.1451,0.488,28200000000.0,,-0.0178,1.2415,1.683,1.1996,1.7830000000000001,0.13369999999999999,0.873,,-0.1985,0.188,1.5868,,,-0.521,,0.0,0.1116,0.2348,0.3306,0.048,,,,,
SAVA,0.1047,24780000000.0,2.0331,237150000000.0,0.1007,22320000000.0,1.9188,-4500000000.0,0.252,0.1352,2.8144,,0.5670000000000001,-0.0002,1.6021,-0.193,6.7462,-0.203,0.9365000000000001,0.326,,-0.08039999999999999,,8.590499999999999,,,0.257,,,1.5466,1.8275,1.135,0.4203,-0.259,,4750000000.0,,
TSLA,0.001,930000000000.0,0.1863,410470000000.0,-0.1291,741470000000.0,0.1769,368000000000.0,0.49200000000000005,0.07400000000000001,1.2087999999999999,25710000000.0,0.149,-0.0159,4.171,0.01,7.9649,0.046,4.2847,-0.156,-0.009000000000000001,-0.1201,0.198,9.1243,-0.049,0.048,1.217,0.013999999999999999,0.0,0.057800000000000004,0.25489999999999996,1.3051,0.044199999999999996,0.8249,,77140000000.0,0.504,
OESX,0.08199999999999999,30350000000.0,0.2121,272459999999.99997,0.0,25950000000.0,0.4764,6300000000.0,0.536,0.0796,1.3814,119300000000.0,2.775,0.0825,1.578,0.09699999999999999,1.9271,0.20800000000000002,1.5164,0.179,0.315,0.0446,0.247,2.4691,-0.745,0.057,-1.5619999999999998,0.053,0.0,0.2751,0.6125,0.9259000000000001,0.0849,2.0,0.25,,0.159,
RVP,0.44799999999999995,32790000000.0,0.25170000000000003,246480000000.0,-0.0012,12050000000.0,-0.021,6300000000.0,0.21100000000000002,0.1646,0.0108,47000000000.0,2.1959999999999997,0.6188,5.6282000000000005,0.154,7.0284,0.22,3.9733,0.213,0.09699999999999999,-0.4535,0.33799999999999997,7.2889,0.20800000000000002,0.09,8.613999999999999,0.133,0.0,0.2002,-0.0989,0.7306,0.17300000000000001,,,,0.039,
FLGT,0.1,21750000000.0,0.1937,788220000000.0,-0.0638,11310000000.0,-0.2186,2500000000.0,0.303,0.1045,1.047,43800000000.0,0.93,0.037200000000000004,2.8727,0.03,2.1122,0.033,1.6659,0.17300000000000001,-0.006,-0.3446,0.5589999999999999,4.1328,1.06,0.043,7.327999999999999,0.057999999999999996,0.0,0.0040999999999999995,0.09949999999999999,0.8391,0.0842,0.7525,0.4445,,0.91,
HEBT,0.6515000000000001,16270000000.0,0.0444,243020000000.0,0.0,6920000000.0,0.0965,2700000000.0,0.063,0.1318,-0.1659,21100000000.0,1.516,0.46399999999999997,1.2235,0.042,1.9186,0.065,1.35,-0.034,0.027000000000000003,-0.4318,0.382,2.6058,-0.27899999999999997,0.091,-0.5870000000000001,0.13,0.0,0.12380000000000001,-0.026699999999999998,0.2846,0.0104,,,,0.047,
GSX,,238700000000.0,0.2631,24140000000.0,,127570000000.0,0.21739999999999998,47600000000.0,0.544,0.1902,0.8426,649700000000.0,0.882,0.20620000000000002,1.6677000000000002,0.086,6.454199999999999,0.20600000000000002,3.8728,,0.128,-0.2487,0.7759999999999999,7.0089999999999995,1.65,0.054000000000000006,-0.436,0.073,0.0,0.22,0.19329999999999997,1.1325,0.0101,0.9525,,5140000000.0,,
RLMD,0.024,15320000000.0,0.10869999999999999,653330000000.0,-0.0225,15250000000.0,0.009300000000000001,-30000000000.0,0.672,0.1213,-0.15869999999999998,,0.718,0.122,0.48210000000000003,-0.319,2.5246,-0.327,0.030299999999999997,0.379,,-0.2559,,3.1854,,,-0.451,,,0.08349999999999999,0.0449,-0.0076,0.0305,-0.41100000000000003,,,,
AGRX,0.009000000000000001,87220000000.0,0.046799999999999994,323460000000.0,0.0,67019999999.99999,0.3014,-29200000000.0,0.508,0.0694,0.2838,,0.34700000000000003,0.1516,1.3457,-0.395,1.9457,-0.46799999999999997,0.52,0.23199999999999998,,-0.2026,,9.8571,,,-0.5589999999999999,,,0.18030000000000002,0.3406,0.40299999999999997,0.0298,0.281,,1580000000.0,,
BTBT,0.7478,43700000000.0,-0.028399999999999998,187210000000.0,0.0,32490000000.000004,0.1649,-9500000000.0,0.003,0.0060999999999999995,1.764,4600000000.0,-1.618,-0.7139,9.0451,-0.9520000000000001,-0.2937,-1.0859999999999999,10.1361,,-2.7260000000000004,-0.1909,0.996,14.8929,-0.991,,,,,-0.016200000000000003,0.2261,1.6936000000000002,0.0495,,,,,
ENPH,0.018000000000000002,125600000000.0,0.0487,8730000000.0,-0.8654999999999999,114970000000.0,-0.0956,169400000000.0,0.727,0.1015,0.46130000000000004,721200000000.0,0.27399999999999997,0.2082,1.6258000000000001,0.20800000000000002,1.5172999999999999,0.61,1.6127,0.535,0.46,-0.1516,0.377,2.9737999999999998,-0.064,0.185,-5.636,0.235,0.0,-0.046799999999999994,0.013999999999999999,0.4414,0.0209,0.3814,0.3538,4320000000.0,0.127,
WKHS,0.044000000000000004,105140000000.0,0.2917,3040000000.0,-0.3267,96820000000.0,0.8647,-137400000000.0,0.22699999999999998,0.2158,5.270499999999999,200000000.0,0.217,0.5028,18.2453,-3.0810000000000004,9.0,3.3160000000000003,9.065800000000001,-0.036000000000000004,-1.0290000000000001,0.084,,22.27,15.692,,-4.282,,,0.4954,0.7178,3.2248,0.0917,0.8240000000000001,,31260000000.0,0.162,
APPS,0.035,87390000000.0,0.355,2960000000.0,-0.0242,83870000000.0,0.182,25900000000.0,0.629,0.035699999999999996,2.1590000000000003,167200000000.0,3.87,0.1332,7.3862,0.17300000000000001,3.8434,0.377,3.5989,0.17600000000000002,0.243,-0.0043,0.406,8.4224,0.9279999999999999,0.125,6.228,0.153,0.0,0.2658,0.5979,2.1675,0.013600000000000001,0.2527,0.5,4059999999.9999995,0.375,
AXSM,0.2223,37100000000.0,0.11800000000000001,3040000000.0,0.0002,29400000000.0,0.0342,-94800000000.0,0.645,0.1307,0.0263,,-0.7440000000000001,0.063,0.5009,-0.58,1.9831999999999999,-0.764,-0.21,-0.428,,-0.25730000000000003,,4.9861,,,-0.213,,,0.0779,0.0527,0.0416,0.0325,-0.107,,,,
VRS,0.011000000000000001,34550000000.0,-0.04769999999999999,327490000000.0,-0.048600000000000004,28700000000.0,-0.0282,192000000000.0,0.893,0.025,0.1131,1940000000.0,-0.439,-0.0557,0.1408,0.11699999999999999,0.10550000000000001,0.19399999999999998,-0.2869,0.193,0.078,-0.3403,0.106,0.29600000000000004,-0.555,0.037000000000000005,0.696,0.099,0.018000000000000002,-0.042300000000000004,-0.0073,-0.10099999999999999,-0.060899999999999996,-0.409,,,0.135,0.0393
MDGL,0.024,15430000000.0,0.19879999999999998,1850000000.0,-0.1421,12430000000.0,0.1479,-134300000000.00002,0.9790000000000001,0.2238,0.1155,,-1.459,-0.008,0.7592,-0.316,0.23920000000000002,-0.33899999999999997,0.34869999999999995,0.292,,-0.034300000000000004,,1.1626,,,-1.4780000000000002,,,0.15410000000000001,0.1557,0.2774,0.039599999999999996,-0.18899999999999997,0.0,,,
CERC,0.013000000000000001,62810000000.0,0.0775,207420000000.0,4.5148,30370000000.0,0.022099999999999998,-43500000000.0,0.6559999999999999,0.042800000000000005,0.0775,6900000000.0,0.643,0.3729,0.0335,,-0.1677,,-0.4842,0.013999999999999999,-0.782,-0.5509000000000001,0.953,0.8289,-0.071,,-2.436,,,0.0978,0.049400000000000006,-0.1047,-0.021099999999999997,0.413,,,,
VKTX,0.068,72490000000.0,0.1937,513270000000.0,-0.0336,65099999999.99999,-0.11630000000000001,-32400000000.0,0.579,0.13390000000000002,-0.09699999999999999,,0.065,0.028399999999999998,0.5832999999999999,-0.11599999999999999,-0.0591,-0.11900000000000001,-0.1471,0.324,,-0.2289,,1.0981999999999998,,,-0.23800000000000002,,,0.013999999999999999,-0.024,0.02,0.0364,-0.39,0.4,1340000000.0,,
NEPT,0.175,111570000000.0,0.0204,278930000000.0,0.0,76860000000.0,-0.053,,0.1917,0.11230000000000001,-0.031,,,,1.1008,,-0.3421,,-0.0909,,,-0.39899999999999997,,1.6041999999999998,3.8989999999999996,,,,,-0.0219,-0.1013,0.028999999999999998,0.004,,,,,
MED,0.027000000000000003,11780000000.0,-0.023700000000000002,2060000000.0,-0.051699999999999996,11200000000.0,0.0705,76200000000.0,,0.0859,0.4623,759200000000.0,0.392,-0.0288,2.171,0.368,0.6297,0.687,0.5843,0.313,0.731,-0.057999999999999996,0.745,2.5409,0.17600000000000002,0.11900000000000001,0.06,0.1,0.637,0.0252,0.04650000000000001,0.5490999999999999,-0.0019,0.16879999999999998,0.2,,0.201,0.026000000000000002
XENE,0.012,34980000000.0,0.056299999999999996,445470000000.0,-0.0168,32700000000.000004,-0.0346,-26900000000.0,0.813,0.0424,-0.1159,27300000000.0,0.052000000000000005,0.0095,0.13720000000000002,-0.155,0.2394,-0.21,-0.1274,-0.298,-0.428,-0.3799,,0.6343,,,0.987,-0.986,,-0.0106,-0.0271,-0.1234,0.0362,-0.713,,,-0.248,
SHSP,0.052000000000000005,11530000000.0,0.050199999999999995,118720000000.0,-0.3897,10120000000.0,-0.1166,-7200000000.0,0.63,0.029300000000000003,0.2557,26200000000.0,-0.055,-0.0901,0.6736,-0.183,-0.0404,-0.261,-0.08810000000000001,-0.47600000000000003,-0.43200000000000005,-0.24989999999999998,0.6859999999999999,1.3244,0.327,-0.32899999999999996,0.7959999999999999,-0.276,,-0.0001,0.10980000000000001,0.10439999999999999,-0.0085,0.706,0.25,,0.248,
HEAR,0.023,14580000000.0,0.0508,268410000000.00003,-0.3193,13460000000.0,-0.050199999999999995,21900000000.0,0.621,0.16899999999999998,0.24539999999999998,263200000000.0,-0.583,0.4772,2.9537999999999998,0.17600000000000002,0.6892,0.374,0.9037000000000001,0.223,0.217,-0.1413,0.345,3.4419999999999997,0.93,0.069,4.107,0.083,0.0,-0.0359,-0.015300000000000001,0.5936,0.0233,0.2364,0.18,,0.047,
SRPT,0.040999999999999995,77970000000.0,0.106,11040000000.0,-0.0547,74710000000.0,-0.0278,-530299999999.99994,0.9490000000000001,0.1266,-0.1439,450200000000.0,-0.778,0.005,0.6611,-0.22699999999999998,0.6931999999999999,-0.53,0.12,-0.23399999999999999,-0.47100000000000003,-0.1741,0.879,1.006,0.451,,0.48200000000000004,,,0.0323,-0.051100000000000007,0.0897,0.0034999999999999996,0.28600000000000003,-0.002,,1.081,
BOOT,0.008,28830000000.0,0.0045000000000000005,819650000000.0,0.0,28740000000.0,0.1525,37700000000.0,,0.2366,0.3211,807600000000.0,0.212,0.0817,1.2985,0.042,-0.2182,0.121,-0.3532,0.25,0.107,-0.4014,0.315,2.5866000000000002,-0.205,0.07400000000000001,-1.051,0.047,0.0,0.0189,0.19870000000000002,0.0728,-0.0217,0.48200000000000004,0.107,,0.16,
RCKT,0.021,55160000000.0,0.1282,1470000000.0,0.0008,50210000000.0,-0.0555,-88800000000.0,0.997,0.1887,0.258,,0.16699999999999998,0.0174,1.0046,-0.254,0.9954000000000001,-0.325,0.1441,0.146,,-0.10640000000000001,,1.8901,,,-0.19699999999999998,,,0.0535,0.036699999999999997,0.24789999999999998,0.0504,-0.042,0.10800000000000001,,,
LFVN,0.07,14260000000.0,-0.053099999999999994,191330000000.0,-0.0345,13320000000.0,-0.045599999999999995,11500000000.0,0.501,0.044000000000000004,-0.036000000000000004,232900000000.0,0.5820000000000001,0.0239,0.4204,0.20800000000000002,-0.0183,0.38299999999999995,-0.1429,0.095,0.371,-0.2243,0.8370000000000001,0.7265,0.057,0.066,0.003,0.05,0.0,-0.06570000000000001,-0.0229,-0.0388,0.0167,0.11109999999999999,0.12,,0.040999999999999995,
QURE,0.009000000000000001,44390000000.0,0.0496,1830000000.0,-0.16260000000000002,42180000000.0,0.0745,-135600000000.0,0.941,0.0861,-0.3757,5300000000.0,-0.32799999999999996,-0.0161,-0.0332,-0.315,-0.1208,-0.44,-0.4182,-0.013000000000000001,-0.337,-0.45640000000000003,,0.1517,-0.4,,-0.155,,,0.0547,0.0165,-0.23850000000000002,0.0002,-3.687,,,0.035,
FIVE,0.017,55790000000.0,0.0512,7530000000.0,-0.20920000000000002,54280000000.0,0.2691,99600000000.0,,0.0962,0.27440000000000003,1690000000.0,0.171,0.0384,1.6054,0.052000000000000005,0.0638,0.141,0.069,0.28800000000000003,0.225,0.0069,0.336,1.8757,0.021,0.07,0.032,0.059000000000000004,0.0,0.13390000000000002,0.21789999999999998,0.3145,0.018799999999999997,0.9926,0.1449,,0.221,
VFF,0.1862,56470000000.0,0.0287,324160000000.0,-0.017,46010000000.0,0.1321,,0.1533,0.1242,0.1255,151030000000.0,,,1.4017,,-0.46,,-0.0787,,,-0.4833,,1.7729,0.151,,,,,0.0368,0.018500000000000003,0.175,0.0017000000000000001,,,1020000000.0,,
STAA,0.009000000000000001,45350000000.0,0.0971,2600000000.0,-0.5905,45250000000.0,0.1632,7500000000.0,0.958,0.0587,0.1057,148300000000.0,1.729,-0.0069,1.0323,0.036000000000000004,0.8769,0.046,0.5908,0.27399999999999997,0.079,-0.10490000000000001,0.722,1.4116,-0.113,0.024,-1.3090000000000002,0.05,0.0,0.1185,0.055099999999999996,0.34020000000000006,0.0204,8.625,0.3,,0.149,
DRNA,0.001,74000000000.0,0.1398,1490000000.0,-0.6435,68190000000.0,0.022099999999999998,-124800000000.0,0.879,0.0579,-0.1743,89600000000.0,-0.102,0.0192,0.3085,-0.204,0.37560000000000004,-0.7959999999999999,-0.099,0.10099999999999999,-0.8420000000000001,-0.2829,,0.6894,6.087999999999999,,-0.23199999999999998,,,0.0859,-0.0338,-0.0591,0.0128,-0.136,,,,
LIQT,0.001,20960000000.0,0.027999999999999997,166840000000.0,0.0,16469999999.999998,-0.0492,-2400000000.0,0.563,0.0951,0.23120000000000002,30800000000.0,1.008,0.062,1.1181999999999999,-0.062,-0.030299999999999997,-0.10099999999999999,0.2564,0.149,-0.004,-0.1091,0.21899999999999997,1.4915,-0.505,-0.087,,-0.078,,0.0323,0.071,0.2821,-0.0392,3.778,0.25,,0.175,
AAXN,0.008,63480000000.0,-0.016200000000000003,5260000000.0,-0.18780000000000002,62420000000.0,0.0196,-33000000000.0,0.852,0.0723,-0.084,591100000000.0,-0.971,0.024300000000000002,0.3582,-0.035,0.3074,-0.053,0.1265,-0.474,-0.013999999999999999,-0.21309999999999998,0.591,0.6576000000000001,0.257,-0.037000000000000005,,-0.055999999999999994,,-0.0204,-0.0392,0.0338,-0.0034000000000000002,0.5195000000000001,0.188,,0.264,
RETA,0.001,33270000000.000004,0.0646,3590000000.0,0.030299999999999997,27100000000.0,-0.0191,-343200000000.0,0.8220000000000001,0.12369999999999999,-0.4025,15300000000.0,-2.281,0.0219,-0.15039999999999998,-0.608,0.1489,-2.113,-0.484,,-0.45399999999999996,-0.5911,,0.4376,-0.603,,-0.777,,,0.027999999999999997,-0.16260000000000002,-0.3564,0.0206,-0.341,,,-0.126,
MOH,0.003,58600000000.0,0.0931,11110000000.0,-0.0525,55200000000.0,-0.0463,797000000000.0,,0.029300000000000003,0.0268,17680000000.0,0.091,-0.028300000000000002,0.6225,0.11199999999999999,0.6012,0.429,0.3602,0.5479999999999999,0.239,-0.0697,0.187,0.7945,0.10099999999999999,0.067,0.517,0.045,0.0,0.0141,-0.0013,0.1593,0.0179,0.1375,0.09949999999999999,,0.11699999999999999,
NEPH,0.027999999999999997,8990000000.0,-0.1116,54740000000.0,0.0038,7960000000.0,-0.175,-3900000000.0,0.498,0.0021,-0.2746,10400000000.0,0.087,0.028900000000000002,-0.0851,-0.267,-0.2614,-0.551,-0.3839,0.304,-0.48,-0.45990000000000003,0.589,0.38689999999999997,-0.304,-0.345,-0.40700000000000003,-0.375,,-0.1264,-0.1736,-0.23920000000000002,-0.0823,0.518,,,0.42700000000000005,
KOR,,,0.0557,,,,0.0594,,,,0.3407,,,,2.0362999999999998,,0.7119,,0.8144,,,-0.079,,3.2362,,,,,,0.0335,0.0466,0.5417000000000001,0.0412,,,,,
EDUC,0.006,8350000000.0,-0.049100000000000005,120000000000.0,0.319,6090000000.0,0.0454,6200000000.0,0.27,0.0079,0.8001999999999999,123700000000.0,-0.168,0.0415,2.8797,0.09,1.5323,0.212,1.3478999999999999,0.446,0.102,-0.2657,0.6829999999999999,3.8045,0.38799999999999996,0.063,0.389,0.05,0.26899999999999996,-0.028399999999999998,0.015,0.8042,-0.0281,,,,0.28300000000000003,0.0165
PAYS,0.369,49020000000.0,0.079,295670000000.0,0.0,30440000000.0,-0.1226,6200000000.0,0.28800000000000003,0.1,-0.2672,35800000000.0,1.764,-0.0275,0.36829999999999996,0.109,-0.4251,0.309,-0.4217,0.152,0.358,-0.5281,0.544,0.6171,-0.256,0.125,-1.141,0.172,0.0,-0.0635,-0.2642,-0.27449999999999997,0.0121,1.3009,,,0.275,
FTNT,0.11699999999999999,161600000000.0,0.0183,19240000000.0,-0.0085,135090000000.0,-0.0944,409000000000.0,0.721,0.0361,-0.1421,2350000000.0,-0.115,-0.0441,0.3812,0.11800000000000001,0.4955,0.456,0.09849999999999999,0.654,0.21600000000000003,-0.22820000000000001,0.7759999999999999,0.6707,0.18,0.188,0.632,0.175,0.0,-0.061,-0.09910000000000001,-0.0179,0.0167,0.12869999999999998,0.1813,1510000000.0,0.22899999999999998,
