ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,Oper. Margin,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Profit Margin,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
DXLG,-0.8473,0.2495,-0.8639053,3290000000.0,0.17129999999999998,,0.15,,0.07400000000000001,0.425,0.363,-57200000000.0,0.044000000000000004,-0.1173,0.519,-0.1984,15140000000.0,-0.215,-0.22519999999999998,-0.5772999999999999,0.057300000000000004,-0.7852,-0.8373,-0.149,-1.633,-0.04,-0.0068000000000000005,-0.5459,-0.14400000000000002,371500000000.0,-0.38,0.027000000000000003,0.13990307,0.032400000000000005,42560000000.0,51080000000.0,0.2779,1.657748,0.2725,0.145,0.2849,0.232,-24.587,0.765,0.29142857,1.8,0.22,0.02,13.745,0.1584,0.69842005,0.2337,,0.2347,1.8958621,0.038150366,-0.15396,0.2849,0.232,0.2337,0.2347,0.2337,0.026800001,0.0448,0.23,-1.136,0.3981884,0.03,1.78,0.14,0.39,0.8,10.99,,,-1.13,,,2353.0,,,2.0,-0.145,2.2,0.79,,,0.04,,,0.32,0.31,-0.154,0.2,56.1,,0.55,0.42,,
FLUX,-0.3211,0.8026000000000001,0.2857144,,0.2685,-0.033,,,0.135,-0.037000000000000005,0.096,-14400000000.0,0.011000000000000001,0.0,0.10099999999999999,,77750000000.0,-0.2389,0.2018,-0.1564,0.1417,-0.2546,-0.5107,-1.4609999999999999,1.805,-3.516,0.22219999999999998,-0.1765,0.062,13600000000.0,1.8330000000000002,0.919,0.13990307,0.0019,3000000000.0,5110000000.0,6.65,,6.52,-0.865,7.4899,5.92,-5.938,4.374,5.4051614,7.4899,,,,0.62422,0.101009995,7.44,,5.4,,2.1046443,-0.85121,7.4899,5.92,7.44,5.4,7.44,0.0011,0.0039,0.02,-2.801,5.4051614,0.96,0.45,-1.24,0.07,0.6,,,,-2.8,,,103.0,,,,-0.742,,136.24,,,5.68,,,8.15,9.1,-0.851,0.3,68.23,,1.43,0.02,,
GBR,-0.2146,2.1273,-0.17105263,,0.3651,0.027999999999999997,,,0.037000000000000005,-1.2329999999999999,-0.33,-2600000000.0,0.5963,0.0,0.021,0.2874,8810000000.0,1.3093000000000001,0.2647,0.40409999999999996,0.3554,0.39840000000000003,0.0424,-0.45,-1.104,-1.074,0.3489,0.514,0.2545,500000000.0,-0.5,-0.16899999999999998,0.13990307,0.06849999999999999,2069999999.9999998,5130000000.0,1.72,2.183946,1.49,0.424,2.13,1.3699,-14.118,14.179,1.3517143,2.19,0.55,,,0.59626997,0.021960001,1.47,,1.26,4.056604,19.023535,,2.13,1.3699,1.47,1.26,1.47,0.0277,0.0685,1.62,-0.501,1.1202898,0.21,2.26,0.42,0.0,13.9,0.09,,,-0.5,,,24.0,,,0.09,,3.81,,,,14.14,,,1.6,1.6,,13.9,57.59,,2.15,0.75,,
GEVO,-0.6838,1.413,-0.70627064,37520000000.0,0.24719999999999998,0.32799999999999996,0.25,0.8370000000000001,,0.59,-0.69,-30700000000.0,0.066,0.0,0.015,-0.1207,81400000000.0,0.35369999999999996,-0.075,0.40049999999999997,0.18109999999999998,-0.5195000000000001,-0.6687000000000001,-0.348,-0.449,-0.303,0.1402,-0.1332,0.31829999999999997,17800000000.0,-0.804,-0.027999999999999997,0.13990307,0.08839999999999999,44990000000.0,75730000000.0,1.1,2.807692,1.11,4.057,1.17,0.855,-2.784,3.196,0.9548572,3.46,0.46,-0.16,-6.9375005,0.11406,0.09646,0.8773,-0.04,0.89,0.27360117,4.7194533,-1.72534,1.17,0.855,0.8773,0.89,0.8773,0.0525,0.0537,0.04,-2.187,0.93768114,0.15,2.74,3.97,0.08,0.7,0.26,,,-2.2,-0.1,,57.0,,,0.01,,0.26,13.29,,,4.7,,,1.02,1.04,,0.6,54.41,2.0,0.76,0.1,,
GRNQ,-0.4904,6.5714,,2240000000.0,0.5588000000000001,,,,-0.498,0.845,0.773,-1600000000.0,0.7848999999999999,0.0,0.001,0.8284999999999999,94750000000.0,3.2254,0.3361,-0.042199999999999994,0.6061,1.7894999999999999,0.7669,-0.17,-0.387,-0.302,0.5535,0.983,0.5771999999999999,3500000000.0,-0.765,,0.13990307,0.0016,16530000000.000002,55510000000.0,1.53,-0.443168,1.58,0.109,2.16,1.26,-46.041,16.185,1.0344,3.12,0.21,-0.07,-22.714287,0.78489,,1.48,,1.02,14.587156,26.585049,-0.44287997,2.16,1.26,1.48,1.02,1.48,0.0004,0.0011999999,,-0.029,0.918442,0.26,,0.12,0.01,0.3,0.28,,,-0.03,,,60.0,,,0.2,-0.418,11.58,230.18,,,26.31,,,1.41,1.39,-0.44299999999999995,0.3,54.02,3.0,0.1,0.01,,
HUSA,-0.1635,2.4732,-0.5410526,,1.7294,0.48700000000000004,,,0.13,-9.043,0.18,-3200000000.0,0.001,0.0,0.037000000000000005,0.3116,18980000000.0,1.005,1.0694,0.7029000000000001,1.9803,0.6329,0.3171,-0.368,-0.406,-0.365,1.8103,0.8024,1.246,800000000.0,-0.5,0.22399999999999998,0.13990307,0.0908,6120000000.0,6900000000.0,2.79,0.534559,2.43,1.304,6.36,2.75,-4.412,6.821,1.2251428,6.36,0.86,,,0.12041,0.03095,3.05,,1.0918,2.285276,27.180395,,6.36,2.75,3.05,1.0918,3.05,0.0799,0.0908,1.04,-0.514,1.533442,0.48,0.4,1.32,0.37,9.7,0.0,,,-0.52,,,2.0,,,0.0,,1.43,5.17,,,17.46,,,2.34,1.89,,9.7,55.74,,0.84,0.18,,
INOD,0.2127,3.3333,0.77862597,,0.3948,0.096,0.2,,-0.1,-5.356,0.33899999999999997,-1400000000.0,0.10220000000000001,0.0,0.201,0.01,78130000000.0,3.0625,0.555,1.4291999999999998,0.4254,1.8509,1.4621000000000002,-0.027999999999999997,-0.053,-0.051,0.5,1.43,0.7311,56900000000.0,0.022000000000000002,-0.011000000000000001,0.13990307,0.0021,21900000000.0,24410000000.0,3.24,1.453734,3.22,1.034,3.4496,2.32,14.392,0.795,2.0745714,3.4496,0.75,-0.05,,0.10215,0.20507999,2.32,,2.33,3.1431334,1.3966241,-0.02493,3.4496,2.32,2.32,2.33,2.32,0.0019,0.0021,0.17,-0.059,1.413768,0.3,1.28,1.04,0.6,1.5,0.28,,,-0.06,,,3599.0,,,0.21,0.003,3.03,5.27,,23.7,1.25,,,3.13,3.15,-0.025,1.5,67.51,,0.24,0.25,5.0,
JFU,-0.9196,0.5417000000000001,-0.9279661,1240000000.0,0.3059,,-0.1322,,,-2.401,0.743,-317900000000.0,,,0.055999999999999994,0.004699999999999999,202990000000.0,-0.8825,-0.319,-0.6984,0.2782,-0.8844,-0.8985,-0.223,-0.307,-0.373,0.0326,-0.8197,-0.3025,648100000000.0,-0.544,,0.13990307,0.0017000000000000001,128229999999.99998,195420000000.0,1.13,,1.11,,1.25,0.823,,,1.3949714,13.8,0.72,,,,0.05609,0.8591,,0.85,,,-0.48804,1.25,0.823,0.8591,0.85,0.8591,0.0011,,0.17,,4.6672974,0.11,,4.32,2.47,,0.0,,,-2.71,,,1946.0,,,0.0,,0.21,0.37,,,0.45,,,0.93,0.92,,,38.83,3.0,0.49,0.16,,
LOGC,-0.18510000000000001,2.0984,-0.32515895,,0.27190000000000003,0.21100000000000002,,0.0,,0.415,,-40100000000.0,0.2114,0.0,0.64,0.023799999999999998,223400000000.0,0.9129999999999999,0.4384,0.11699999999999999,0.5672,0.3125,-0.1258,-0.732,-1.0190000000000001,,0.4653,0.2926,0.2706,2000000000.0,,,0.13990307,0.012199999999999999,16920000000.000002,23330000000.0,9.44,,9.18,1.198,9.49,7.605,-3.945,78.183,6.9997144,11.6,3.05,-1.64,-5.762195,0.21139,0.68232,7.75,,7.43,7.888147,113.90009,,9.49,7.605,7.75,7.43,7.75,0.0087,0.016,4.25,-1.74,6.8786955,0.89,,1.21,,9.6,0.34,,,-1.74,-0.41,,41.0,,,0.34,,5.5,,,,83.06,,,7.09,6.65,,9.6,46.9,1.5,1.01,1.3,,
LONE,-0.9156,0.39899999999999997,-0.92,1940000000.0,0.2091,0.04,,0.72,-0.31,0.93,0.779,-223600000000.0,0.031,0.0,0.293,-0.2921,6300000000.0,-0.3478,-0.17129999999999998,-0.4261,0.125,-0.8966,-0.9007,-0.331,-3.023,-0.047,0.0218,-0.7023,-0.2025,156400000000.0,-0.815,0.106,0.13990307,0.044500000000000005,22550000000.0,25310000000.0,0.268,3.014492,0.2696,-1.192,0.3579,0.2515,3.208,3.639,0.29914287,3.2,0.19,-0.26,-1.0384616,0.17790002,0.47419998,0.29,,0.2233,,0.045745116,-1.39057,0.3579,0.2515,0.29,0.2233,0.29,0.0394,0.049000002,0.27,-8.706,0.49456522,0.07,3.27,-1.19,0.07,0.1,,,,-8.93,-0.04,,84.0,,,,,,3.81,,0.07,0.03,,,0.25,0.25,,0.1,45.76,2.0,1.76,0.22,,
NNDM,-0.5653,3.1765,-0.64494383,1920000000.0,0.3481,,,,,0.718,0.287,-16000000000.0,,,0.122,3.6517,113380000000.0,1.266,0.26039999999999996,-0.0318,0.4106,-0.15810000000000002,-0.4692,-0.462,-0.672,-1.002,0.3818,0.205,0.1423,5200000000.0,-0.897,,0.13990307,0.3393,2620000000.0,30610000000.0,2.13,2.273029,2.02,1.882,2.23,1.65,-0.041,0.104,1.6717143,4.9,0.51,-0.23,-9.26087,,0.01657,1.75,,1.58,1.1317748,18.969675,,2.23,1.65,1.75,1.58,1.75,0.019199999,,0.74,-1.42,1.6856521,0.29,1.82,1.88,0.84,12.5,0.03,,,-0.31,-0.08,,68.0,,,0.03,,1.39,3.11,,,23.76,,,2.39,2.62,,11.6,64.66,2.0,1.86,0.19,,
PED,-0.384,1.3094999999999999,-0.12857139,1910000000.0,0.2623,0.24,,,0.54,-1.046,0.44299999999999995,-12600000000.0,0.125,-0.0039000000000000003,0.01,0.6640999999999999,99560000000.0,0.7594,0.0132,0.9012,0.5097999999999999,-0.0723,0.0405,-0.11,-0.122,-0.09699999999999999,0.4192,0.4439,0.5848,10800000000.0,-0.8290000000000001,0.21899999999999997,0.13990307,0.050300000000000004,8090000000.0,72130000000.0,1.48,1.405797,1.48,1.388,2.325,1.37,-46.812,7.254,1.0221714,2.5,0.667,,,0.88272005,0.00612,1.76,,1.22,1.1095101,9.616376,-1.16845,2.325,1.37,1.76,1.22,1.76,0.0056,0.0471,0.07,-0.189,0.89664495,0.22,1.42,1.39,0.16,2.7,0.0,,,-0.19,,,16.0,,,0.0,,1.04,8.9,,,8.41,,,1.61,1.45,,2.7,55.91,,0.29,0.18,,
PEIX,-0.07200000000000001,34.7273,10.237288,6120000000.0,0.1855,2.613,0.2,3.0751,-0.33399999999999996,-0.342,0.005,-79800000000.0,0.046,0.051699999999999996,0.201,-0.0889,452660000000.0,29.2308,0.8986,10.072000000000001,-0.0175,11.0923,12.953499999999998,-0.13699999999999998,-0.36200000000000004,-0.175,0.4157,4.6194999999999995,0.9884999999999999,1250000000.0,-0.38799999999999996,0.052000000000000005,0.13990307,0.0409,53340000000.0,54500000000.0,7.85,3.942586,7.81,3.798,,6.66,186.359,0.452,4.9022856,8.47,0.22,1.41,5.574468,0.071779996,0.31491,6.68,0.95,6.63,2.0695102,0.3594054,-0.06303,,6.66,6.68,6.63,6.68,0.0383,0.0446,0.36,-1.561,1.7542028,0.73,3.76,3.87,0.45,0.9,0.91,,,-1.64,0.26,,500.0,6.26,,0.46,-0.055,2.28,19.77,,13.48,0.47,,,8.91,8.83,-0.064,0.6,68.13,2.0,0.56,0.32,,
SEEL,-0.39,1.4790999999999999,-0.13333333,1190000000.0,0.3326,0.051,,0.146,0.569,-1.238,,-22400000000.0,0.1624,0.0,0.091,-0.14300000000000002,51760000000.0,1.1203,0.1954,0.0297,0.6723,-0.22390000000000002,0.1329,-1.8230000000000002,-4.313,,0.49079999999999996,0.0958,0.1436,400000000.0,,-0.473,0.13990307,0.0072,37930000000.0,44160000000.0,1.05,,1.03,0.083,1.07,0.83,,77.191,0.82714283,1.71,0.42,-0.35,-2.9714284,0.16237,0.083330005,0.85,,0.7804,12.530121,147.73546,,1.07,0.83,0.85,0.7804,0.85,0.0050999997,0.0054,0.17,-0.693,0.86195654,0.11,2.07,0.08,0.12,2.1,0.0,,,-0.75,-0.08,,6.0,,,0.03,,11.83,7.84,,,115.71,,,0.95,0.95,,2.1,57.27,2.0,0.48,0.17,,
TAT,-0.675,1.275,-0.65625,2340000000.0,0.2581,,,,-0.163,0.057999999999999996,0.731,-33200000000.000004,0.146,0.0,0.133,0.1724,18080000000.0,0.3195,0.1632,0.0111,0.1895,-0.4409,-0.5968,-0.278,,0.358,0.17379999999999998,-0.0821,-0.0131,46000000000.0,-0.622,-0.135,0.13990307,0.0516,32009999999.999996,62500000000.0,0.285,1.274247,0.2456,-0.277,0.3125,0.22,2.501,1.382,0.24457143,0.84,0.12,0.06,4.55,0.55048,0.07457,0.236,,0.217,,0.39262748,-0.72099,0.3125,0.22,0.236,0.217,0.236,0.0241,0.038900003,0.86,-0.56,0.25797102,0.04,1.29,-0.28,0.13,1.0,,,,-0.53,,,147.0,,,,-0.536,,2.27,,0.62,0.42,,,0.33,0.29,-0.721,0.9,57.96,3.0,4.16,0.52,,
VOC,-0.6962999999999999,0.3016,-0.7364341,,0.2059,-0.813,,,-0.17800000000000002,-0.021,,9000000000.0,0.011899999999999999,0.0,0.051,-0.0113,28260000000.0,0.038,0.0196,-0.3223,0.1631,-0.6457999999999999,-0.69,0.213,0.213,0.187,0.1666,-0.3739,0.0143,10600000000.0,-0.5329999999999999,-0.171,0.13990307,0.0029,16800000000.0,17000000000.0,1.68,2.062987,1.6,1.209,2.37,1.37,,2.092,1.5228572,5.35,1.26,,,0.01189,0.07276,1.37,,1.36,1.356493,2.6294067,0.84975,2.37,1.37,1.37,1.36,1.37,0.0029,0.0039,1.09,0.53,1.8575362,0.17,2.02,1.21,0.05,,0.0,0.53,0.3292,0.53,,,,,,0.0,0.8490000000000001,1.33,30.04,3.04,,2.55,,1.0,1.64,1.61,0.85,,56.5,,1.38,0.31,,
WWR,-0.7514,8.2,-0.4048338,2520000000.0,0.1675,0.764,0.2,,0.541,0.86,,-10400000000.0,0.006999999999999999,0.0,0.01,,18380000000.0,1.3625999999999998,0.2432,-0.1321,0.41100000000000003,0.09,-0.33909999999999996,-0.38799999999999996,-0.62,,0.3072,0.2028,0.1418,,,,0.13990307,0.038599999999999995,7560000000.0,8289999999.999999,2.3,1.874581,2.27,2.645,2.65,2.06,-1.483,,1.8688571,9.25,0.25,-0.49,-4.693877,0.00046999997,0.01408,2.59,,1.97,0.8695652,,,2.65,2.06,2.59,1.97,2.59,0.0353,0.0353,0.16,-2.836,1.8282609,1.55,1.77,3.05,,0.8,0.02,,,-3.16,,,28.0,,,0.01,,2.62,,,,,,,7.8,8.0,,0.8,66.28,,2.62,0.03,,
ALNA,-0.7651,1.819,-0.6638889,1330000000.0,0.2231,0.519,,0.12,,-0.242,,-39200000000.0,0.1016,0.0,0.456,0.14,54630000000.0,0.85,0.09630000000000001,-0.0692,0.2231,-0.4579,-0.6095,-1.21,-2.1959999999999997,,0.18760000000000002,-0.1452,0.0837,,,,0.15509713,0.0462,27660000000.0,37950000000.0,1.46,2.681632,1.45,0.57,1.78,1.33,-0.737,,1.3178571,6.3,0.525,-0.81,-1.8271605,0.10155,0.61649,1.49,,1.21,2.5964913,,,1.78,1.33,1.49,1.21,1.49,0.0335,0.040999997,1.42,-1.59,1.4831232,0.16,,0.68,0.65,4.2,0.43,,,-1.62,-0.21,,29.0,,,0.22,,2.31,2.41,,,,,,1.63,1.57,,4.2,58.13,1.7,0.21,0.67,,
AMRH,-0.7395999999999999,1.2031,-0.72439027,,0.2212,0.289,,,-0.239,0.862,0.203,-6300000000.0,0.2586,0.0,0.015,0.9964,7740000000.0,0.6529,0.08650000000000001,-0.2114,0.2545,-0.38939999999999997,-0.6807,-0.235,-0.535,-0.433,0.223,-0.051699999999999996,-0.0668,36100000000.0,-0.245,,0.15509713,0.0051,5050000000.0,5740000000.0,1.43,5.603121,1.38,2.494,1.4748,1.13,-2.851,0.324,1.3176857,5.3,0.626,0.17,8.117647,0.25858998,0.01332,1.16,,1.13,0.553328,0.21948612,-0.16205,1.4748,1.13,1.16,1.13,1.16,0.0045,0.0047,0.17,-2.16,1.379413,0.14,1.6,3.66,0.36,0.8,0.49,,,-2.15,,,397.0,,,0.09,-0.175,0.37,3.73,,,0.22,,,1.35,1.35,-0.174,0.8,54.17,,0.71,0.06,,
BGFV,-0.11689999999999999,10.5077,2.0666668,2300000000.0,0.16149999999999998,396.714,-0.0654,,-0.099,3.372,0.314,13300000000.0,0.03,-0.0127,0.314,-0.2432,157750000000.0,6.6327,0.2657,2.9368,0.2182,1.4933,2.447,0.019,0.073,0.045,0.2445,1.3662999999999998,0.2545,955900000000.0,-0.054000000000000006,0.004,0.15509713,0.22949999999999998,18800000000.0,21250000000.0,7.46,2.540691,7.41,8.761,7.6,6.43,13.121,0.469,6.182857,8.47,0.65,0.17,,0.07738,0.43325,6.44,,6.44,0.85378385,0.1713761,0.013890001,7.6,6.43,6.44,6.44,6.44,0.19700001,0.2132,3.93,0.627,3.1789856,0.63,2.59,8.78,0.76,1.5,0.22,0.4,0.049400000000000006,0.62,,,8800.0,,,0.21,0.021,0.92,10.61,13.0,3.24,0.19,,0.24,8.56,8.1,0.013999999999999999,0.2,63.28,3.0,0.27,1.77,,
BHTG,-0.6705,0.43560000000000004,-0.2906977,,0.1885,0.41200000000000003,,0.7879999999999999,0.0,0.499,0.149,-10100000000.0,0.4,0.0001,0.017,-0.6744,32159999999.999996,0.0902,0.124,-0.2927,0.1789,-0.1471,-0.1761,-0.179,2.261,-0.21600000000000003,0.135,-0.077,-0.0342,5100000000.0,-0.278,0.22699999999999998,0.15509713,0.001,17400000000.0,17440000000.0,1.43,1.42365,1.33,-0.438,1.45,1.24,-12.667,15.69,1.3528571,4.4,1.01,-0.11,-13.181819,0.39998,0.067150004,1.4083,,1.23,,6.464857,-1.74592,1.45,1.24,1.4083,1.23,1.4083,0.0008,0.00090000004,0.1,-0.594,1.4541739,0.11,1.34,-0.45,0.01,0.3,,,,-0.59,-0.13,,39.0,,,,,,107.19,,,6.31,,,1.4,1.4,,0.2,54.67,2.0,1.19,0.04,,
CNET,-0.0098,2.74,0.03174603,,0.5598,-0.932,,,0.44299999999999995,0.917,0.12,-3000000000.0,0.2787,0.0,0.004,-0.4163,41070000000.0,1.6575,0.41259999999999997,0.9804,0.616,0.7339,0.5906,-0.165,-0.287,-0.145,0.4913,0.8432,0.5426,48900000000.0,-0.32899999999999996,0.08900000000000001,0.15509713,0.016,15870000000.0,21690000000.0,1.89,2.018952,1.9,0.491,2.11,1.29,-10.906,0.556,1.3077143,2.11,0.54,,,0.27865,0.00401,1.29,,1.32,4.114053,0.8988669,-0.06185,2.11,1.29,1.29,1.32,1.29,0.0117,0.016,0.55,-0.155,1.0426811,0.19,1.82,0.49,0.05,1.5,0.01,,,-0.15,,,449.0,,,0.01,-0.061,2.86,28.04,,,0.63,,,1.53,1.4,-0.062,1.5,50.42,,0.49,0.36,,
CTEK,-0.6111,0.6354,-0.6360656,,0.4144,-1.4380000000000002,0.2,0.324,-0.391,-0.332,0.34,-7300000000.0,0.022000000000000002,0.1045,0.255,-0.12300000000000001,15840000000.0,0.0828,0.1894,0.09029999999999999,0.5749,-0.5242,-0.47840000000000005,-0.13,-0.16,-0.12300000000000001,0.3386,-0.2623,0.0758,20200000000.0,-0.098,-0.135,0.15509713,0.0062,9620000000.0,10500000000.0,1.43,1.821848,1.41,3.329,2.5,1.34,-2.09,0.532,1.298,4.04,0.96,-0.46,-3.4130435,0.20729999,0.32158002,1.96,-0.08,1.11,0.4716131,0.8233392,-0.29052,2.5,1.34,1.96,1.11,1.96,0.0056,0.0072000003,1.26,-0.575,1.5913043,0.17,1.49,3.36,0.46,1.9,0.11,,,-0.71,-0.14,,137.0,,,0.06,-0.457,0.44,3.25,,,0.87,,,1.43,1.49,-0.29100000000000004,,56.52,2.5,0.11,0.06,,
CTIC,0.1026,2.4677000000000002,0.34615386,,1.0476,-0.004,,0.0,0.361,-0.317,,-44400000000.0,0.0039000000000000003,0.0,0.5,-0.0554,155420000000.0,1.3118,0.9369,0.8695999999999999,1.0476,0.3608,1.6449,-0.66,-1.263,-1.234,0.9991,0.8299,0.7306999999999999,2300000000.0,,-0.439,0.15509713,0.0048,73530000000.0,73690000000.0,2.09,1.44593,2.12,0.771,2.67,1.9,-0.442,7.029,1.1202857,2.67,0.62,-0.7,-3.0714288,0.0039,0.46245998,2.31,,1.05,2.7885864,69.24033,,2.67,1.9,2.31,1.05,2.31,0.0047999998,0.0062,1.55,-0.705,1.1320289,0.3,1.08,0.77,1.15,5.2,0.12,,,-0.7,-0.15,,25.0,,,0.04,,4.14,2.78,,,84.6,,,3.01,3.19,,5.2,82.77,2.0,0.65,0.1,4.67,
ENLV,-0.7908,0.6546,-0.75265014,,0.2122,-0.565,,-0.43,0.43799999999999994,0.779,,-9300000000.0,0.4208,0.0,0.13699999999999998,-0.2489,78230000000.0,0.26649999999999996,0.1445,0.1358,0.21719999999999998,-0.2921,-0.7837999999999999,-0.33799999999999997,-0.426,,0.1881,-0.0366,0.1433,,,,0.15509713,0.0028000000000000004,7530000000.0,13440000000.0,6.08,,,2.242,,4.9,-4.076,,5.0585713,27.28,3.59,-1.13,-5.256637,0.42084998,0.12589,4.94,,4.91,2.64942,,,,4.9,4.94,4.91,4.94,0.0016,0.0023999999,0.31,-0.819,5.2197466,1.25,1.83,2.25,2.64,6.9,0.0,,,-0.83,-0.18,,36.0,,,0.0,,5.24,4.46,,,,,,11.44,11.78,,6.9,68.94,,0.35,0.02,,
GTH,-0.3258,0.3223,-0.39375,,0.2309,0.5920000000000001,,0.35100000000000003,,0.12,0.457,-99100000000.0,,,0.23800000000000002,,945890000000.0,,-0.0355,0.0084,0.17059999999999997,-0.25379999999999997,,,,-0.91,0.067,-0.0755,-0.045,42900000000.0,0.038,,0.15509713,0.09210000000000002,3200000000.0,79220000000.0,12.15,,11.95,,14.23,10.2,,,11.885428,17.71,9.03,,,,,10.2,,9.7,,,,14.23,10.2,10.2,9.7,10.2,0.0033000002,,2.55,,13.080133,0.79,,,0.0,,,,,-4.22,-0.11,,663.0,,,,-0.986,,,,,24.05,,,11.55,11.51,,,49.42,1.3,0.3,1.45,20.03,
ITRM,-0.8540000000000001,1.0788,-0.8926544,,0.6335000000000001,0.584,,0.29,,-0.324,,-83500000000.0,0.003,-0.8885,0.402,-0.1881,21970000000.0,-0.6097,0.34619999999999995,-0.1176,0.5676,-0.7667,-0.8236,-2.217,2.7880000000000003,,0.6249,-0.5157,0.2749,0.0,,,0.15509713,0.011399999999999999,15980000000.0,21240000000.0,1.06,0.940332,1.09,-2.733,2.44,1.02,-0.61,,0.71288574,7.19,0.505,-1.84,-0.5706521,0.03577,0.70066,1.64,,0.6444,,,,2.44,1.02,1.64,0.6444,1.64,0.0086,0.0148,0.8,-5.566,1.8008623,0.17,,-3.12,0.57,0.4,,,,-5.62,-0.51,,44.0,,,,,,1.82,,,,,,0.98,1.03,,0.4,61.39,3.2,0.78,0.05,1.75,
NETE,-0.5523,5.1073,0.5962877,1470000000.0,0.30670000000000003,0.7879999999999999,,0.494,0.433,-0.252,0.153,-5500000000.0,0.021,0.0,0.059000000000000004,-0.0087,52230000000.0,4.0223,0.3458,0.1223,0.3895,1.8006,1.0667,-0.249,-1.272,-0.512,0.3699,0.6878,-0.0591,63000000000.0,-0.17,0.251,0.15509713,0.0172,3880000000.0,4179999999.9999995,8.96,1.375696,8.91,0.678,9.46,6.71,-263.103,0.646,7.3734283,20.08,1.47,-0.06,-149.83333,0.1633,0.06616,6.71,,6.88,13.259587,0.65572155,-0.087139994,9.46,6.71,6.71,6.88,6.71,0.0145000005,0.0164,0.21,-1.32,6.262681,1.13,1.5,0.68,0.2,0.8,3.54,,,-1.34,-0.09,,82.0,,,3.21,-0.07400000000000001,10.78,35.92,,,0.51,,,7.23,7.33,-0.087,0.8,49.49,,0.28,0.05,,
NNDM,-0.4163,4.6078,-0.5515789,2120000000.0,0.3427,,,,,0.718,0.287,-16000000000.0,,,0.122,3.6517,152240000000.0,2.8127999999999997,0.7333,0.34909999999999997,1.0,0.1304,-0.35719999999999996,-0.462,-0.672,-1.002,0.8269,0.6203,0.5355,5200000000.0,-0.897,,0.15509713,0.3393,2620000000.0,30610000000.0,2.81,2.273029,2.8,1.882,3.28,2.36,-1.331,3.335,1.6708572,4.9,0.51,-0.23,-12.434782,,0.01657,2.6,,2.13,1.5196599,25.471016,,3.28,2.36,2.6,2.13,2.6,0.019199999,,0.74,-1.42,1.6939855,0.29,1.82,1.88,0.84,12.5,0.03,,,-0.31,-0.08,,68.0,,,0.03,,1.39,3.11,,,23.76,,,2.39,2.62,,11.6,64.66,2.0,1.86,0.19,,
SLNO,-0.4282,1.1271,0.21052623,,0.2126,0.493,0.15,0.0,0.385,-0.597,,-27000000000.0,0.1382,1.6522999999999999,0.57,1.0189,195500000000.0,0.016200000000000003,0.1729,0.2184,0.3906,-0.1463,0.6959000000000001,-0.607,-1.13,,0.2594,-0.010700000000000001,0.304,,,,0.15509713,0.0294,47310000000.0,79590000000.0,2.48,0.559085,2.47,0.706,,,-3.653,,1.97,4.39,1.18,-0.42,-5.9761906,0.13816,0.53152,2.04,-0.35,2.07,3.5552409,,,,,2.04,2.07,2.04,0.0175,0.0223,2.33,-0.658,2.3750362,0.21,0.56,1.22,,7.5,0.0,,,-0.62,-0.09,,12.0,,,0.0,,1.66,,,,,,,2.04,2.02,,7.5,50.54,1.3,0.27,2.05,,
SNDL,-0.9542,0.4573,-0.95922744,8690000000.0,0.265,-0.7909999999999999,,0.7120000000000001,,-2.755,0.151,-233700000000.0,0.3525,0.0,0.07400000000000001,0.011200000000000002,46800000000.0,-0.5777,-0.2924,-0.7006,0.1506,-0.9201,-0.9506999999999999,-0.721,-1.671,-0.547,-0.0817,-0.7713,-0.42460000000000003,66800000000.0,0.047,,0.15509713,0.1008,108650000000.0,144620000000.0,0.237,,0.244,,0.2565,0.1964,,,0.33037144,5.25,0.165,-0.44,-0.5468182,0.35246,0.14164,0.2,,0.1902,,,,0.2565,0.1964,0.2,0.1902,0.2,0.0757,0.0951,1.06,,0.6138406,0.03,,0.75,0.08,1.8,1.36,,,-1.98,-0.11,,868.0,,,1.28,,0.3,2.71,,,0.66,,,0.22,0.22,,0.7,36.4,3.0,2.11,0.89,,
