ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
PGEN,-0.42310000000000003,2.3333,-0.19104993,1340000000.0,-0.10640000000000001,-0.264,0.024,0.363,-0.10099999999999999,0.5760000000000001,0.376,-180000000000.0,0.01,0.7284999999999999,0.718,-0.0354,752980000000.0,,0.8421,-0.24600000000000002,-0.23079999999999998,-0.1923,-0.2336,-0.3354,,-0.705,-2.95,-0.6970000000000001,-0.21960000000000002,-0.0298,-0.1481,91700000000.0,-0.073,0.048,0.10953009,0.18059999999999998,145150000000.0,164070000000.0,4.35,1.679487,4.2,,4.6147,4.1,-8.414,10.086,5.1391177,7.28,1.26,,,0.15483,0.75623,4.51,-2.55,4.7,,7.573079,,4.6147,4.1,4.51,4.7,4.51,0.1522,0.38979998,18.67,,3.8941305,0.42,1.8,0.3,0.73,2.7,4.51,,,-1.14,-0.14,,770.0,,,3.86,18.97,7.78,,,11.29,,,4.41,5.69,2.5,69.74,2.3,5.59,24.93,,
PIRS,-0.6097,0.4562,-0.47132617,,-0.2102,0.604,,-0.574,-0.107,-0.109,,-14700000000.0,0.0022,-0.9416,0.677,-0.0593,123770000000.0,-0.22399999999999998,0.1148,-0.2638,-0.3086,-0.2021,-0.3564,-0.5954999999999999,-0.259,-0.11800000000000001,-0.35,-0.528,-0.1865,-0.23600000000000002,-0.20489999999999997,56900000000.0,1.113,0.539,0.10953009,0.0359,52350000000.0,52370000000.0,2.34,1.314938,2.33,0.891,2.85,2.24,-7.313,1.473,2.9080882,5.97,1.6,-0.74,-3.1486485,0.0022200001,0.71823996,2.84,,2.95,2.6150393,2.116632,-0.20928,2.85,2.24,2.84,2.95,2.84,0.0359,0.0397,3.22,-0.281,2.8361957,0.17,1.49,0.89,1.39,5.0,0.0,,,-0.28,-0.13,,114.0,,,0.0,2.46,1.57,,,2.13,,,2.16,2.19,5.0,40.72,1.5,0.92,3.63,,
PUMP,-0.6401,2.2059,-0.49483472,1360000000.0,-0.1084,-1.743,-0.109,-0.14300000000000002,,-0.213,0.275,23300000000.0,0.002,0.0629,0.804,0.0148,452480000000.0,0.027000000000000003,1.18,-0.2697,-0.2087,-0.11380000000000001,-0.6124,-0.5386,0.016,0.017,0.024,0.155,-0.2348,-0.3295,-0.2368,1480000000.0,-0.8,,0.10953009,0.10550000000000001,69580000000.0,100820000000.0,5.13,3.243255,4.35,9.302,4.75,4.29,1.446,0.326,5.897353,12.115,1.36,-0.64,-6.8125005,0.26631,0.91299003,4.67,0.82,4.89,0.4687164,0.29767874,0.015800001,4.75,4.29,4.67,4.89,4.67,0.0728,0.1103,6.97,0.229,4.8255796,0.34,3.35,9.31,0.36,1.9,0.0,,,0.22,-0.25,,2200.0,,,0.0,0.48,12.65,20.74,3.29,0.32,,0.0,4.47,4.5,1.8,44.47,2.6,0.68,5.34,7.07,
RCUS,-0.4878,1.6647999999999998,1.3796096,,-0.1267,-0.447,,-0.04,,-0.349,,-111800000000.0,0.13699999999999998,0.0055000000000000005,0.5710000000000001,0.662,1260000000.0,,0.8248000000000001,-0.228,-0.2588,-0.1666,0.897,1.1797,,-0.415,-0.491,-0.542,-0.147,-0.025,-0.1592,15000000000.0,0.0,,0.10953009,0.1213,43020000000.0,48560000000.0,19.69,1.156239,19.17,7.274,21.55,,-8.946,66.312,22.742647,37.41,7.19,-2.1,-9.12381,0.28969,0.53084,21.55,,21.94,2.634039,81.97299,,21.55,,21.55,21.94,21.55,0.0804,0.1013,9.74,-2.472,23.571594,1.17,,8.83,7.06,11.8,0.0,,,-2.44,0.05,,139.0,,,0.0,2.22,2.78,,,85.78,,,19.2,19.63,11.8,49.03,1.7,0.41,10.24,,
REFR,-0.5771999999999999,0.4518,-0.22252011,,-0.16899999999999998,0.722,0.3,,0.07400000000000001,-0.226,,-2700000000.0,0.024,-0.5341,0.16899999999999998,1.053,70560000000.0,,-0.1074,0.1106,-0.5401,0.0063,-0.1993,-0.3556,,-0.332,-0.38799999999999996,-0.451,-0.011200000000000002,-0.2645,-0.1637,1400000000.0,-0.33299999999999996,-0.004,0.10953009,0.0868,25200000000.0,31470000000.0,2.41,1.202341,2.4,0.2,2.88,2.4,-27.781,54.438,2.6682353,5.7,1.66,-0.06,-40.166668,0.23536,0.08911,2.88,,2.9,12.05,54.207485,-1.94548,2.88,2.4,2.88,2.9,2.88,0.0692,0.083500005,6.45,-0.086,3.2752898,0.23,1.16,0.2,0.18,18.3,0.0,,,-0.09,,,8.0,,,0.0,14.5,16.14,,,66.87,,,2.7,2.9,18.3,58.22,,0.72,9.44,,
RLJ,-0.5338,1.183,-0.4525463,1710000000.0,-0.1047,-5.7860000000000005,-0.091,0.5529999999999999,-0.10800000000000001,-0.365,0.327,-103000000000.0,0.015,0.0,0.943,-0.0023,1490000000.0,-0.035,0.8098000000000001,-0.07730000000000001,-0.1056,-0.1348,-0.522,-0.5104,-0.10099999999999999,-0.017,-0.038,0.044000000000000004,-0.11720000000000001,-0.25120000000000003,-0.065,1020000000.0,-0.927,0.071,0.10953009,0.081,162700000000.0,163540000000.0,8.89,1.794871,8.45,15.626,9.11,8.415,20.87,3.559,9.424118,18.17,3.88,-0.96,-8.822917,0.014579999,0.92737,9.11,0.51,9.46,0.5420453,1.3746078,-0.07594,9.11,8.415,9.11,9.46,9.11,0.0798,0.1142,10.17,-0.615,9.002102,0.48,1.87,15.63,6.32,,1.01,0.04,0.0045000000000000005,-0.64,-0.66,,87.0,,,1.01,0.57,1.42,,,1.47,,,9.15,8.98,,47.17,2.6,0.5,9.25,10.55,
RYAM,-0.1773,3.5439,0.11807227,,-0.1185,0.5539999999999999,,0.41700000000000004,-0.386,-2.782,0.021,-110900000000.0,0.022000000000000002,0.0,0.698,-0.0636,250680000000.0,-0.04,2.3525,0.3725,0.34979999999999994,-0.0073,0.06509999999999999,0.0,-0.013999999999999999,-0.01,-0.037000000000000005,-0.03,0.1613,0.5296,0.2645,1690000000.0,-0.11900000000000001,0.131,0.10953009,0.0281,60510000000.0,63240000000.0,4.11,3.740802,4.11,10.241,4.5,3.925,12.093,0.772,3.3511765,4.97,0.9,-0.6,-6.8166666,0.030639999,0.80814004,4.5,0.02,4.64,0.39937508,0.15325756,-0.01329,4.5,3.925,4.5,4.64,4.5,0.0269,0.0318,4.07,-0.395,2.3407972,0.3,3.5,10.26,0.86,1.9,1.66,,,-1.79,-0.18,,4000.0,,,1.64,0.4,4.71,,,0.14,,,4.14,4.06,1.1,58.97,2.2,0.59,3.36,5.13,
SNDL,-0.972,-0.0388,-0.96059704,6840000000.0,-0.1076,-0.7909999999999999,,0.701,,-2.755,0.151,-237200000000.0,0.3525,0.0,0.07400000000000001,0.0115,44420000000.0,,-0.6859999999999999,-0.3801,-0.7234999999999999,-0.1649,-0.9218000000000001,-0.9667,,-0.721,-1.671,-0.547,-0.24230000000000002,-0.7898999999999999,-0.5373,67800000000.0,0.047,,0.10953009,0.056600000000000004,108650000000.0,144620000000.0,0.2364,,0.232,,0.2635,0.226,,,0.3989412,7.57,0.226,-0.44,-0.53522724,0.35246,0.14164,0.2635,,0.2639,,,,0.2635,0.226,0.2635,0.2639,0.2635,0.0425,0.053400002,0.42,,0.6580435,0.03,,0.75,0.08,1.8,1.36,,,-1.98,-0.11,,868.0,,,1.28,0.3,2.71,,,0.66,,,0.22,0.22,0.7,36.4,3.0,2.11,0.89,,
SNDX,-0.31,1.8336000000000001,0.9307604,,-0.10880000000000001,0.11,,-0.09699999999999999,-0.039,0.369,,-63000000000.0,0.0808,0.0,0.919,0.5036,586090000000.0,,0.6640999999999999,-0.1003,-0.0098,-0.1035,0.7267,0.7425,,-0.5760000000000001,-0.9109999999999999,-1.821,-0.07400000000000001,0.1813,-0.0174,1500000000.0,0.0,,0.10953009,0.1009,35560000000.0,40610000000.0,15.2,1.767216,14.85,3.834,16.665,14.94,-7.657,297.616,16.064705,21.97,5.35,-2.04,-7.4313726,0.08083,0.56569,16.56,,17.01,3.954095,386.37015,,16.665,14.94,16.56,17.01,16.56,0.093100004,0.1029,13.1,-1.824,14.559276,1.18,1.78,3.64,5.03,15.4,0.13,,,-1.83,-0.45,,35.0,,,0.13,4.35,3.15,,,397.86,,,17.1,15.83,15.4,51.37,1.7,2.48,12.36,23.0,
SRGA,-0.6426000000000001,0.32189999999999996,-0.4977064,,-0.11869999999999999,,0.15,0.701,-0.23600000000000002,-4.438,0.535,-259700000000.0,0.016,0.0,0.772,0.0084,136509999999.99998,-0.765,0.0722,-0.1681,-0.3873,0.0158,-0.2956,-0.38539999999999996,-0.914,-0.6459999999999999,-3.912,-0.9540000000000001,-0.07519999999999999,-0.3177,-0.2621,284300000000.0,-0.336,0.032,0.10953009,0.024700000000000003,72830000000.0,75820000000.0,1.92,1.860646,1.92,,2.22,1.91,-46.761,1.415,2.335,5.01,1.81,,,0.1117,0.79574996,2.22,-0.16,2.19,,0.51479137,-0.90920997,2.22,1.91,2.22,2.19,2.22,0.023699999,0.0247,3.61,,2.5374074,0.17,2.17,-0.26,0.03,0.6,,,,-3.45,-0.17,,935.0,,,,,75.94,,,0.59,,,2.16,2.2,0.2,57.52,1.7,0.6,3.15,,
TEX,-0.38270000000000004,0.6733,-0.21137613,,-0.1014,-1.041,,3.304,0.052000000000000005,-0.091,0.18100000000000002,43000000000.0,0.038,-0.015,0.902,-0.022099999999999998,1350000000.0,0.032,0.5485,-0.0321,0.019,-0.019299999999999998,-0.35159999999999997,-0.295,0.003,0.004,0.013999999999999999,0.141,-0.035,-0.0512,-0.0262,3430000000.0,-0.47200000000000003,-0.098,0.10953009,0.0406,66400000000.00001,69300000000.0,19.74,1.680044,19.34,11.668,21.07,19.24,13.165,0.611,20.045,31.28,11.54,1.06,18.216982,0.040999997,0.96161,20.68,2.26,21.49,1.6549536,0.38972038,0.0034400001,21.07,19.24,20.68,21.49,20.68,0.038900003,0.0519,4.98,0.168,17.301086,1.14,1.59,11.55,6.53,2.5,1.47,,,0.59,0.01,,9500.0,23.05,,1.46,2.12,3.75,41.42,17.0,0.47,,2.161,24.93,24.48,1.5,68.19,2.9,1.19,4.04,20.5,
TGI,-0.7512000000000001,1.4205,-0.6189691,1870000000.0,-0.2089,,-0.1144,1.9569999999999999,-0.162,0.914,0.205,-323500000000.0,0.013000000000000001,0.0,0.8690000000000001,-0.1424,353070000000.0,-0.086,0.5487,0.0518,-0.2173,-0.0519,-0.7106999999999999,-0.7031000000000001,-0.121,-0.122,0.43799999999999994,0.051,-0.0016,-0.424,-0.0125,2670000000.0,-0.322,-0.057,0.10953009,0.0635,51210000000.0,51860000000.0,7.33,2.636566,7.31,-20.141,8.77,7.08,7.841,0.729,7.3117647,29.38,3.02,0.45,16.244444,0.01481,1.03813,8.61,1.59,9.24,,0.14283581,-0.121400006,8.77,7.08,8.61,9.24,8.61,0.0624,0.105,2.05,-6.35,7.6062317,0.65,2.65,-20.2,0.6,1.5,,,,-6.23,-0.28,,9989.0,15.96,,,,12.1,,,0.14,,,7.35,7.2,0.9,50.58,3.3,0.69,1.67,7.27,
TNAV,-0.4692,-0.0703,-0.21272367,,-0.1288,0.08800000000000001,0.25,0.15789999999999998,0.161,1.1159999999999999,0.474,3100000000.0,0.008,-0.46380000000000005,0.547,0.0101,165260000000.0,0.003,-0.223,-0.31679999999999997,-0.3575,-0.1606,-0.2901,-0.3454,-0.004,-0.003,-0.009000000000000001,-0.008,-0.21719999999999998,-0.3146,-0.3097,240400000000.0,-0.315,0.084,0.10953009,0.0229,29070000000.0,47310000000.0,3.52,0.172798,3.41,2.048,3.89,3.45,21.763,0.361,4.867647,6.5,3.45,0.11,31.363636,0.37248,0.54963,3.89,1.79,3.96,1.6845703,0.66404796,-0.00387,3.89,3.45,3.89,3.96,3.89,0.014099999,0.018,2.99,-0.023,4.970652,0.21,0.38,2.05,2.79,2.0,0.0,,,0.06,-0.01,,696.0,38.23,,0.0,2.05,1.51,73.77,7.33,0.69,2.95,,4.23,4.2,2.0,49.09,2.7,1.42,2.9,6.5,
TPC,-0.42560000000000003,3.2874,-0.08563131,,-0.1119,1.058,0.1,0.10339999999999999,-0.40700000000000003,-5.642,0.057,-30700000000.0,0.125,-0.0034000000000000002,0.862,-0.0556,572140000000.0,0.012,0.6827,-0.1516,-0.032,-0.1005,-0.12990000000000002,-0.1432,-0.006,-0.006999999999999999,-0.021,-0.132,-0.1017,0.023399999999999997,-0.1063,4890000000.0,0.134,-0.002,0.10953009,0.10490000000000001,40200000000.0,50670000000.0,11.15,1.760869,,29.247,12.22,11.11,4.731,0.264,12.668823,19.48,2.61,2.2,5.0863633,0.20161,1.0193,12.16,0.64,12.6,0.38260335,0.11525854,-0.0062800003,12.22,11.11,12.16,12.6,12.16,0.083000004,0.1197,12.29,-0.61,10.232826,0.68,1.85,29.31,3.84,1.5,0.56,,,-0.62,0.65,,9100.0,6.54,,0.35,0.49,3.75,,2.97,0.14,,,14.53,14.39,1.5,70.32,2.3,0.77,11.76,17.0,
TZOO,-0.4853,1.0987,-0.26716137,,-0.1924,-3.38,0.198,1.579,-0.171,-0.073,0.862,-11200000000.0,0.5895,-0.0943,0.3,-0.1986,76620000000.0,-0.125,1.0581,-0.0139,0.0063,-0.2075,-0.40369999999999995,-0.4147,-0.16399999999999998,-0.221,-2.081,0.428,-0.19519999999999998,-0.13449999999999998,-0.0708,79700000000.0,-0.737,-0.062,0.10953009,0.0323,6770000000.0,11310000000.0,6.42,2.035117,6.5,-0.027,7.76,6.28,-10.344,1.072,7.417059,12.4,3.04,0.11,,0.58945,0.39747003,7.76,-2.23,7.9,,0.8696428,-0.15777999,7.76,6.28,7.76,7.9,7.76,0.019299999,0.0322,1.65,-1.14,5.946377,0.42,2.11,-0.03,2.24,0.7,,,,-0.99,-0.11,,418.0,31.49,,,,3.02,,3.42,0.97,,,6.83,6.77,0.7,45.79,1.5,0.16,1.69,11.25,
UEC,-0.18600000000000003,2.0,0.3163265,1190000000.0,-0.18600000000000003,0.364,,-0.625,0.19699999999999998,0.151,,-16500000000.0,0.023,0.0,0.282,0.0329,187370000000.0,,1.1429,-0.036699999999999997,0.0572,-0.0541,0.1423,0.0679,,-0.171,-0.23399999999999999,,-0.0562,0.15109999999999998,0.0038,,,,0.10953009,0.11109999999999999,169860000000.0,183900000000.0,1.07,2.054069,1.07,0.367,1.14,1.01,-12.81,,1.0755882,1.29,0.35,-0.13,-8.076923,0.02232,0.31816998,1.12,,1.29,2.861035,,,1.14,1.01,1.12,1.29,1.12,0.1024,0.1047,18.74,-0.099,0.935,0.07,2.06,0.37,,4.7,0.0,,,-0.09,,,48.0,,,0.29,2.78,,,,,,,1.06,1.03,4.5,48.79,2.0,0.7,14.09,,
VRS,-0.4155,0.1483,-0.18949044,,-0.1139,0.696,,-0.409,0.193,-0.439,0.106,192000000000.0,0.006,-0.0775,0.893,-0.0506,323370000000.0,0.037000000000000005,0.0318,-0.1297,-0.0171,-0.20559999999999998,-0.3682,-0.0483,0.099,0.11699999999999999,0.19399999999999998,0.078,-0.1507,-0.20199999999999999,-0.12279999999999999,1940000000.0,-0.555,0.135,0.10953009,0.025,28700000000.0,34550000000.0,9.09,1.849256,9.04,29.908,10.08,8.86,1.87,0.129,13.095589,19.49,8.86,0.5,18.04,0.1022,0.91432,,,10.18,0.30159155,0.15638553,0.09887,10.08,8.86,,10.18,,0.021300001,0.0214,2.82,5.416,12.83971,0.45,1.94,29.15,6.23,3.3,0.0,0.4,0.049100000000000005,5.26,0.02,,3700.0,16.3,,0.0,0.28,1.31,1.55,,0.14,,0.018000000000000002,8.19,8.15,1.5,35.45,2.0,0.7,1.85,,
WLL,-0.9621999999999999,0.515,1.190126,,-0.10220000000000001,,,0.747,-0.266,-1.709,0.741,-4369399999999.9995,0.001,0.7977,0.996,-0.5786,717160000000.0,,-0.6970000000000001,-0.5640999999999999,-0.7215,-0.1026,-0.9484,-0.9606999999999999,,-0.738,-2.0780000000000003,-0.008,-0.35719999999999996,-0.8294,-0.535,1090000000.0,-0.785,-0.12300000000000001,0.10953009,0.9525,37790000000.0,91430000000.0,18.85,4.108241,18.75,-1.949,20.1759,18.54,6.649,4.28,8.046471,,0.25,-30.23,-0.6192524,0.00715,1.04465,20.1,0.01,20.85,,1.2931339,,20.1759,18.54,20.1,20.85,20.1,0.39279997,0.6857,4.59,-47.827,2.768406,2.26,4.42,-1.95,13.51,0.6,,,,-47.81,-0.29,,505.0,18.58,,,,1.39,,1.55,0.62,,,19.13,18.71,0.6,36.29,2.3,0.73,1.09,,
WTTR,-0.5548,0.9414,-0.45673603,,-0.131,-7.646,,0.8190000000000001,,-0.9309999999999999,0.055999999999999994,-294700000000.0,0.013000000000000001,0.0085,0.747,-0.012199999999999999,490950000000.0,-0.342,0.6901999999999999,-0.18059999999999998,-0.1582,-0.1482,-0.5356000000000001,-0.5222,-0.302,-0.253,-0.37,0.023,-0.0953,-0.23070000000000002,-0.1116,975600000000.0,-0.715,,0.10953009,0.0308,57320000000.0,84940000000.0,5.98,2.854594,4.16,7.349,5.02,4.18,4.679,0.396,4.979706,9.68,2.22,-0.66,-6.5303025,0.10106,0.76708,4.91,0.07,4.96,0.58647436,0.4555016,-0.30209,5.02,4.18,4.91,4.96,4.91,0.0171,0.028399998,8.99,-3.522,4.51942,0.37,2.87,7.52,1.61,4.5,0.0,,,-3.43,-0.27,,3900.0,,,0.0,0.5,2.35,,,0.4,,,3.96,3.78,4.0,38.51,2.6,0.81,5.1,6.41,
WVE,-0.6236,1.2769,-0.20536798,,-0.2298,0.06,,0.537,,-0.129,,-195500000000.0,0.006999999999999999,-0.5204,0.8140000000000001,-0.019799999999999998,539990000000.0,,0.4886,0.3414,0.3935,0.0301,0.8776999999999999,-0.39409999999999995,,-0.728,-4.013,-3.27,0.1114,0.3862,0.35719999999999996,12500000000.0,-0.605,,0.10953009,0.1559,30700000000.0,35210000000.0,14.97,0.160361,14.77,-0.126,19.79,14.68,-2.295,35.199,11.81647,39.98,6.61,-1.7,-8.8529415,0.18128,0.88762003,19.79,,19.54,,43.14422,,19.79,14.68,19.79,19.54,19.79,0.1303,0.17950001,5.42,-5.656,10.091449,1.2,0.32,-0.13,2.1,1.3,,,,-5.66,-0.69,,301.0,,,,,4.02,,,30.28,,,9.02,8.44,1.3,38.98,2.1,0.72,4.26,,
XHR,-0.6239,0.37020000000000003,-0.5593618,,-0.1033,-8.804,,0.693,0.09699999999999999,-0.722,0.513,-109800000000.0,0.001,0.0,0.825,-0.0329,966780000000.0,-0.10400000000000001,-0.009399999999999999,-0.0377,-0.1137,-0.09949999999999999,-0.6103999999999999,-0.6067,-0.14,-0.033,-0.065,0.035,-0.0793,-0.3326,-0.0508,781300000000.0,-0.951,0.044000000000000004,0.10953009,0.0213,112520000000.0,113500000000.0,8.4,1.084169,8.35,13.85,9.06,8.38,22.717,3.015,9.002647,22.39,6.145,-0.65,-12.953847,0.00953,0.91300005,9.06,,9.39,0.6079422,1.225683,-0.13994999,9.06,8.38,9.06,9.39,9.06,0.0211,0.0325,3.83,-0.973,9.346739,0.46,1.12,13.88,2.69,,1.04,,,-0.97,-0.43,,48.0,,,1.04,0.69,3.55,,,1.39,,,9.72,9.56,,57.86,2.7,0.67,3.16,9.69,
ACEL,-0.2184,1.2625,0.1488328,,-0.1606,-4.886,0.2346,10.4,,-1.777,0.359,-29600000000.0,0.064,0.0,0.606,0.08349999999999999,994760000000.0,-0.009000000000000001,0.6944,-0.031200000000000002,0.1751,-0.1883,-0.0552,0.1477,-0.055999999999999994,-0.059000000000000004,-0.185,0.016,-0.08789999999999999,0.1335,0.0875,530000000000.0,-0.996,,0.11079204,0.06309999999999999,40180000000.0,78320000000.0,11.69,,11.81,,13.3,11.61,56.891,4.215,11.765715,15.11,5.22,,,0.22376,0.56672,13.15,12.21,14.07,,3.1494317,-0.11399999,13.3,11.61,13.15,14.07,13.15,0.029000001,0.069699995,5.29,,9.605072,0.75,,0.83,1.78,3.6,6.14,,,-0.4,0.07,,730.0,18.96,,5.86,13.02,6.08,,,1.9,,,10.77,10.81,3.6,44.05,2.2,0.28,5.19,13.75,
ACST,-0.9229,0.2984,-0.8817734,5860000000.0,-0.1484,,,0.34,,0.303,,,0.0929,0.0,0.060899999999999996,,23020000000.0,,-0.2793,-0.6894,-0.6678000000000001,0.188,-0.903,-0.8869,,,,,-0.2843,-0.6972,-0.5839,,,,0.11079204,0.0048,93520000000.0,96890000000.0,0.2384,1.244912,0.2336,0.119,0.2486,0.2325,-0.79,,0.508,3.08,0.18,-0.35,-0.67885715,0.092889994,0.06086,0.245,,0.279,1.9966387,,,0.2486,0.2325,0.245,0.279,0.245,0.0047,0.0047,0.07,-0.244,0.56108695,0.02,,0.12,,,,,,-0.24,-0.16,,32.0,,,,1.72,,,,,,,0.21,0.2,,32.6,2.0,0.41,0.19,,
BSGM,-0.5656,1.2881,-0.34306568,,-0.33659999999999995,-0.879,,1.263,0.062,-0.12,,-50800000000.0,0.08800000000000001,0.0045000000000000005,0.195,0.5141,158870000000.0,,0.40630000000000005,-0.3095,-0.4439,-0.3077,-0.08779999999999999,-0.34700000000000003,,-2.359,-2.8360000000000003,,-0.2916,-0.2155,-0.3061,,,,0.106000066,0.1251,23230000000.0,26540000000.0,5.65,1.33389,5.39,1.14,8.41,5.31,-3.724,,7.561143,12.43,2.36,0.59,9.152543,0.24569,0.14017999,8.28,,8.14,4.736842,,,8.41,5.31,8.28,8.14,8.28,0.0975,0.111099996,5.21,-2.134,7.638406,0.59,1.54,1.25,1.29,10.7,0.0,,,-2.1,-0.45,,33.0,9.15,,0.0,4.32,4.19,,,,,,5.28,5.4,10.5,42.74,2.0,0.49,4.32,,
CCO,-0.6742,1.7862,-0.634058,2220000000.0,-0.114,-8.787,0.01,0.555,0.5488000000000001,-0.45799999999999996,0.406,-602900000000.0,0.008,0.06570000000000001,0.971,-0.0075,518409999999.99994,-0.07400000000000001,1.2651000000000001,-0.0472,-0.1441,-0.2519,-0.6469,-0.6418,-0.266,-0.099,0.252,0.025,-0.1858,-0.3284,-0.0821,2260000000.0,-0.5489999999999999,-0.019,0.106000066,0.0346,463070000000.0,464470000000.0,1.45,2.151616,,-5.605,1.165,0.99,24.797,,1.1717143,3.1,0.36,-0.57,-1.7719299,0.00834,1.00491,1.14,-1.05,1.14,,0.20669371,-0.26625,1.165,0.99,1.14,1.14,1.14,0.0343,0.0444,6.33,-1.299,0.9789855,0.09,2.18,-5.64,1.42,1.1,,,,-1.3,-0.28,,5900.0,,,,,0.8,,,0.24,,,1.15,1.14,1.1,51.65,2.4,0.26,7.48,1.59,
GTT,-0.6614,0.3553,-0.4483471,,-0.10099999999999999,-1.976,0.25,0.436,-0.172,0.608,0.449,-161900000000.0,0.079,0.0,0.8370000000000001,0.11939999999999999,317570000000.0,0.054000000000000006,-0.44380000000000003,0.2419,-0.3275,-0.0565,-0.5295000000000001,-0.4517,-0.095,-0.034,-0.58,0.034,-0.030600000000000002,-0.4263,-0.08289999999999999,1700000000.0,-0.057,0.528,0.11079204,0.2726,42610000000.0,57260000000.0,5.55,1.387402,5.15,3.367,5.97,5.31,10.535,2.324,5.3422856,15.77,3.94,-1.55,-3.4451616,0.19500999,0.95703006,5.89,-0.09,5.94,1.5859816,0.1845128,-0.09511,5.97,5.31,5.89,5.94,5.89,0.1974,0.24129999,22.34,-2.859,7.800797,0.5,1.58,3.44,1.87,0.6,16.77,,,-2.85,-0.49,,3100.0,,,16.59,1.45,2.66,,1.99,0.17,,,5.18,4.99,0.6,44.82,3.0,0.65,23.13,,
HOFV,-0.7725,-0.10830000000000001,-0.73409307,,-0.10830000000000001,-7.311,,,,-1.037,,-2600000000.0,0.613,0.0029,0.023,-0.8991,90640000000.0,,-0.6256,-0.36939999999999995,-0.6598999999999999,-0.2839,-0.6242,-0.6117,,-0.03,-0.033,,-0.31620000000000004,-0.5922999999999999,-0.4129,7530000000.0,-0.11,,0.106000066,0.084,4650000000.0,31820000000.0,2.96,,2.71,,3.1599,2.72,-22.183,40.486,4.325857,12.7,2.72,,,,,3.15,,3.14,,11.829156,,3.1599,2.72,3.15,3.14,3.15,0.0123000005,,1.31,,6.008203,0.32,,4.58,0.0,0.1,0.0,,,-0.61,,,25.0,,,0.23,0.52,841.2,,,11.17,,,2.28,2.4,0.1,36.95,,0.72,1.29,,
ONTX,-0.7948999999999999,2.1149,-0.7217392,22100000000.0,-0.1209,0.927,,-0.077,0.679,0.7,,-22800000000.0,0.002,-0.6916,0.09699999999999999,0.5204,45600000000.0,,-0.129,-0.6833,-0.4754,0.3807,-0.1648,-0.7218000000000001,,-1.015,-2.148,-1.871,0.2445,-0.34509999999999996,-0.5573,200000000.0,-0.95,0.222,0.11079204,0.0591,178680000000.0,183580000000.0,,2.071348,0.301,0.09,0.3404,0.3,-1.639,189.791,0.57685715,1.56,0.1,-0.14,-2.285,0.00913,0.11158,0.3421,,0.3639,3.5544443,292.17215,,0.3404,0.3,0.3421,0.3639,0.3421,0.0575,0.058000002,0.53,-0.243,0.52,0.03,2.0,0.09,0.15,3.2,0.0,,,-0.97,-0.03,,25.0,,,0.0,3.19,1.92,,,261.61,,,0.28,0.29,3.2,35.0,3.0,0.32,0.68,,
SOL,-0.20129999999999998,1.7894999999999999,0.32222235,,-0.147,-0.39799999999999996,0.15,,-0.057,1.0,0.27699999999999997,-7900000000.0,,,0.312,0.0003,91320000000.0,,1.3107,0.20199999999999999,1.0877,0.46909999999999996,0.682,0.2526,-0.078,-0.032,-0.106,-0.011000000000000001,0.2118,0.7672,0.381,127200000000.0,0.9259999999999999,-0.402,0.11079204,0.0024,10980000000.0,38370000000.0,2.5,1.67447,2.35,1.948,2.9,2.3227,15.653,1.818,1.8794286,2.98,0.85,0.08,29.750002,,0.31219,2.9,,2.79,1.221766,0.818304,-0.070700005,2.9,2.3227,2.9,2.79,2.9,0.00059999997,,0.07,-0.217,1.322029,0.42,1.39,1.95,0.21,0.9,0.93,,,-0.95,0.01,,222.0,51.88,,0.48,2.13,19.78,,,1.76,,,3.02,4.15,,74.32,2.5,9.21,0.04,3.17,
