ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
CODX,-0.7341,8.7365,7.7735853,3430000000.0,-0.114,6.487,,0.42460000000000003,-0.226,0.264,0.654,8100000000.0,0.2421,-0.0129,0.29100000000000004,0.9843999999999999,261209999999.99997,0.305,-0.1617,-0.6849,-0.485,-0.2785,8.204600000000001,6.5596000000000005,0.314,0.514,0.562,-3.467,-0.46340000000000003,-0.2522,-0.5579999999999999,25700000000.0,454.449,,0.16002727,0.2651,25080000000.0,27580000000.0,8.4,-1.670797,8.2,1.192,9.29,8.07,26.39,8.27,18.788677,30.99,0.846,2.61,3.1570883,0.24211,0.09172,9.12,,9.3,6.912751,9.454383,0.31422,9.29,8.07,9.12,9.3,9.12,0.2368,0.2368,1.59,0.351,15.167194,1.24,,1.21,0.71,11.6,0.0,,,0.18,0.63,,37.0,5.53,,0.0,11.92,20.23,79.67,,14.64,,0.0,14.41,14.42,8.2,49.55,2.0,0.18,2.12,,
CRDF,-0.26539999999999997,7.6876,2.7849462,,-0.1349,0.332,,0.009000000000000001,0.44799999999999995,0.662,,-19900000000.0,0.003,0.0,0.289,2.5341,163520000000.0,,4.075,0.0703,0.9837,-0.1966,3.9112999999999998,2.2394,,-1.188,-1.788,-2.285,-0.1067,1.3585,0.0821,300000000.0,0.11199999999999999,-0.027000000000000003,0.16002727,0.0417,16210000000.0,23230000000.0,6.24,1.718506,5.72,,7.4699,4.5,-7.099,452.932,6.045882,8.29,0.7,,,0.00191,0.11395001,7.1,,7.04,,555.60846,,7.4699,4.5,7.1,7.04,7.1,0.0291,0.0291,1.16,,3.0646043,1.59,1.57,1.68,0.89,5.8,0.01,,,-2.12,-0.23,,14.0,,,0.01,10.27,19.32,,,1790.55,,,17.3,17.25,5.8,79.81,2.0,0.73,0.47,18.5,
IPDN,-0.7637999999999999,0.2051,-0.23404253,1330000000.0,-0.1295,-1.125,,,0.349,0.852,0.813,-4099999999.9999995,0.17600000000000002,0.0,0.013999999999999999,1.4606999999999999,13800000000.0,-0.9079999999999999,-0.6194,-0.3935,-0.23579999999999998,-0.2231,0.033,-0.3139,,-0.728,-2.124,-1.084,-0.2052,-0.5289,-0.44079999999999997,4300000000.0,-0.231,-0.155,0.16002727,0.011200000000000002,5740000000.0,10930000000.0,0.94,1.304347,0.92,0.101,1.08,0.9051,-3.315,2.74,1.31,3.98,0.78,-0.14,-6.714286,0.62259996,0.02148,1.08,,1.07,9.306931,2.7844338,-1.2118801,1.08,0.9051,1.08,1.07,1.08,0.005,0.0106,0.04,-0.585,1.1917267,0.17,1.88,0.1,0.07,0.4,0.64,,,-0.45,,,38.0,,,0.45,11.1,15.53,,,3.25,,,1.16,1.11,0.4,52.02,,0.77,0.04,,
JILL,-0.7756000000000001,0.8676999999999999,-0.710177,3440000000.0,-0.11539999999999999,,,0.532,,-5.2589999999999995,0.598,-203200000000.0,0.027000000000000003,0.1233,0.691,-0.0691,29300000000.0,-0.185,-0.1607,0.061399999999999996,-0.21309999999999998,0.4125,-0.4876,-0.7269,-0.212,-0.195,-3.295,-0.4,0.2091,-0.2732,-0.0196,605900000000.0,-0.484,0.07400000000000001,0.16002727,0.1351,17340000000.0,44410000000.0,0.56,1.878372,0.56,-1.095,0.62,0.55,-88.113,0.94,0.54052943,2.58,0.31,-0.52,-1.1134616,0.07137,0.78285,0.6,0.01,0.6545,,0.048517533,-0.24133,0.62,0.55,0.6,0.6545,0.6,0.0523,0.1328,0.92,-2.824,0.59530216,0.09,1.6,-1.11,0.69,0.3,,,,-2.83,-0.06,,1400.0,,,,,0.96,,,0.06,,,0.62,0.66,0.2,60.9,3.0,0.23,0.63,,
NNVC,-0.7766,2.3745,0.10681808,1440000000.0,-0.1191,-1.085,,,0.151,0.111,,-13800000000.0,0.1497,0.0,0.235,0.2546,51910000000.0,,-0.5327000000000001,-0.3036,-0.345,0.0463,0.7092,-0.0263,,-1.033,-1.32,,-0.1398,-0.3007,-0.3064,,,,0.16002727,0.10769999999999999,6400000000.0,6520000000.0,4.3,0.653846,4.2,1.865,5.35,4.21,-4.454,,5.585588,19.2,1.27,-0.19,-22.578947,0.14968,0.19663,5.14,,4.87,2.3002682,,,5.35,4.21,5.14,4.87,5.14,0.0646,0.0722,0.97,-3.106,6.7389927,0.34,0.73,2.2,0.58,2.9,0.08,,,-2.72,,,17.0,,,0.0,1.85,7.09,,,,,,3.88,4.08,2.9,46.83,,0.4,0.73,,
OCGN,-0.9803000000000001,1.0118,-0.9764452,34180000000.0,-0.10679999999999999,0.88,,0.607,0.506,0.8959999999999999,,-30500000000.0,0.001,0.9845999999999999,0.07400000000000001,1.8783,51700000000.0,,-0.1335,-0.258,0.2025,-0.145,-0.3423,-0.9788,,-1.595,-6.147,,-0.2812,-0.1399,-0.1268,40000000.0,,,0.16002727,0.0499,121380000000.0,135009999999.99998,0.341,,0.3301,,0.373,0.3136,-2.781,881.356,0.47452942,17.399965,0.17,,,0.081520006,0.119770005,0.3711,,0.3829,,1083.3505,,0.373,0.3136,0.3711,0.3829,0.3711,0.0448,0.0466,0.09,,0.35379857,0.03,2.6,0.18,0.11,3.3,0.42,,,-3.5,-0.02,,16.0,,,0.14,1.98,3.15,,,1107.14,,,0.34,0.36,3.3,48.97,2.5,0.47,0.14,,
REPH,-0.8928,-0.07,-0.78153944,,-0.1082,-2.228,,0.381,0.157,1.053,0.34700000000000003,-4300000000.0,0.024,-0.1117,0.8190000000000001,0.023,54590000000.0,0.2,-0.7861,-0.4988,-0.6084,-0.237,-0.8876000000000001,-0.8087000000000001,-0.34299999999999997,-0.22399999999999998,2.031,0.228,-0.29960000000000003,-0.7842,-0.4549,80200000000.0,-0.505,,0.16002727,0.030699999999999998,23260000000.0,23580000000.0,2.05,0.520066,2.04,-0.652,2.36,2.04,8.776,1.782,3.4669118,19.21,2.04,-0.6,-3.4333332,0.013940001,0.78949,2.31,,2.31,,0.6072551,-0.34316003,2.36,2.04,2.31,2.31,2.31,0.030199999,0.0368,1.94,-1.191,6.3245325,0.16,0.78,-0.65,,4.5,,,,-0.18,-0.21,,215.0,,,,,,,14.45,0.65,,,2.34,2.3,3.6,50.33,1.0,0.32,1.96,,
SYPR,-0.5023,0.987,0.28571427,2080000000.0,-0.1508,-1.234,0.08,,-0.245,-0.10800000000000001,0.127,-3100000000.0,0.32899999999999996,0.0,0.065,-0.0779,26900000000.0,-0.028999999999999998,0.33770000000000006,-0.0183,0.4458,-0.10830000000000001,0.3716,0.09179999999999999,-0.037000000000000005,-0.052000000000000005,-0.247,-0.122,-0.1255,0.266,0.053399999999999996,83500000000.0,-0.295,-0.244,0.16002727,0.048,10850000000.0,21020000000.0,1.1,1.210144,1.07,0.547,1.24,1.06,-86.82,0.417,1.1382353,2.15,0.54,,,0.48336,0.08858,1.2,,1.26,1.9561244,0.27409416,-0.03677,1.24,1.06,1.2,1.26,1.2,0.024400001,0.0454,0.11,-0.15,0.8297122,0.12,1.5,0.55,0.37,1.6,1.11,,,-0.15,,,630.0,,,0.7,2.22,3.31,,,0.31,,,1.16,1.22,0.8,53.38,3.0,0.07,0.01,,
SYRS,-0.3251,1.3275,0.19004977,,-0.171,0.19399999999999998,,-0.038,-0.222,0.017,,-73900000000.0,0.008,-0.4586,0.889,0.0019,547309999999.99994,,0.6949,-0.17579999999999998,0.1041,-0.2248,0.4349,0.0317,,-0.49,-0.946,-0.972,-0.2441,0.1674,-0.1722,6600000000.0,5.4,,0.16002727,0.0673,40980000000.0,45700000000.0,10.23,1.701452,9.91,1.364,11.96,9.66,-5.477,59.126,12.236618,14.69,4.26,-1.68,-5.901786,0.09054,0.86765,11.96,,11.96,7.2690616,79.799,,11.96,9.66,11.96,11.96,11.96,0.060300004,0.1116,13.65,-1.69,9.337518,0.82,1.84,1.37,,4.8,0.33,,,-1.7,-0.38,,83.0,,,0.32,7.04,,,,72.96,,,9.59,9.65,4.8,48.84,2.1,0.93,9.92,,
XERS,-0.6355,2.1549,-0.5438757,3680000000.0,-0.10220000000000001,0.504,,0.33799999999999997,,-0.6659999999999999,0.218,-119200000000.0,0.025,0.0548,0.721,0.3043,230900000000.0,,1.3093000000000001,0.4,-0.1368,0.0541,-0.36450000000000005,-0.5856,,-0.9179999999999999,-4.353,-1.6769999999999998,0.09849999999999999,0.0181,0.3456,6000000000.0,5.667000000000001,,0.16002727,0.4057,37530000000.0,37970000000.0,4.53,2.435438,4.47,0.54,4.97,4.01,-1.543,28.839,3.6152942,12.29,1.42,-1.72,-2.6046512,0.025710002,0.58022,4.81,,4.99,8.296296,33.28224,,4.97,4.01,4.81,4.99,4.81,0.32900003,0.3334,4.15,-3.823,3.2854676,0.47,,0.64,2.94,6.9,0.0,,,-3.97,-0.52,,188.0,,,4.49,9.14,1.99,,,47.74,,,6.18,5.85,6.7,57.61,1.6,0.65,4.29,,
CANF,-0.6747,0.4907,,1620000000.0,-0.1056,,,0.503,,0.47,,,0.0199,0.0,0.0922,,24820000000.0,,0.1142,-0.2682,-0.2146,-0.2876,-0.5121,-0.34020000000000006,,,,,-0.2832,-0.2493,-0.2627,1750000000.0,-0.47600000000000003,,,0.0334,13080000000.0,15410000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.66,,,,,,-2.22,-0.41,,8.0,,,,2.73,,,,15.89,,,1.77,1.8,,47.94,2.0,0.12,0.29,,
MTP,-0.7870999999999999,1.0998,,6320000000.0,-0.1127,,,,,,,,,,0.0636,,22820000000.0,,-0.249,-0.095,0.20670000000000002,-0.2458,-0.47479999999999994,-0.7098,,,,,-0.19820000000000002,-0.2657,-0.0934,,,,,0.0007000000000000001,6380000000.0,12610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,1.01,,,,,,-0.85,,,65.0,,,,1.9,,,,,,,1.85,1.92,,52.51,,0.02,0.02,,
SEEL,-0.6487,0.4279,,1100000000.0,-0.2852,0.051,,0.146,0.569,-1.238,,-22400000000.0,0.1624,0.0,0.109,-0.1005,37200000000.0,,-0.3098,-0.4604,-0.47909999999999997,-0.3115,-0.5529999999999999,-0.5283,,-1.8230000000000002,-4.313,,-0.3885,-0.38520000000000004,-0.4219,400000000.0,,-0.473,,0.0051,37260000000.0,44160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,2.07,0.08,0.12,2.1,0.0,,,-0.75,-0.08,,6.0,,,0.03,11.83,7.84,,,115.71,,,0.95,0.95,2.1,57.27,2.0,0.48,0.17,,
ACB,-0.9036,0.4189,-0.88707536,3650000000.0,-0.11630000000000001,,,,,,,,0.028999999999999998,0.0,0.12269999999999999,,846530000000.0,,-0.3607,-0.26780000000000004,-0.49219999999999997,-0.2327,-0.7099,-0.8956999999999999,,,,,-0.2218,-0.5194,-0.3011,,0.159,,0.15022206,0.16010000000000002,109410000000.0,112570000000.0,7.63,1.331651,7.54,3.439,8.25,7.51,,,10.142571,,5.3,,,0.028989999,0.122659996,8.18,,8.51,2.1866822,,,8.25,7.51,8.18,8.51,8.18,0.15560001,,5.53,0.216,11.355957,0.54,,3.44,,,,,,0.22,,,2731.0,,,,1.46,,23.29,,,,,5.1,5.03,,34.51,,6.36,4.36,,
AUTO,-0.4238,5.88,0.50709224,,-0.1906,0.723,0.25,0.627,-0.423,0.617,0.23600000000000002,-10400000000.0,0.2636,0.0,0.18,-0.161,44930000000.0,-0.09699999999999999,0.7286,0.9656999999999999,1.2631999999999999,-0.3594,0.39270000000000005,0.3705,-0.107,-0.242,-0.524,-0.619,0.0335,0.9041,0.585,96700000000.0,-0.373,0.013999999999999999,0.15022206,0.0558,9820000000.0,13150000000.0,3.45,2.352285,3.5,1.269,4.07,3.42,-14.782,0.647,2.5651429,5.97,0.5,-0.22,-15.636364,0.26361,0.21427,4.01,-0.29,4.25,2.7107959,0.4674901,-0.107,4.07,3.42,4.01,4.25,4.01,0.0417,0.0656,0.99,-0.792,1.5297102,0.41,2.56,1.27,,1.4,0.51,,,-0.79,-0.1,,171.0,,,0.05,2.94,,,,0.53,,,3.5,3.74,1.4,58.4,1.7,0.59,0.9,,
BIOC,-0.66,1.0928,-0.39080465,2730000000.0,-0.1689,0.866,0.4,0.3,0.679,0.8640000000000001,-0.968,-26300000000.0,0.0003,-0.023399999999999997,0.17,0.7431,649700000000.0,,0.24539999999999998,-0.5624,-0.17800000000000002,-0.3353,0.5455,-0.48009999999999997,,-1.105,-1.551,-1.787,-0.4335,-0.0947,-0.41609999999999997,5700000000.0,-0.25,1.1059999999999999,0.15022206,0.0354,124910000000.0,127170000000.0,4.54,0.636008,4.46,1.988,4.84,4.27,-2.193,8.861,0.78114283,4.84,0.21,-0.14,-31.571428,0.00033,0.07985,4.605,-0.07,5.318,2.22334,10.427793,,4.84,4.27,4.605,5.318,4.605,0.033,0.033,0.16,-4.112,0.5494928,0.42,0.92,2.05,1.82,5.2,0.1,,,-6.0,-0.47,,88.0,,,0.05,2.33,2.62,,,11.09,,,5.02,4.77,5.0,40.71,2.0,0.26,0.15,,
CNTY,-0.33149999999999996,5.0792,-0.21559632,,-0.1023,,0.25,1.234,-0.22820000000000001,-6.7410000000000005,0.46399999999999997,-78100000000.0,0.012,2.6471,0.616,-0.0922,179960000000.0,-0.185,0.3233,0.30920000000000003,0.09449999999999999,-0.0016,-0.22469999999999998,-0.2656,-0.32,-0.13,-0.573,-0.015,0.0070999999999999995,0.09390000000000001,0.2619,243900000000.0,-0.311,0.127,0.15022206,0.0608,26830000000.0,29580000000.0,6.3,2.764214,6.14,3.31,6.73,6.1,21.037,2.731,5.2937145,9.19,1.01,0.45,13.644444,0.09174,0.72783995,6.73,-0.14,6.84,1.8549849,0.74995196,-0.32026002,6.73,6.1,6.73,6.84,6.73,0.0552,0.0608,2.99,-2.652,4.4852176,0.37,2.89,3.31,1.68,1.0,4.82,,,-2.65,0.07,,2786.0,10.41,,4.61,1.63,3.19,,,0.68,,,5.55,5.38,1.0,44.2,2.0,0.46,2.83,9.0,
CPE,-0.8953,0.4763,-0.8654661,3400000000.0,-0.1165,,,0.46490000000000004,-0.182,-0.823,0.7509999999999999,-1324500000000.0,0.02,1.8933000000000002,0.48100000000000004,-0.4542,220870000000.0,,0.1449,-0.4606,-0.6968000000000001,-0.15380000000000002,-0.8839,-0.8809,,-0.217,-0.48100000000000004,0.021,-0.2725,-0.6998000000000001,-0.4483,798600000000.0,-0.059000000000000004,0.34600000000000003,0.15022206,0.145,38640000000.0,39710000000.0,5.64,2.912486,5.64,47.343,6.19,5.6,5.716,4.831,9.580571,53.6,3.8,4.34,1.2926267,0.02174,1.0872899,6.12,-0.05,6.35,0.11849693,0.27761218,-1.74063,6.19,5.6,6.12,6.35,6.12,0.141,0.1976,2.79,-41.727,9.824782,0.47,2.94,47.38,0.19,0.3,1.78,,,-32.83,0.08,,475.0,1.77,,1.78,0.11,26.93,,,0.25,,,5.55,5.25,0.3,41.14,3.1,0.96,3.29,,
CRBP,-0.772,-0.3222,0.7257463,1820000000.0,-0.7589,,,0.023,-0.619,-0.145,,-115100000000.0,0.004,0.08070000000000001,0.579,0.2796,184780000000.0,,-0.5099,-0.6626000000000001,-0.6819,-0.7598,-0.5916,-0.5792,,-1.641,-4.308,,-0.725,-0.6485,-0.7054,7200000000.0,-0.99,,0.15022206,0.2192,73070000000.0,73890000000.0,2.29,1.537346,2.26,0.6,2.45,1.95,-5.879,97.198,7.5274286,9.78,1.95,-1.73,-1.2890173,0.049289998,0.41182,2.23,,9.25,3.7166665,25.266964,,2.45,1.95,2.23,9.25,2.23,0.19600001,0.24190001,9.07,-1.695,6.6025,0.45,1.92,0.66,0.75,2.1,0.0,,,-1.68,-0.42,,141.0,,,0.0,1.82,1.6,,,14.07,,,1.23,1.2,2.1,26.64,2.7,0.76,3.99,,
DBI,-0.6718999999999999,1.4077000000000002,-0.5888563,2029999999.9999998,-0.107,-8.531,0.14679999999999999,1.4040000000000001,-0.055999999999999994,6.532,0.22899999999999998,-152600000000.0,0.021,0.34159999999999996,0.977,-0.0301,430810000000.0,0.040999999999999995,-0.4894,-0.107,-0.2755,-0.1121,-0.6023,-0.6136,0.031,0.038,0.14,0.11199999999999999,-0.1192,-0.3543,-0.0542,3100000000.0,-0.447,0.069,0.15022206,0.1294,59330000000.0,71910000000.0,6.42,1.838907,6.26,5.623,6.93,6.25,-8.716,0.626,6.7768574,19.08,2.6,0.64,9.781251,0.07734,1.05341,6.82,-0.13,7.01,1.1132847,0.16498578,-0.10167,6.93,6.25,6.82,7.01,6.82,0.1065,0.1675,4.84,-3.864,6.9983335,0.49,1.97,5.64,3.02,1.2,0.97,0.85,0.1384,-3.87,-0.43,,15800.0,8.29,,0.97,1.09,2.03,,,0.15,,,6.22,6.14,0.5,49.6,2.9,0.57,4.42,7.14,
EVFM,-0.5853,0.1392,-0.3129921,4070000000.0000005,-0.10890000000000001,0.054000000000000006,,0.467,0.42700000000000005,0.654,,-98300000000.0,0.02,-0.9129,0.516,0.1191,259310000000.0,,-0.40869999999999995,0.061399999999999996,-0.07719999999999999,-0.0633,-0.4959,-0.4132,,-1.804,-3.5989999999999998,,-0.0263,-0.3346,0.0139,,,,0.15022206,0.0458,80000000000.0,81280000000.0,3.12,-0.543796,3.11,0.843,3.46,3.09,-3.057,,3.0934286,7.5,2.73,-1.05,-2.9619048,0.30972,0.75267,3.39,-0.02,3.49,3.6892052,,,3.46,3.09,3.39,3.49,3.39,0.045100003,0.081,1.33,-1.938,4.1342754,0.24,0.36,1.19,1.63,2.1,0.65,,,-1.86,-0.44,,53.0,,,0.0,2.44,1.78,,,,,,2.91,2.9,2.0,60.22,2.0,0.4,2.85,,
GEVO,-0.7111,1.2609000000000001,-0.63522017,33729999999.999996,-0.10339999999999999,0.32799999999999996,0.25,0.8370000000000001,,0.59,-0.69,-30700000000.0,0.066,0.0,0.015,-0.126,72620000000.0,,-0.0877,0.7888,-0.2353,-0.168,-0.5498,-0.6839,,-0.348,-0.449,-0.303,0.047400000000000005,-0.25,0.35009999999999997,17800000000.0,-0.804,-0.027999999999999997,0.15022206,0.0338,44990000000.0,75730000000.0,1.04,2.807692,1.03,4.057,1.11,1.03,-3.486,4.001,0.8157143,3.6,0.46,-0.16,-6.5,0.11406,0.09646,1.08,-0.04,1.16,0.25634703,4.42183,-1.72534,1.11,1.03,1.08,1.16,1.08,0.028199999,0.0291,0.36,-2.187,0.9993478,0.15,2.74,3.97,0.08,0.7,0.26,,,-2.2,-0.1,,57.0,,,0.01,0.26,13.29,,,4.7,,,1.02,1.04,0.6,54.41,2.0,0.76,0.1,,
GFF,-0.3215,1.0415,0.15347338,,-0.12789999999999999,0.524,0.2041,0.0305,2.126,2.562,0.27,49600000000.0,0.037000000000000005,-0.19140000000000001,0.609,-0.0138,1040000000.0,0.063,0.1704,-0.21780000000000002,-0.046900000000000004,-0.1404,-0.0812,0.0407,0.021,0.022000000000000002,0.10099999999999999,0.069,-0.1679,0.005600000000000001,-0.1016,2320000000.0,0.099,0.021,0.15022206,0.0699,35140000000.0,41710000000.0,23.6,2.23913,17.83,12.19,21.13,18.67,9.296,0.91,21.956858,27.53,9.15,1.59,11.748427,0.22804001,0.70512,21.13,0.68,21.42,1.5324037,0.45174444,0.021300001,21.13,18.67,21.13,21.42,21.13,0.051799998,0.0825,5.75,1.124,17.579638,0.91,2.29,12.19,1.34,2.3,2.23,0.3,0.0129,1.13,0.39,,7300.0,14.56,,2.21,1.91,17.41,20.55,14.34,0.54,1.01,0.249,22.69,23.3,1.3,69.66,1.5,0.89,5.13,29.75,
GMBL,-0.6031,0.6125,-0.47859573,,-0.1,-6.103,,,,-1.99,,-12200000000.0,0.001,0.0,0.01,,43380000000.0,,,-0.2833,-0.4267,-0.1457,0.1382,,,,1.348,,-0.2589,-0.2757,-0.3223,,,,0.15022206,0.053099999999999994,5640000000.0,6180000000.0,4.04,0.748606,3.89,-2.229,4.23,3.8,-18.938,,5.463857,15.7499,2.4,,,0.44267,,4.21,,4.3,,,,4.23,3.8,4.21,4.3,4.21,0.0257,0.036199998,1.15,-2.045,5.0988436,0.42,0.99,-2.26,0.0,0.0,,,,-2.02,,,299.0,,,,,,,,,,,4.6,4.69,0.0,57.69,,1.07,0.72,,
HUSA,-0.7249,-0.0392,-0.564,,-0.1009,0.48700000000000004,,,0.13,-9.043,0.18,-3200000000.0,0.001,0.0,0.037000000000000005,0.2443,7560000000.0,,-0.39270000000000005,-0.3333,-0.5494,-0.2899,-0.46299999999999997,-0.6215999999999999,,-0.368,-0.406,-0.365,-0.2952,-0.4303,-0.3615,800000000.0,-0.5,0.22399999999999998,0.15022206,0.0755,6120000000.0,6900000000.0,0.97,0.534559,0.97,1.304,1.0602,0.94,-4.401,6.804,1.4691429,3.5,0.94,,,0.12041,0.03095,1.06,,1.09,0.75153375,8.938519,,1.0602,0.94,1.06,1.09,1.06,0.0664,0.075500004,0.68,-0.514,1.6180797,0.48,0.4,1.32,0.37,9.7,0.0,,,-0.52,,,2.0,,,0.0,1.43,5.17,,,17.46,,,2.34,1.89,9.7,55.74,,0.84,0.18,,
ICD,-0.9344,1.2963,-0.90174824,,-0.1174,0.259,0.07,0.11199999999999999,0.134,-0.917,0.252,-83900000000.0,0.011000000000000001,-0.0182,0.4,-0.2182,12180000000.0,-0.46799999999999997,-0.5867,-0.2177,-0.6149,-0.1079,-0.8756,-0.9145,-0.5579999999999999,-0.16699999999999998,-0.258,-0.099,-0.1356,-0.7016,-0.2416,150200000000.0,-0.595,0.237,0.15022206,0.0256,4050000000.0,5180000000.0,2.49,7.483835,2.47,60.605,2.81,2.45,6.642,0.972,3.2108572,37.8,1.08,-9.72,-0.25514403,0.07853,0.74001,2.81,-0.04,2.81,0.040920716,0.08548391,-0.55844,2.81,2.45,2.81,2.81,2.81,0.02,0.026500002,0.24,-22.038,4.6883335,0.34,7.47,74.86,3.35,1.6,0.49,,,-22.17,-3.2,,650.0,,,0.46,0.04,0.87,,,0.1,,,2.64,2.91,1.5,61.4,3.0,34.99,0.35,,
LPI,-0.8012999999999999,0.9212,-0.7408273,,-0.1201,-4.122,-0.0934,-0.019799999999999998,-0.22899999999999998,-2.064,0.5529999999999999,-977200000000.0,0.031,0.0,0.72,-0.1722,152920000000.0,,-0.2846,-0.20199999999999999,-0.4833,-0.2245,-0.7791,-0.7589,,-0.441,-1.215,-0.18100000000000002,-0.2139,-0.484,-0.1543,727300000000.0,-0.489,0.011000000000000001,0.15022206,0.1009,8970000000.0,11670000000.0,13.05,4.441471,12.75,32.195,13.9276,12.61,2.413,1.977,15.831715,63.8,6.6,9.11,1.3918772,0.03291,0.99969,13.85,-0.17,14.41,0.39385,0.20915076,-1.3436,13.9276,12.61,13.85,14.41,13.85,0.0754,0.1196,2.01,-84.149,15.099058,0.85,4.63,32.23,1.32,1.6,3.35,,,-84.08,3.1,,280.0,1.04,,3.35,0.29,7.19,,0.3,0.16,,,9.8,9.49,1.6,35.05,2.7,1.09,2.26,,
MARA,-0.6476000000000001,4.2527,0.14207637,17010000000.000002,-0.1148,-0.489,0.5,,0.34299999999999997,0.7809999999999999,,-5100000000.0,0.036699999999999997,0.0,0.024,3.7469,59570000000.0,,1.5,-0.5776,1.0556,-0.254,1.0989,0.022099999999999998,,-0.6679999999999999,-1.0270000000000001,-0.882,-0.3757,0.5802,-0.1399,1500000000.0,-0.25,-0.439,0.15022206,0.1311,31800000000.0,32140000000.0,1.86,2.686733,1.83,0.394,2.065,1.79,-19.394,42.253,2.678857,5.25,0.35,0.2,9.25,0.03666,0.02243,1.81,,2.09,4.6954317,40.249023,,2.065,1.79,1.81,2.09,1.81,0.1297,0.1299,0.12,-0.527,1.2207971,0.22,2.9,0.59,0.03,6.3,0.0,,,-0.53,,,3.0,,,0.01,3.66,76.78,,,46.07,,,2.14,2.16,6.3,49.44,,0.35,0.2,,
NAKD,-0.9725,-0.059500000000000004,-0.94665074,10570000000.0,-0.1417,0.7959999999999999,,,0.095,0.58,0.375,-36400000000.0,0.10640000000000001,0.0,0.017,0.9487000000000001,8930000000.0,-0.594,-0.5852,-0.5427000000000001,-0.8826,-0.2638,-0.8773000000000001,-0.9555,-0.603,-0.6629999999999999,-8.872,-0.93,-0.35240000000000005,-0.7953,-0.5760000000000001,60400000000.0,-0.33,-0.083,0.15022206,0.0677,7120000000.0,43510000000.0,0.2,0.673892,0.1911,0.531,0.222,0.1812,,,0.38454285,6.96,0.1812,,,0.106429994,0.08209,0.222,,0.223,0.36045197,,-0.60295,0.222,0.1812,0.222,0.223,0.222,0.0138,0.0139,0.08,-106.872,0.551079,0.02,,-2.67,0.02,0.6,,,,-45.58,,,260.0,,,,,5.5,,,0.23,,,0.12,0.12,0.2,33.99,,1.65,0.04,,
NCMI,-0.5878,1.5062,-0.43349755,,-0.1174,-2.543,-0.0633,1.913,0.154,1.4509999999999998,0.696,10800000000.0,0.003,,0.8590000000000001,-0.1711,252250000000.0,0.268,-0.2591,0.36700000000000005,0.16,0.1247,-0.44310000000000005,-0.5006,0.033,0.009000000000000001,-0.027000000000000003,0.26,0.20800000000000002,-0.12960000000000002,0.3056,326400000000.0,-0.9640000000000001,0.025,0.15022206,0.0837,76980000000.0,78000000000.0,4.07,1.17224,4.03,-5.329,4.6896,4.0225,14.304,4.409,3.1537144,9.85,1.62,0.04,101.5,0.03803,0.96195,4.46,1.91,4.6,,0.9930121,0.03309,4.6896,4.0225,4.46,4.6,4.46,0.0809,0.1257,11.26,0.139,3.4759421,0.25,1.29,-5.33,3.18,4.4,,0.5,0.1961,0.14,-0.15,,531.0,70.83,,,,0.8,18.48,1.5,0.61,,4.26,2.68,2.55,4.4,38.41,2.7,0.68,7.89,4.38,
